Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
Persistent Systems Ltd.,Technology,Equity,377.364,Baroda Midcap Direct Fund Growth
Fortis Healthcare Ltd.,Healthcare,Equity,368.16,Baroda Midcap Direct Fund Growth
Minda Industries Ltd.,Automobile,Equity,368.16,Baroda Midcap Direct Fund Growth
Natco Pharma Ltd.,Healthcare,Equity,349.752,Baroda Midcap Direct Fund Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,340.54800000000006,Baroda Midcap Direct Fund Growth
Ipca Laboratories Ltd.,Healthcare,Equity,340.54800000000006,Baroda Midcap Direct Fund Growth
Cummins India Ltd.,Capital Goods,Equity,312.93600000000004,Baroda Midcap Direct Fund Growth
Mphasis Ltd.,Technology,Equity,312.93600000000004,Baroda Midcap Direct Fund Growth
Timken India Ltd.,Capital Goods,Equity,303.732,Baroda Midcap Direct Fund Growth
Hindustan Petroleum Corporation Ltd.,Energy,Equity,303.732,Baroda Midcap Direct Fund Growth
Aditya Birla Fashion and Retail Ltd.,Services,Equity,285.324,Baroda Midcap Direct Fund Growth
Aarti Industries Ltd.,Chemicals,Equity,276.12,Baroda Midcap Direct Fund Growth
Coforge Ltd.,Technology,Equity,276.12,Baroda Midcap Direct Fund Growth
Ashok Leyland Ltd.,Automobile,Equity,266.916,Baroda Midcap Direct Fund Growth
Torrent Power Ltd.,Energy,Equity,239.30400000000003,Baroda Midcap Direct Fund Growth
Navin Fluorine International Ltd.,Chemicals,Equity,230.1,Baroda Midcap Direct Fund Growth
Bank Of Baroda,Financial,Equity,211.692,Baroda Midcap Direct Fund Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,211.692,Baroda Midcap Direct Fund Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,202.48800000000003,Baroda Midcap Direct Fund Growth
Brigade Enterprises Ltd.,Construction,Equity,184.08,Baroda Midcap Direct Fund Growth
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,165.67200000000005,Baroda Midcap Direct Fund Growth
Dalmia Bharat Ltd.,Construction,Equity,156.46800000000002,Baroda Midcap Direct Fund Growth
Indoco Remedies Ltd.,Healthcare,Equity,156.46800000000002,Baroda Midcap Direct Fund Growth
The Federal Bank Ltd.,Financial,Equity,147.264,Baroda Midcap Direct Fund Growth
Indian Energy Exchange Ltd.,Services,Equity,128.856,Baroda Midcap Direct Fund Growth
Can Fin Homes Ltd.,Financial,Equity,128.856,Baroda Midcap Direct Fund Growth
Medplus Health Services Ltd.,Healthcare,Equity,110.448,Baroda Midcap Direct Fund Growth
Sterlite Technologies Ltd.,Communication,Equity,101.244,Baroda Midcap Direct Fund Growth
PNC Infratech Ltd.,Construction,Equity,101.244,Baroda Midcap Direct Fund Growth
AU Small Finance Bank Ltd.,Financial,Equity,92.04,Baroda Midcap Direct Fund Growth
HDFC Bank Ltd.,Financial,Equity,22070.88,UTI Focused Equity Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,15633.54,UTI Focused Equity Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,10345.725,UTI Focused Equity Fund Direct Growth
Tata Motors Ltd.,Automobile,Equity,9656.010000000002,UTI Focused Equity Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,9426.105,UTI Focused Equity Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,8276.580000000002,UTI Focused Equity Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,8276.580000000002,UTI Focused Equity Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,8046.675000000001,UTI Focused Equity Fund Direct Growth
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,7586.865,UTI Focused Equity Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,7127.055000000001,UTI Focused Equity Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,6897.150000000001,UTI Focused Equity Fund Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,6897.150000000001,UTI Focused Equity Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,6897.150000000001,UTI Focused Equity Fund Direct Growth
Jubilant FoodWorks Ltd.,Services,Equity,5977.530000000001,UTI Focused Equity Fund Direct Growth
Havells India Ltd.,Capital Goods,Equity,5977.530000000001,UTI Focused Equity Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,5747.625,UTI Focused Equity Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,5747.625,UTI Focused Equity Fund Direct Growth
Avenue Supermarts Ltd.,Services,Equity,5747.625,UTI Focused Equity Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,5517.72,UTI Focused Equity Fund Direct Growth
ABB India Ltd.,Capital Goods,Equity,5057.910000000001,UTI Focused Equity Fund Direct Growth
Ajanta Pharma Ltd.,Healthcare,Equity,4828.005000000001,UTI Focused Equity Fund Direct Growth
Tube Investments Of India Ltd.,Automobile,Equity,4828.005000000001,UTI Focused Equity Fund Direct Growth
Divi's Laboratories Ltd.,Healthcare,Equity,4368.195,UTI Focused Equity Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,4138.290000000001,UTI Focused Equity Fund Direct Growth
Tube Investments Of India Ltd.,Automobile,Equity,38767.344,Motilal Oswal Midcap Fund Direct Growth
CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,22044.176,Motilal Oswal Midcap Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,19763.744,Motilal Oswal Midcap Fund Direct Growth
Campus Activewear Ltd.,Consumer Staples,Equity,17483.311999999998,Motilal Oswal Midcap Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,17103.239999999998,Motilal Oswal Midcap Fund Direct Growth
Deepak Nitrite Ltd.,Chemicals,Equity,17103.239999999998,Motilal Oswal Midcap Fund Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,16723.168,Motilal Oswal Midcap Fund Direct Growth
Max Financial Services Ltd.,Financial,Equity,15963.024,Motilal Oswal Midcap Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,15202.88,Motilal Oswal Midcap Fund Direct Growth
Max Healthcare Institute Ltd.,Healthcare,Equity,13302.52,Motilal Oswal Midcap Fund Direct Growth
Vedant Fashions Ltd.,Services,Equity,12542.375999999998,Motilal Oswal Midcap Fund Direct Growth
Balkrishna Industries Ltd.,Automobile,Equity,11402.16,Motilal Oswal Midcap Fund Direct Growth
AU Small Finance Bank Ltd.,Financial,Equity,10261.944,Motilal Oswal Midcap Fund Direct Growth
Gujarat Gas Ltd.,Energy,Equity,8741.655999999999,Motilal Oswal Midcap Fund Direct Growth
Mphasis Ltd.,Technology,Equity,7981.512,Motilal Oswal Midcap Fund Direct Growth
Coforge Ltd.,Technology,Equity,7601.44,Motilal Oswal Midcap Fund Direct Growth
Astral Ltd.,Chemicals,Equity,4560.864,Motilal Oswal Midcap Fund Direct Growth
JK Cement Ltd.,Construction,Equity,4560.864,Motilal Oswal Midcap Fund Direct Growth
AIA Engineering Ltd.,Metals & Mining,Equity,4180.792,Motilal Oswal Midcap Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,4180.792,Motilal Oswal Midcap Fund Direct Growth
Global Health Ltd.,Healthcare,Equity,3800.72,Motilal Oswal Midcap Fund Direct Growth
Clean Science And Technology Ltd.,Chemicals,Equity,3800.72,Motilal Oswal Midcap Fund Direct Growth
BEML Ltd.,Capital Goods,Equity,3420.648,Motilal Oswal Midcap Fund Direct Growth
Dixon Technologies (India) Ltd.,Capital Goods,Equity,2280.432,Motilal Oswal Midcap Fund Direct Growth
IDFC First Bank Ltd.,Financial,Equity,380.072,Motilal Oswal Midcap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,64566.9,Nippon India Pharma Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,32283.45,Nippon India Pharma Fund Direct Growth
Lupin Ltd.,Healthcare,Equity,28409.436,Nippon India Pharma Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,22383.192000000003,Nippon India Pharma Fund Direct Growth
Narayana Hrudayalaya Ltd.,Healthcare,Equity,21952.746,Nippon India Pharma Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,20230.962,Nippon India Pharma Fund Direct Growth
Divi's Laboratories Ltd.,Healthcare,Equity,18509.178,Nippon India Pharma Fund Direct Growth
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,16787.394,Nippon India Pharma Fund Direct Growth
Zydus Lifesciences Ltd.,Healthcare,Equity,15926.502,Nippon India Pharma Fund Direct Growth
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,15065.61,Nippon India Pharma Fund Direct Growth
Fortis Healthcare Ltd.,Healthcare,Equity,13343.826,Nippon India Pharma Fund Direct Growth
Ajanta Pharma Ltd.,Healthcare,Equity,12052.488,Nippon India Pharma Fund Direct Growth
Pfizer Ltd.,Healthcare,Equity,10330.704,Nippon India Pharma Fund Direct Growth
Alkem Laboratories Ltd.,Healthcare,Equity,9469.812000000002,Nippon India Pharma Fund Direct Growth
Medplus Health Services Ltd.,Healthcare,Equity,8178.473999999999,Nippon India Pharma Fund Direct Growth
Indoco Remedies Ltd.,Healthcare,Equity,6026.244,Nippon India Pharma Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,5595.798000000001,Nippon India Pharma Fund Direct Growth
Syngene International Ltd.,Healthcare,Equity,4734.906000000001,Nippon India Pharma Fund Direct Growth
Jubilant Pharmova Ltd.,Healthcare,Equity,1721.784,Nippon India Pharma Fund Direct Growth
Tarsons Products Ltd.,Healthcare,Equity,1291.338,Nippon India Pharma Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,24420.388,Sundaram Large Cap Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,21580.808,Sundaram Large Cap Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,19025.186,Sundaram Large Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,18173.312,Sundaram Large Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,15617.69,Sundaram Large Cap Fund Direct Growth
State Bank of India,Financial,Equity,12494.152,Sundaram Large Cap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,10506.446,Sundaram Large Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,7950.824,Sundaram Large Cap Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,7950.824,Sundaram Large Cap Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,7098.95,Sundaram Large Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,6247.076,Sundaram Large Cap Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,4827.286,Sundaram Large Cap Fund Direct Growth
NTPC Ltd.,Energy,Equity,3691.454,Sundaram Large Cap Fund Direct Growth
Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,3691.454,Sundaram Large Cap Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,3123.538,Sundaram Large Cap Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,2839.58,Sundaram Large Cap Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,2839.58,Sundaram Large Cap Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2839.58,Sundaram Large Cap Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,2555.622,Sundaram Large Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,2271.664,Sundaram Large Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,2271.664,Sundaram Large Cap Fund Direct Growth
Tata Consumer Products Ltd.,Consumer Staples,Equity,2271.664,Sundaram Large Cap Fund Direct Growth
Avenue Supermarts Ltd.,Services,Equity,2271.664,Sundaram Large Cap Fund Direct Growth
Wipro Ltd.,Technology,Equity,1987.706,Sundaram Large Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,1987.706,Sundaram Large Cap Fund Direct Growth
Canara Bank,Financial,Equity,1703.7479999999998,Sundaram Large Cap Fund Direct Growth
Britannia Industries Ltd.,Consumer Staples,Equity,1703.7479999999998,Sundaram Large Cap Fund Direct Growth
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1703.7479999999998,Sundaram Large Cap Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1703.7479999999998,Sundaram Large Cap Fund Direct Growth
SBI Life Insurance Company Ltd.,Insurance,Equity,1703.7479999999998,Sundaram Large Cap Fund Direct Growth
Havells India Ltd.,Capital Goods,Equity,1419.79,Sundaram Large Cap Fund Direct Growth
ABB India Ltd.,Capital Goods,Equity,1135.832,Sundaram Large Cap Fund Direct Growth
SRF Ltd.,Diversified,Equity,1135.832,Sundaram Large Cap Fund Direct Growth
Asian Paints Ltd.,Chemicals,Equity,851.8739999999999,Sundaram Large Cap Fund Direct Growth
Divi's Laboratories Ltd.,Healthcare,Equity,283.958,Sundaram Large Cap Fund Direct Growth
CE Info Systems Ltd.,Technology,Equity,283.958,Sundaram Large Cap Fund Direct Growth
Cummins India Ltd.,Capital Goods,Equity,18628.245000000003,HSBC Midcap Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,17938.31,HSBC Midcap Fund Direct Growth
Bosch Ltd.,Automobile,Equity,17248.375,HSBC Midcap Fund Direct Growth
Sundaram Finance Ltd.,Financial,Equity,17248.375,HSBC Midcap Fund Direct Growth
Emami Ltd.,Consumer Staples,Equity,15178.570000000002,HSBC Midcap Fund Direct Growth
Indian Bank,Financial,Equity,15178.570000000002,HSBC Midcap Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,13798.7,HSBC Midcap Fund Direct Growth
Crisil Ltd.,Services,Equity,13798.7,HSBC Midcap Fund Direct Growth
NTPC Ltd.,Energy,Equity,13798.7,HSBC Midcap Fund Direct Growth
The Ramco Cements Ltd.,Construction,Equity,13108.765,HSBC Midcap Fund Direct Growth
Multi Commodity Exchange Of India Ltd.,Services,Equity,13108.765,HSBC Midcap Fund Direct Growth
Godfrey Phillips India Ltd.,Consumer Staples,Equity,12418.830000000002,HSBC Midcap Fund Direct Growth
Bayer CropScience Ltd.,Chemicals,Equity,11728.895,HSBC Midcap Fund Direct Growth
Mphasis Ltd.,Technology,Equity,11038.96,HSBC Midcap Fund Direct Growth
Tata Communications Ltd.,Communication,Equity,10349.025,HSBC Midcap Fund Direct Growth
TVS Motor Company Ltd.,Automobile,Equity,10349.025,HSBC Midcap Fund Direct Growth
Max Healthcare Institute Ltd.,Healthcare,Equity,10349.025,HSBC Midcap Fund Direct Growth
Suven Pharmaceuticals Ltd.,Healthcare,Equity,10349.025,HSBC Midcap Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,9659.09,HSBC Midcap Fund Direct Growth
Balkrishna Industries Ltd.,Automobile,Equity,9659.09,HSBC Midcap Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,9659.09,HSBC Midcap Fund Direct Growth
AIA Engineering Ltd.,Metals & Mining,Equity,9659.09,HSBC Midcap Fund Direct Growth
HDFC Asset Management Company Ltd.,Financial,Equity,8969.155,HSBC Midcap Fund Direct Growth
Alkem Laboratories Ltd.,Healthcare,Equity,8279.22,HSBC Midcap Fund Direct Growth
Lupin Ltd.,Healthcare,Equity,8279.22,HSBC Midcap Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,8279.22,HSBC Midcap Fund Direct Growth
Sundram Fasteners Ltd.,Capital Goods,Equity,8279.22,HSBC Midcap Fund Direct Growth
Max Financial Services Ltd.,Financial,Equity,8279.22,HSBC Midcap Fund Direct Growth
Shree Cement Ltd.,Construction,Equity,7589.285000000001,HSBC Midcap Fund Direct Growth
Supreme Industries Ltd.,Chemicals,Equity,6899.35,HSBC Midcap Fund Direct Growth
Canara Bank,Financial,Equity,6899.35,HSBC Midcap Fund Direct Growth
Gujarat State Petronet Ltd.,Energy,Equity,6899.35,HSBC Midcap Fund Direct Growth
Eris Lifesciences Ltd.,Healthcare,Equity,6899.35,HSBC Midcap Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,6209.415000000001,HSBC Midcap Fund Direct Growth
Birlasoft Ltd.,Technology,Equity,6209.415000000001,HSBC Midcap Fund Direct Growth
Oberoi Realty Ltd.,Construction,Equity,6209.415000000001,HSBC Midcap Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,6209.415000000001,HSBC Midcap Fund Direct Growth
Power Finance Corporation Ltd.,Financial,Equity,6209.415000000001,HSBC Midcap Fund Direct Growth
Aarti Industries Ltd.,Chemicals,Equity,5519.4800000000005,HSBC Midcap Fund Direct Growth
Pfizer Ltd.,Healthcare,Equity,5519.4800000000005,HSBC Midcap Fund Direct Growth
Torrent Power Ltd.,Energy,Equity,5519.4800000000005,HSBC Midcap Fund Direct Growth
Timken India Ltd.,Capital Goods,Equity,5519.4800000000005,HSBC Midcap Fund Direct Growth
Tube Investments Of India Ltd.,Automobile,Equity,4829.545,HSBC Midcap Fund Direct Growth
Syngene International Ltd.,Healthcare,Equity,4829.545,HSBC Midcap Fund Direct Growth
H.G. Infra Engineering Ltd.,Construction,Equity,4829.545,HSBC Midcap Fund Direct Growth
Zydus Lifesciences Ltd.,Healthcare,Equity,4829.545,HSBC Midcap Fund Direct Growth
Manappuram Finance Ltd.,Financial,Equity,4139.61,HSBC Midcap Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,4139.61,HSBC Midcap Fund Direct Growth
Thermax Ltd.,Capital Goods,Equity,4139.61,HSBC Midcap Fund Direct Growth
Sonata Software Ltd.,Technology,Equity,4139.61,HSBC Midcap Fund Direct Growth
Gujarat Gas Ltd.,Energy,Equity,4139.61,HSBC Midcap Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,3449.675,HSBC Midcap Fund Direct Growth
Tech Mahindra Ltd.,Technology,Equity,3449.675,HSBC Midcap Fund Direct Growth
Eicher Motors Ltd.,Automobile,Equity,3449.675,HSBC Midcap Fund Direct Growth
Punjab National Bank,Financial,Equity,3449.675,HSBC Midcap Fund Direct Growth
Carborundum Universal Ltd.,Metals & Mining,Equity,3449.675,HSBC Midcap Fund Direct Growth
ABB India Ltd.,Capital Goods,Equity,3449.675,HSBC Midcap Fund Direct Growth
Castrol India Ltd.,Energy,Equity,3449.675,HSBC Midcap Fund Direct Growth
Gujarat Fluorochemicals Ltd.,Chemicals,Equity,2759.74,HSBC Midcap Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,2759.74,HSBC Midcap Fund Direct Growth
Dalmia Bharat Ltd.,Construction,Equity,2759.74,HSBC Midcap Fund Direct Growth
Polycab India Ltd.,Capital Goods,Equity,2759.74,HSBC Midcap Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,2759.74,HSBC Midcap Fund Direct Growth
General Insurance Corporation of India,Insurance,Equity,2069.805,HSBC Midcap Fund Direct Growth
Laurus Labs Ltd.,Healthcare,Equity,2069.805,HSBC Midcap Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,2069.805,HSBC Midcap Fund Direct Growth
Aegis Logistics Ltd.,Services,Equity,1379.87,HSBC Midcap Fund Direct Growth
Coforge Ltd.,Technology,Equity,1379.87,HSBC Midcap Fund Direct Growth
Mahindra Lifespace Developers Ltd.,Construction,Equity,1379.87,HSBC Midcap Fund Direct Growth
JK Cement Ltd.,Construction,Equity,1379.87,HSBC Midcap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,8429.36,ICICI Prudential Exports and Services Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,6005.919000000001,ICICI Prudential Exports and Services Fund Direct Growth
Infosys Ltd.,Technology,Equity,5057.616,ICICI Prudential Exports and Services Fund Direct Growth
NTPC Ltd.,Energy,Equity,4952.249000000001,ICICI Prudential Exports and Services Fund Direct Growth
State Bank of India,Financial,Equity,4214.68,ICICI Prudential Exports and Services Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,3266.3770000000004,ICICI Prudential Exports and Services Fund Direct Growth
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,2844.909000000001,ICICI Prudential Exports and Services Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,2528.808,ICICI Prudential Exports and Services Fund Direct Growth
Muthoot Finance Ltd.,Financial,Equity,2423.441,ICICI Prudential Exports and Services Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,2423.441,ICICI Prudential Exports and Services Fund Direct Growth
