Name,Sector,Instrument,Assets
Avenue Supermarts Ltd.,Services,Equity,9.2%
Nestle India Ltd.,Consumer Staples,Equity,8.8%
Bajaj Finance Ltd.,Financial,Equity,8.5%
Tata Consultancy Services Ltd.,Technology,Equity,6.1%
Info Edge (India) Ltd.,Services,Equity,5.3%
Kotak Mahindra Bank Ltd.,Financial,Equity,4.6%
Housing Development Finance Corporation Ltd.,Financial,Equity,4.5%
ICICI Bank Ltd.,Financial,Equity,4.4%
Torrent Power Ltd.,Energy,Equity,4.4%
HDFC Bank Ltd.,Financial,Equity,4.1%
Infosys Ltd.,Technology,Equity,2.3%
Go Fashion (India) Ltd.,Services,Equity,1.7%
Tata Elxsi Ltd.,Technology,Equity,1.6%
Microsoft Corportion (US),Technology,Forgn. Eq,1.5%
AIA Group (Hongkong),Financial,Forgn. Eq,1.2%
Coforge Ltd.,Technology,Equity,1.1%
Tata Consumer Products Ltd.,Consumer Staples,Equity,1.1%
Symphony Ltd.,Consumer Discretionary,Equity,1.0%
Thermo Fisher Scientific Inc.,Healthcare,Forgn. Eq,1.0%
Toronto Dominion Bank,Financial,Forgn. Eq,1.0%
Vedant Fashions Ltd.,Services,Equity,1.0%
Schneider Elect Se,Capital Goods,Forgn. Eq,1.0%
Texas Instruments Inc. (US),Capital Goods,Forgn. Eq,1.0%
AstraZeneca PLC,Healthcare,Forgn. Eq,0.9%
Anthem Inc.,Healthcare,Forgn. Eq,0.9%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.9%
Alphabet Inc Class A,Services,Forgn. Eq,0.9%
Trane Technologies Plc,Capital Goods,Forgn. Eq,0.9%
Rainbow Children's Medicare Ltd.,Healthcare,Equity,0.9%
United Health Group Inc.,Healthcare,Forgn. Eq,0.9%
DBS Group Holdings Ltd. (Singapore),Financial,ADS/ADR,0.8%
Reckitt Benckiser Pl (UK),Others,Forgn. Eq,0.8%
Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,ADS/ADR,0.8%
Booking Holdings Inc,Services,Forgn. Eq,0.8%
Mastercard Inc,Financial,Forgn. Eq,0.8%
Bunzl PLC,Services,Forgn. Eq,0.7%
Deckers Outdoor Corporation,Consumer Staples,Forgn. Eq,0.7%
RELX PLC,Services,Forgn. Eq,0.7%
Raia Drogasil,Healthcare,Forgn. Eq,0.7%
Recruit Holdings Co. Ltd.,Diversified,ADS/ADR,0.7%
Inditex-Unspon Adr,Textiles,ADS/ADR,0.7%
Roche Holding AG Gen (UK),Financial,ADS/ADR,0.7%
Vestas Wind Systems A/S (Denmark),Others,ADS/ADR,0.6%
Visa Inc,Financial,Forgn. Eq,0.6%
Nestle S. A (Switzerland),Consumer Staples,ADS/ADR,0.6%
ASML Holding N.V.,Capital Goods,ADS/ADR,0.6%
Dexcom Inc,Healthcare,Forgn. Eq,0.6%
City Union Bank Ltd.,Financial,Equity,0.5%
Adobe Systems Inc. (USA),Technology,Forgn. Eq,0.5%
Bank Central Asia,Financial,ADS/ADR,0.4%
Husqvarna AB,Consumer Staples,Forgn. Eq,0.4%
Greggs PLC,Services,Forgn. Eq,0.3%
Salesforce Com.,Technology,Forgn. Eq,0.3%
Spirax-Sarco Engineering PLC,Capital Goods,Forgn. Eq,0.3%
Kingfisher PLC,Consumer Discretionary,Forgn. Eq,0.3%
Oak Street Health Inc,Healthcare,Forgn. Eq,0.2%
