Name,Sector,Instrument,Assets
State Bank of India,Financial,Equity,15.4%
NTPC Ltd.,Energy,Equity,7.0%
Indian Bank,Financial,Equity,6.5%
Bank Of Baroda,Financial,Equity,5.6%
Bank of India,Financial,Equity,4.5%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,4.4%
Power Grid Corporation Of India Ltd.,Energy,Equity,4.0%
Punjab National Bank,Financial,Equity,3.8%
Canara Bank,Financial,Equity,3.8%
Container Corporation Of India Ltd.,Services,Equity,3.8%
Mazagon Dock Shipbuilders Ltd.,Capital Goods,Equity,3.8%
GAIL (India) Ltd.,Energy,Equity,3.8%
Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,Equity,3.4%
Can Fin Homes Ltd.,Financial,Equity,3.2%
NMDC Ltd.,Metals & Mining,Equity,3.1%
Housing & Urban Development Corporation Ltd.,Financial,Equity,2.9%
Oil & Natural Gas Corporation Ltd.,Energy,Equity,2.7%
Coal India Ltd.,Energy,Equity,2.7%
SBI Life Insurance Company Ltd.,Insurance,Equity,2.7%
Bharat Heavy Electricals Ltd.,Capital Goods,Equity,2.7%
Rites Ltd.,Construction,Equity,2.2%
Indian Oil Corporation Ltd.,Energy,Equity,1.8%
Hindustan Copper Ltd.,Metals & Mining,Equity,1.7%
Chennai Petroleum Corporation Ltd.,Energy,Equity,0.8%
