Name,Sector,Instrument,Assets
Facebook Co,Services,Forgn. Eq,3.3%
Equifax Inc,Financial,Forgn. Eq,3.2%
MercadoLibre Inc,Services,Forgn. Eq,3.1%
Adobe Systems Inc. (USA),Technology,Forgn. Eq,3.1%
The Walt Disney Company,Services,Forgn. Eq,3.0%
The Boeing Co,Capital Goods,Forgn. Eq,3.0%
BlackRock Inc,Financial,Forgn. Eq,2.9%
Veeva Systems Inc.,Healthcare,Forgn. Eq,2.9%
Zimmer Biomet Holdings,Healthcare,Forgn. Eq,2.9%
Microsoft Corportion (US),Technology,Forgn. Eq,2.9%
Comcast Corporation (USA),Services,Forgn. Eq,2.8%
ServiceNow Inc,Technology,Forgn. Eq,2.8%
Medtronic,Healthcare,Forgn. Eq,2.7%
Ecolab Inc,Chemicals,Forgn. Eq,2.7%
Tyler Technologies Inc,Technology,Forgn. Eq,2.7%
Lam Research Corporation (USA),Capital Goods,Forgn. Eq,2.7%
Etsy Inc,Services,Forgn. Eq,2.7%
Wells Fargo,Financial,Forgn. Eq,2.6%
Workday Inc.,Technology,Forgn. Eq,2.6%
Masco Corp,Construction,Forgn. Eq,2.6%
Polaris Industries Inc.,Services,Forgn. Eq,2.5%
Amazon. com Inc. (USA),Services,Forgn. Eq,2.5%
Teradyne Inc,Capital Goods,Forgn. Eq,2.5%
Salesforce Com.,Technology,Forgn. Eq,2.5%
TransUnion,Financial,Forgn. Eq,2.5%
Emerson Electric Co.,Capital Goods,Forgn. Eq,2.5%
Biogen Idec Inc. (USA),Healthcare,Forgn. Eq,2.4%
Alphabet Inc Class C,Services,Forgn. Eq,2.4%
3M (USA),Financial,Forgn. Eq,2.3%
Western Union (US),Financial,Forgn. Eq,2.2%
Intel Corporation (USA),Capital Goods,Forgn. Eq,2.2%
International Flavors & Fragrances Inc,Chemicals,Forgn. Eq,2.0%
Fortinet Inc,Technology,Forgn. Eq,1.7%
MarketAxess Holdings Inc,Financial,Forgn. Eq,1.4%
Microchip Technology Inc. (USA),Capital Goods,Forgn. Eq,1.3%
Intercontinental Exchange,Financial,Forgn. Eq,1.3%
State Street Corp (US),Financial,Forgn. Eq,1.2%
Berkshire Hathway Inc (US),Insurance,Forgn. Eq,1.1%
Rockwell Automation Inc,Capital Goods,Forgn. Eq,1.1%
Allegion PLC,Services,Forgn. Eq,1.1%
NVIDIA Corporation (USA),Capital Goods,Forgn. Eq,1.1%
Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,ADS/ADR,0.6%
Tradeweb Markets Inc,Financial,Forgn. Eq,0.4%
Dominion Energy Inc,Energy,Forgn. Eq,0.2%
