Name,Sector,Instrument,Assets
Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,Forgn. Eq,10.4%
Bunge Ltd. (US),Consumer Staples,Forgn. Eq,9.1%
Nutrien Ltd.,Chemicals,Forgn. Eq,8.1%
CF Industries Holdings Inc (US),Chemicals,Forgn. Eq,7.8%
Deere & Company Ltd. (USA),Automobile,Forgn. Eq,7.8%
Ingredion INC (USA),Consumer Staples,Forgn. Eq,6.5%
Mosaic Company Ltd.,Chemicals,Forgn. Eq,6.5%
Israel Chemicals (Foreign),Chemicals,Forgn. Eq,6.0%
Sociedad Quimica y Minera de Chile SA,Chemicals,Forgn. Eq,5.6%
Wilmar International Ltd. (US),Consumer Staples,Forgn. Eq,4.4%
Tyson Foods,Consumer Staples,Forgn. Eq,4.1%
Associated British Foods Ltd.,Consumer Staples,Forgn. Eq,4.1%
Kubota Corp (Foreign),Capital Goods,Forgn. Eq,3.4%
UPL Ltd.,Chemicals,Equity,2.9%
Yara International ASA (Foreign),Chemicals,Forgn. Eq,2.5%
BRF Brasil Foods SA,Consumer Staples,Forgn. Eq,2.3%
Marine Harvest ASA,Consumer Staples,Forgn. Eq,1.7%
Golden Agri Resources Ltd.,Consumer Staples,Forgn. Eq,1.6%
Chambal Fertilisers and Chemicals Ltd.,Chemicals,Equity,1.5%
Nippon Meat Packers,Consumer Staples,Forgn. Eq,0.8%
