Name,Sector,Instrument,Assets
Mitsubishi UFJ Financial Group Inc,Financial,Forgn. Eq,3.9%
Dai-Ichi Life Holdings Inc,Insurance,Forgn. Eq,3.8%
Nitori Holdings Co. Ltd.,Consumer Staples,Forgn. Eq,3.5%
Kyowa Exeo Corp,Construction,Forgn. Eq,3.4%
Seven & I Holdings Co Ltd.,Diversified,Forgn. Eq,3.3%
Nippon Telegraph & Telephone Corp.,Communication,Forgn. Eq,3.3%
Tokio Marine Holdings Inc.,Insurance,Forgn. Eq,3.3%
Sekisui Chemical Co. Ltd.,Chemicals,Forgn. Eq,3.2%
Nintendo Co Ltd.,Consumer Discretionary,Forgn. Eq,3.2%
Mitsubishi (Japan),Automobile,Forgn. Eq,3.2%
Toray Industries Inc,Chemicals,Forgn. Eq,3.1%
Daiwa House Industry Co Ltd.,Construction,Forgn. Eq,3.1%
Asahi Group Holdings Ltd.,Consumer Staples,Forgn. Eq,3.1%
Sumitomo Electric Industries Ltd.,Capital Goods,Forgn. Eq,3.1%
Fast Retailing Co Ltd.,Services,Forgn. Eq,3.1%
Hitachi Ltd.,Capital Goods,Forgn. Eq,3.0%
Trend Micro Inc.,Technology,Forgn. Eq,3.0%
Shimadsu Corporation,Capital Goods,Forgn. Eq,3.0%
Komatsu Ltd. (Japan),Capital Goods,Forgn. Eq,3.0%
Mitsui Fudosan Co Ltd.,Construction,Forgn. Eq,3.0%
Shin Etsu Chemical Co.,Chemicals,Forgn. Eq,3.0%
Toyota Motor Corporation,Automobile,Forgn. Eq,3.0%
TDK Corp,Capital Goods,Forgn. Eq,3.0%
Sony Corporation,Consumer Staples,Forgn. Eq,3.0%
Daikin Industries Ltd.,Construction,Forgn. Eq,2.9%
Denso (Japan),Automobile,Forgn. Eq,2.9%
Olympus Corp,Healthcare,Forgn. Eq,2.9%
Nidec Corporation,Capital Goods,Forgn. Eq,2.8%
Tokyo Electron Ltd.,Capital Goods,Forgn. Eq,2.8%
BayCurrent Consulting Inc,Financial,Forgn. Eq,2.6%
