Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,19.4%
ICICI Bank Ltd.,Financial,Equity,13.9%
Kotak Mahindra Bank Ltd.,Financial,Equity,9.9%
State Bank of India,Financial,Equity,8.9%
Axis Bank Ltd.,Financial,Equity,6.5%
Punjab National Bank,Financial,Equity,6.3%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,4.7%
Union Bank of India,Financial,Equity,3.5%
Indusind Bank Ltd.,Financial,Equity,3.5%
DCB Bank Ltd.,Financial,Equity,3.4%
Bajaj Holdings & Investment Ltd.,Financial,Equity,3.0%
The Federal Bank Ltd.,Financial,Equity,2.6%
Bajaj Finance Ltd.,Financial,Equity,2.5%
Bank Of Baroda,Financial,Equity,2.4%
IIFL Finance Ltd.,Financial,Equity,2.4%
Canara Bank,Financial,Equity,1.9%
Motilal Oswal Financial Services Ltd.,Financial,Equity,1.7%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.5%
Muthoot Finance Ltd.,Financial,Equity,1.1%
CSB Bank Ltd.,Financial,Equity,0.3%
