Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,8.0%
Reliance Industries Ltd.,Energy,Equity,6.9%
Housing Development Finance Corporation Ltd.,Financial,Equity,6.8%
Infosys Ltd.,Technology,Equity,6.0%
Canara Bank,Financial,Equity,5.2%
State Bank of India,Financial,Equity,4.4%
Larsen & Toubro Ltd.,Construction,Equity,4.1%
Avenue Supermarts Ltd.,Services,Equity,3.3%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,3.2%
Ashok Leyland Ltd.,Automobile,Equity,2.9%
Bajaj Finserv Ltd.,Financial,Equity,2.9%
BEML Ltd.,Capital Goods,Equity,2.6%
Maruti Suzuki India Ltd.,Automobile,Equity,2.6%
Bharat Electronics Ltd.,Capital Goods,Equity,2.6%
ICRA Ltd.,Services,Equity,2.6%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2.5%
Shree Cement Ltd.,Construction,Equity,2.3%
Triveni Turbine Ltd.,Capital Goods,Equity,2.2%
Oberoi Realty Ltd.,Construction,Equity,2.1%
Navin Fluorine International Ltd.,Chemicals,Equity,2.1%
United Breweries Ltd.,Consumer Staples,Equity,2.1%
Fortis Healthcare Ltd.,Healthcare,Equity,2.0%
Tata Motors Ltd.,Automobile,Equity,1.8%
Dixon Technologies (India) Ltd.,Capital Goods,Equity,1.8%
Tata Power Company Ltd.,Energy,Equity,1.7%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.4%
ABB India Ltd.,Capital Goods,Equity,1.4%
The Indian Hotels Company Ltd.,Services,Equity,1.3%
Relaxo Footwears Ltd.,Consumer Staples,Equity,1.0%
BEML Land Assets Ltd.,Services,Equity,0.4%
