Unnamed: 0,Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
10468,Tata Consultancy Services Ltd.,Technology,Equity,137.28,Indiabulls Bluechip Direct Fund Growth
10469,Hindalco Industries Ltd.,Metals & Mining,Equity,137.28,Indiabulls Bluechip Direct Fund Growth
10470,Cummins India Ltd.,Capital Goods,Equity,109.824,Indiabulls Bluechip Direct Fund Growth
10473,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,100.672,Indiabulls Bluechip Direct Fund Growth
10479,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,27.456,Indiabulls Bluechip Direct Fund Growth
10480,Jubilant FoodWorks Ltd.,Services,Equity,18.304,Indiabulls Bluechip Direct Fund Growth
10485,Cholamandalam Financial Holdings Ltd.,Financial,Equity,37577.119999999995,Nippon India Growth Fund Direct Growth
10486,Power Finance Corporation Ltd.,Financial,Equity,36235.08,Nippon India Growth Fund Direct Growth
10489,Max Financial Services Ltd.,Financial,Equity,32208.96,Nippon India Growth Fund Direct Growth
10491,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,29524.88,Nippon India Growth Fund Direct Growth
10492,The Federal Bank Ltd.,Financial,Equity,28182.84,Nippon India Growth Fund Direct Growth
10493,NTPC Ltd.,Energy,Equity,26840.8,Nippon India Growth Fund Direct Growth
10495,Alkem Laboratories Ltd.,Healthcare,Equity,22814.68,Nippon India Growth Fund Direct Growth
10496,Fortis Healthcare Ltd.,Healthcare,Equity,22814.68,Nippon India Growth Fund Direct Growth
10504,Infosys Ltd.,Technology,Equity,18788.56,Nippon India Growth Fund Direct Growth
10513,LIC Housing Finance Ltd.,Financial,Equity,16104.48,Nippon India Growth Fund Direct Growth
10514,Cummins India Ltd.,Capital Goods,Equity,16104.48,Nippon India Growth Fund Direct Growth
10515,Bharat Electronics Ltd.,Capital Goods,Equity,16104.48,Nippon India Growth Fund Direct Growth
10516,Bank Of Baroda,Financial,Equity,16104.48,Nippon India Growth Fund Direct Growth
10517,Hindustan Petroleum Corporation Ltd.,Energy,Equity,14762.44,Nippon India Growth Fund Direct Growth
10526,Lupin Ltd.,Healthcare,Equity,13420.4,Nippon India Growth Fund Direct Growth
10532,Dixon Technologies (India) Ltd.,Capital Goods,Equity,10736.32,Nippon India Growth Fund Direct Growth
10556,Ultratech Cement Ltd.,Construction,Equity,6710.2,Nippon India Growth Fund Direct Growth
10557,Jubilant FoodWorks Ltd.,Services,Equity,6710.2,Nippon India Growth Fund Direct Growth
10569,HDFC Bank Ltd.,Financial,Equity,3740.973,HSBC Business Cycles Fund Direct Growth
10572,State Bank of India,Financial,Equity,2331.3309999999997,HSBC Business Cycles Fund Direct Growth
10573,Reliance Industries Ltd.,Energy,Equity,2006.029,HSBC Business Cycles Fund Direct Growth
10576,Housing Development Finance Corporation Ltd.,Financial,Equity,1680.727,HSBC Business Cycles Fund Direct Growth
10578,Ultratech Cement Ltd.,Construction,Equity,1518.0759999999998,HSBC Business Cycles Fund Direct Growth
10585,Canara Bank,Financial,Equity,1138.557,HSBC Business Cycles Fund Direct Growth
10589,Bharat Electronics Ltd.,Capital Goods,Equity,975.906,HSBC Business Cycles Fund Direct Growth
10591,Mahindra & Mahindra Ltd.,Automobile,Equity,867.472,HSBC Business Cycles Fund Direct Growth
10592,Blue Star Ltd.,Consumer Discretionary,Equity,813.2549999999999,HSBC Business Cycles Fund Direct Growth
10593,Kotak Mahindra Bank Ltd.,Financial,Equity,813.2549999999999,HSBC Business Cycles Fund Direct Growth
10594,Indusind Bank Ltd.,Financial,Equity,813.2549999999999,HSBC Business Cycles Fund Direct Growth
10596,AIA Engineering Ltd.,Metals & Mining,Equity,759.0379999999999,HSBC Business Cycles Fund Direct Growth
10603,Hindalco Industries Ltd.,Metals & Mining,Equity,596.3870000000001,HSBC Business Cycles Fund Direct Growth
10607,Bank Of Baroda,Financial,Equity,487.953,HSBC Business Cycles Fund Direct Growth
10615,HDFC Bank Ltd.,Financial,Equity,15891.855,HSBC Flexi Cap Fund Direct Growth
10616,Infosys Ltd.,Technology,Equity,14957.04,HSBC Flexi Cap Fund Direct Growth
10617,Reliance Industries Ltd.,Energy,Equity,14957.04,HSBC Flexi Cap Fund Direct Growth
10620,Housing Development Finance Corporation Ltd.,Financial,Equity,9348.15,HSBC Flexi Cap Fund Direct Growth
10621,Tata Consultancy Services Ltd.,Technology,Equity,9348.15,HSBC Flexi Cap Fund Direct Growth
10622,State Bank of India,Financial,Equity,7478.52,HSBC Flexi Cap Fund Direct Growth
10625,NTPC Ltd.,Energy,Equity,6232.1,HSBC Flexi Cap Fund Direct Growth
10629,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,5297.285,HSBC Flexi Cap Fund Direct Growth
10633,Kotak Mahindra Bank Ltd.,Financial,Equity,4674.075000000001,HSBC Flexi Cap Fund Direct Growth
10634,Maruti Suzuki India Ltd.,Automobile,Equity,4362.47,HSBC Flexi Cap Fund Direct Growth
10638,Ultratech Cement Ltd.,Construction,Equity,4050.865,HSBC Flexi Cap Fund Direct Growth
10639,SBI Life Insurance Company Ltd.,Insurance,Equity,3739.26,HSBC Flexi Cap Fund Direct Growth
10651,Mahindra & Mahindra Ltd.,Automobile,Equity,3116.05,HSBC Flexi Cap Fund Direct Growth
10652,Canara Bank,Financial,Equity,3116.05,HSBC Flexi Cap Fund Direct Growth
10657,Lupin Ltd.,Healthcare,Equity,2804.445,HSBC Flexi Cap Fund Direct Growth
10675,Bharat Electronics Ltd.,Capital Goods,Equity,1558.025,HSBC Flexi Cap Fund Direct Growth
10676,Hindalco Industries Ltd.,Metals & Mining,Equity,1558.025,HSBC Flexi Cap Fund Direct Growth
10685,Tech Mahindra Ltd.,Technology,Equity,934.815,HSBC Flexi Cap Fund Direct Growth
10686,Vardhman Textiles Ltd.,Textiles,Equity,934.815,HSBC Flexi Cap Fund Direct Growth
10700,The Federal Bank Ltd.,Financial,Equity,1536.418,Mahindra Manulife Small Cap Fund Direct Growth
10707,REC Ltd.,Financial,Equity,1240.953,Mahindra Manulife Small Cap Fund Direct Growth
10722,Blue Star Ltd.,Consumer Discretionary,Equity,886.395,Mahindra Manulife Small Cap Fund Direct Growth
10727,City Union Bank Ltd.,Financial,Equity,768.209,Mahindra Manulife Small Cap Fund Direct Growth
10736,Birlasoft Ltd.,Technology,Equity,590.93,Mahindra Manulife Small Cap Fund Direct Growth
10750,Cummins India Ltd.,Capital Goods,Equity,52496.5,Axis Midcap Direct Plan Growth
10759,HDFC Bank Ltd.,Financial,Equity,37497.5,Axis Midcap Direct Plan Growth
10765,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,31872.875,Axis Midcap Direct Plan Growth
10772,Fortis Healthcare Ltd.,Healthcare,Equity,26248.25,Axis Midcap Direct Plan Growth
10773,Alkem Laboratories Ltd.,Healthcare,Equity,26248.25,Axis Midcap Direct Plan Growth
10776,The Phoenix Mills Ltd.,Construction,Equity,24373.375,Axis Midcap Direct Plan Growth
10784,SKF India Ltd.,Capital Goods,Equity,16873.875,Axis Midcap Direct Plan Growth
10796,The Federal Bank Ltd.,Financial,Equity,9374.375,Axis Midcap Direct Plan Growth
10802,Jubilant FoodWorks Ltd.,Services,Equity,5624.625,Axis Midcap Direct Plan Growth
10806,City Union Bank Ltd.,Financial,Equity,1874.875,Axis Midcap Direct Plan Growth
10809,Cummins India Ltd.,Capital Goods,Equity,231.66,IIFL Quant Fund Direct Growth
10812,REC Ltd.,Financial,Equity,213.84,IIFL Quant Fund Direct Growth
10823,Bharat Electronics Ltd.,Capital Goods,Equity,172.26,IIFL Quant Fund Direct Growth
10827,SBI Life Insurance Company Ltd.,Insurance,Equity,166.32,IIFL Quant Fund Direct Growth
10833,LIC Housing Finance Ltd.,Financial,Equity,154.44,IIFL Quant Fund Direct Growth
10845,HDFC Bank Ltd.,Financial,Equity,46189.109,SBI Large & Midcap Fund Direct Plan Growth
10846,Infosys Ltd.,Technology,Equity,36361.639,SBI Large & Midcap Fund Direct Plan Growth
10848,State Bank of India,Financial,Equity,29482.409999999996,SBI Large & Midcap Fund Direct Plan Growth
10852,Reliance Industries Ltd.,Energy,Equity,25551.422,SBI Large & Midcap Fund Direct Plan Growth
10855,AIA Engineering Ltd.,Metals & Mining,Equity,21620.434,SBI Large & Midcap Fund Direct Plan Growth
10857,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,19654.94,SBI Large & Midcap Fund Direct Plan Growth
10858,Alkem Laboratories Ltd.,Healthcare,Equity,18672.193,SBI Large & Midcap Fund Direct Plan Growth
10867,Fortis Healthcare Ltd.,Healthcare,Equity,14741.204999999998,SBI Large & Midcap Fund Direct Plan Growth
10875,Bharat Forge Ltd.,Automobile,Equity,11792.963999999998,SBI Large & Midcap Fund Direct Plan Growth
10883,Housing Development Finance Corporation Ltd.,Financial,Equity,9827.47,SBI Large & Midcap Fund Direct Plan Growth
10890,Indian Oil Corporation Ltd.,Energy,Equity,8844.723,SBI Large & Midcap Fund Direct Plan Growth
10895,Equitas Small Finance Bank Ltd.,Financial,Equity,7861.976,SBI Large & Midcap Fund Direct Plan Growth
10901,Hindalco Industries Ltd.,Metals & Mining,Equity,3930.988,SBI Large & Midcap Fund Direct Plan Growth
10909,Reliance Industries Ltd.,Energy,Equity,47280.246,ICICI Prudential Business Cycle Fund Direct Growth
10912,Maruti Suzuki India Ltd.,Automobile,Equity,21215.495,ICICI Prudential Business Cycle Fund Direct Growth
10913,Hero Motocorp Ltd.,Automobile,Equity,18184.71,ICICI Prudential Business Cycle Fund Direct Growth
10914,Ultratech Cement Ltd.,Construction,Equity,15760.082,ICICI Prudential Business Cycle Fund Direct Growth
10916,Tech Mahindra Ltd.,Technology,Equity,15153.925,ICICI Prudential Business Cycle Fund Direct Growth
10917,Infosys Ltd.,Technology,Equity,15153.925,ICICI Prudential Business Cycle Fund Direct Growth
10919,Bharat Petroleum Corporation Ltd.,Energy,Equity,13941.611,ICICI Prudential Business Cycle Fund Direct Growth
10921,Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,13335.454,ICICI Prudential Business Cycle Fund Direct Growth
10922,SBI Life Insurance Company Ltd.,Insurance,Equity,13335.454,ICICI Prudential Business Cycle Fund Direct Growth
10923,Lupin Ltd.,Healthcare,Equity,13335.454,ICICI Prudential Business Cycle Fund Direct Growth
10924,Housing Development Finance Corporation Ltd.,Financial,Equity,12123.14,ICICI Prudential Business Cycle Fund Direct Growth
10925,HDFC Bank Ltd.,Financial,Equity,12123.14,ICICI Prudential Business Cycle Fund Direct Growth
10926,NTPC Ltd.,Energy,Equity,9092.355,ICICI Prudential Business Cycle Fund Direct Growth
10928,Cummins India Ltd.,Capital Goods,Equity,9092.355,ICICI Prudential Business Cycle Fund Direct Growth
10934,Grasim Industries Ltd.,Construction,Equity,6061.57,ICICI Prudential Business Cycle Fund Direct Growth
10937,Tata Consultancy Services Ltd.,Technology,Equity,4849.256,ICICI Prudential Business Cycle Fund Direct Growth
10938,Hindustan Petroleum Corporation Ltd.,Energy,Equity,4849.256,ICICI Prudential Business Cycle Fund Direct Growth
10939,LIC Housing Finance Ltd.,Financial,Equity,4243.098999999999,ICICI Prudential Business Cycle Fund Direct Growth
10945,Syngene International Ltd.,Healthcare,Equity,3030.785,ICICI Prudential Business Cycle Fund Direct Growth
10946,City Union Bank Ltd.,Financial,Equity,3030.785,ICICI Prudential Business Cycle Fund Direct Growth
10947,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,3030.785,ICICI Prudential Business Cycle Fund Direct Growth
10955,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2424.628,ICICI Prudential Business Cycle Fund Direct Growth
10958,Max Financial Services Ltd.,Financial,Equity,1818.471,ICICI Prudential Business Cycle Fund Direct Growth
10961,State Bank of India,Financial,Equity,1818.471,ICICI Prudential Business Cycle Fund Direct Growth
10975,Infosys Ltd.,Technology,Equity,32646.284,SBI Magnum Equity ESG Fund Direct Plan Growth
10976,Tata Consultancy Services Ltd.,Technology,Equity,31322.785999999996,SBI Magnum Equity ESG Fund Direct Plan Growth
10978,Housing Development Finance Corporation Ltd.,Financial,Equity,27793.458,SBI Magnum Equity ESG Fund Direct Plan Growth
10981,Ultratech Cement Ltd.,Construction,Equity,18087.805999999997,SBI Magnum Equity ESG Fund Direct Plan Growth
10982,State Bank of India,Financial,Equity,14558.478,SBI Magnum Equity ESG Fund Direct Plan Growth
10985,Maruti Suzuki India Ltd.,Automobile,Equity,13234.98,SBI Magnum Equity ESG Fund Direct Plan Growth
10986,Mahindra & Mahindra Ltd.,Automobile,Equity,13234.98,SBI Magnum Equity ESG Fund Direct Plan Growth
10989,Cummins India Ltd.,Capital Goods,Equity,11470.316,SBI Magnum Equity ESG Fund Direct Plan Growth
10990,HDFC Bank Ltd.,Financial,Equity,11470.316,SBI Magnum Equity ESG Fund Direct Plan Growth
10993,Kotak Mahindra Bank Ltd.,Financial,Equity,8823.32,SBI Magnum Equity ESG Fund Direct Plan Growth
10996,Hindalco Industries Ltd.,Metals & Mining,Equity,7940.988,SBI Magnum Equity ESG Fund Direct Plan Growth
11001,Jubilant FoodWorks Ltd.,Services,Equity,6176.324,SBI Magnum Equity ESG Fund Direct Plan Growth
11005,Tech Mahindra Ltd.,Technology,Equity,5735.158,SBI Magnum Equity ESG Fund Direct Plan Growth
11008,Reliance Industries Ltd.,Energy,Equity,5293.991999999999,SBI Magnum Equity ESG Fund Direct Plan Growth
11013,Ultratech Cement Ltd.,Construction,Equity,603.636,LIC MF Infrastructure Fund Direct Growth
11020,Reliance Industries Ltd.,Energy,Equity,320.10999999999996,LIC MF Infrastructure Fund Direct Growth
11022,Cummins India Ltd.,Capital Goods,Equity,292.67199999999997,LIC MF Infrastructure Fund Direct Growth
11025,Bharat Forge Ltd.,Automobile,Equity,283.526,LIC MF Infrastructure Fund Direct Growth
11032,Hindalco Industries Ltd.,Metals & Mining,Equity,210.358,LIC MF Infrastructure Fund Direct Growth
11033,SKF India Ltd.,Capital Goods,Equity,192.066,LIC MF Infrastructure Fund Direct Growth
11035,Bharat Electronics Ltd.,Capital Goods,Equity,146.33599999999998,LIC MF Infrastructure Fund Direct Growth
11040,NTPC Ltd.,Energy,Equity,91.46,LIC MF Infrastructure Fund Direct Growth
11047,HDFC Bank Ltd.,Financial,Equity,24466.668,HSBC ELSS Fund Direct Growth
11049,Reliance Industries Ltd.,Energy,Equity,16410.57,HSBC ELSS Fund Direct Growth
11053,Infosys Ltd.,Technology,Equity,10443.09,HSBC ELSS Fund Direct Growth
11054,Ultratech Cement Ltd.,Construction,Equity,10443.09,HSBC ELSS Fund Direct Growth
11057,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,8652.846,HSBC ELSS Fund Direct Growth
11061,Mahindra & Mahindra Ltd.,Automobile,Equity,6265.853999999999,HSBC ELSS Fund Direct Growth
11063,NTPC Ltd.,Energy,Equity,5967.48,HSBC ELSS Fund Direct Growth
11064,Bharat Electronics Ltd.,Capital Goods,Equity,5967.48,HSBC ELSS Fund Direct Growth
11066,Indusind Bank Ltd.,Financial,Equity,5669.106,HSBC ELSS Fund Direct Growth
11074,State Bank of India,Financial,Equity,3878.862,HSBC ELSS Fund Direct Growth
11075,Bank Of Baroda,Financial,Equity,3878.862,HSBC ELSS Fund Direct Growth
11086,Housing Development Finance Corporation Ltd.,Financial,Equity,2685.366,HSBC ELSS Fund Direct Growth
11089,Blue Star Ltd.,Consumer Discretionary,Equity,2088.618,HSBC ELSS Fund Direct Growth
11093,Tata Consultancy Services Ltd.,Technology,Equity,596.7479999999999,HSBC ELSS Fund Direct Growth
11094,Canara Bank,Financial,Equity,453.986,JM Midcap Fund Direct Growth
11095,Equitas Small Finance Bank Ltd.,Financial,Equity,453.986,JM Midcap Fund Direct Growth
11097,The Federal Bank Ltd.,Financial,Equity,370.357,JM Midcap Fund Direct Growth
11099,Blue Star Ltd.,Consumer Discretionary,Equity,370.357,JM Midcap Fund Direct Growth
11103,Jubilant FoodWorks Ltd.,Services,Equity,358.40999999999997,JM Midcap Fund Direct Growth
11104,The Phoenix Mills Ltd.,Construction,Equity,334.51599999999996,JM Midcap Fund Direct Growth
11105,One97 Communications Ltd.,Services,Equity,322.569,JM Midcap Fund Direct Growth
11106,Fortis Healthcare Ltd.,Healthcare,Equity,322.569,JM Midcap Fund Direct Growth
11110,Bharat Forge Ltd.,Automobile,Equity,298.675,JM Midcap Fund Direct Growth
11113,REC Ltd.,Financial,Equity,286.728,JM Midcap Fund Direct Growth
11117,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,262.834,JM Midcap Fund Direct Growth
11118,Cummins India Ltd.,Capital Goods,Equity,250.887,JM Midcap Fund Direct Growth
11123,Birlasoft Ltd.,Technology,Equity,226.993,JM Midcap Fund Direct Growth
11129,Hindustan Petroleum Corporation Ltd.,Energy,Equity,179.20499999999998,JM Midcap Fund Direct Growth
11132,Bharat Electronics Ltd.,Capital Goods,Equity,167.25799999999998,JM Midcap Fund Direct Growth
11134,Alkem Laboratories Ltd.,Healthcare,Equity,143.364,JM Midcap Fund Direct Growth
11166,AIA Engineering Ltd.,Metals & Mining,Equity,12835.146,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11168,The Federal Bank Ltd.,Financial,Equity,10470.777,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11171,Cummins India Ltd.,Capital Goods,Equity,9119.709,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11173,Fortis Healthcare Ltd.,Healthcare,Equity,8781.942000000001,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11175,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,8106.407999999999,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11176,Cholamandalam Financial Holdings Ltd.,Financial,Equity,7768.641,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11179,The Phoenix Mills Ltd.,Construction,Equity,7768.641,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11183,Bharat Forge Ltd.,Automobile,Equity,6079.8060000000005,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11185,Bharat Electronics Ltd.,Capital Goods,Equity,5742.039,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11188,Max Financial Services Ltd.,Financial,Equity,5404.272000000001,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11209,Lupin Ltd.,Healthcare,Equity,2702.1360000000004,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11211,Birlasoft Ltd.,Technology,Equity,2364.3689999999997,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11216,Jubilant FoodWorks Ltd.,Services,Equity,2026.602,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11221,Indusind Bank Ltd.,Financial,Equity,1688.835,Aditya Birla Sun Life Mid Cap Direct Fund Growth
11243,HDFC Bank Ltd.,Financial,Equity,11576.292,Kotak Business Cycle Fund Direct Growth
11245,Infosys Ltd.,Technology,Equity,10017.945,Kotak Business Cycle Fund Direct Growth
11248,Maruti Suzuki India Ltd.,Automobile,Equity,7123.872,Kotak Business Cycle Fund Direct Growth
11249,Ultratech Cement Ltd.,Construction,Equity,6678.63,Kotak Business Cycle Fund Direct Growth
11251,Reliance Industries Ltd.,Energy,Equity,5788.146000000001,Kotak Business Cycle Fund Direct Growth
11256,Cummins India Ltd.,Capital Goods,Equity,5342.9039999999995,Kotak Business Cycle Fund Direct Growth
11258,Mahindra & Mahindra Ltd.,Automobile,Equity,4897.662,Kotak Business Cycle Fund Direct Growth
11259,Bharat Forge Ltd.,Automobile,Equity,4897.662,Kotak Business Cycle Fund Direct Growth
11260,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,4675.041,Kotak Business Cycle Fund Direct Growth
11269,State Bank of India,Financial,Equity,4007.178,Kotak Business Cycle Fund Direct Growth
11270,SKF India Ltd.,Capital Goods,Equity,3784.557,Kotak Business Cycle Fund Direct Growth
11271,Blue Star Ltd.,Consumer Discretionary,Equity,3561.936,Kotak Business Cycle Fund Direct Growth
11280,Indusind Bank Ltd.,Financial,Equity,2448.831,Kotak Business Cycle Fund Direct Growth
11282,Dixon Technologies (India) Ltd.,Capital Goods,Equity,2226.21,Kotak Business Cycle Fund Direct Growth
11286,Jubilant FoodWorks Ltd.,Services,Equity,2003.589,Kotak Business Cycle Fund Direct Growth
11308,Blue Star Ltd.,Consumer Discretionary,Equity,10476.026,ICICI Prudential Smallcap Fund Direct Plan Growth
11317,Cholamandalam Financial Holdings Ltd.,Financial,Equity,9047.477,ICICI Prudential Smallcap Fund Direct Plan Growth
11319,Birlasoft Ltd.,Technology,Equity,8095.111,ICICI Prudential Smallcap Fund Direct Plan Growth
11322,Syngene International Ltd.,Healthcare,Equity,7618.928,ICICI Prudential Smallcap Fund Direct Plan Growth
11323,Dixon Technologies (India) Ltd.,Capital Goods,Equity,7618.928,ICICI Prudential Smallcap Fund Direct Plan Growth
11337,Equitas Small Finance Bank Ltd.,Financial,Equity,4761.83,ICICI Prudential Smallcap Fund Direct Plan Growth
11353,The Federal Bank Ltd.,Financial,Equity,3723.768000000001,Canara Robeco Mid Cap Fund Direct Growth
11359,AIA Engineering Ltd.,Metals & Mining,Equity,2999.702,Canara Robeco Mid Cap Fund Direct Growth
11364,HDFC Bank Ltd.,Financial,Equity,2689.3880000000004,Canara Robeco Mid Cap Fund Direct Growth
11377,Bharat Forge Ltd.,Automobile,Equity,2172.1980000000003,Canara Robeco Mid Cap Fund Direct Growth
11379,Bharat Electronics Ltd.,Capital Goods,Equity,2172.1980000000003,Canara Robeco Mid Cap Fund Direct Growth
11397,NTPC Ltd.,Energy,Equity,6333.764999999999,Franklin Build India Direct Fund Growth
11400,Reliance Industries Ltd.,Energy,Equity,5616.735,Franklin Build India Direct Fund Growth
11406,State Bank of India,Financial,Equity,3107.13,Franklin Build India Direct Fund Growth
11411,Bharat Forge Ltd.,Automobile,Equity,2509.605,Franklin Build India Direct Fund Growth
11412,Cummins India Ltd.,Capital Goods,Equity,2509.605,Franklin Build India Direct Fund Growth
11413,Ultratech Cement Ltd.,Construction,Equity,2390.1,Franklin Build India Direct Fund Growth
11417,Maruti Suzuki India Ltd.,Automobile,Equity,2031.585,Franklin Build India Direct Fund Growth
11425,Bharat Electronics Ltd.,Capital Goods,Equity,1434.06,Franklin Build India Direct Fund Growth
11432,HDFC Bank Ltd.,Financial,Equity,4242.367,Bank of India Tax Advantage Direct Growth
11433,State Bank of India,Financial,Equity,4033.726,Bank of India Tax Advantage Direct Growth
11434,Canara Bank,Financial,Equity,2573.239,Bank of India Tax Advantage Direct Growth
11435,NTPC Ltd.,Energy,Equity,2225.5040000000004,Bank of India Tax Advantage Direct Growth
11436,Reliance Industries Ltd.,Energy,Equity,2086.41,Bank of India Tax Advantage Direct Growth
11445,Bank Of Baroda,Financial,Equity,1390.94,Bank of India Tax Advantage Direct Growth
11447,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1390.94,Bank of India Tax Advantage Direct Growth
11448,Ultratech Cement Ltd.,Construction,Equity,1321.393,Bank of India Tax Advantage Direct Growth
11449,Tata Consultancy Services Ltd.,Technology,Equity,1251.846,Bank of India Tax Advantage Direct Growth
11451,Kotak Mahindra Bank Ltd.,Financial,Equity,1251.846,Bank of India Tax Advantage Direct Growth
11459,Infosys Ltd.,Technology,Equity,973.658,Bank of India Tax Advantage Direct Growth
11468,Power Finance Corporation Ltd.,Financial,Equity,765.017,Bank of India Tax Advantage Direct Growth
11471,Mahindra & Mahindra Ltd.,Automobile,Equity,695.47,Bank of India Tax Advantage Direct Growth
11479,SBI Life Insurance Company Ltd.,Insurance,Equity,486.829,Bank of India Tax Advantage Direct Growth
11481,The Phoenix Mills Ltd.,Construction,Equity,347.735,Bank of India Tax Advantage Direct Growth
11489,HDFC Bank Ltd.,Financial,Equity,9099.49,HSBC Large and Mid Cap Fund Direct Growth
11490,Reliance Industries Ltd.,Energy,Equity,8308.230000000001,HSBC Large and Mid Cap Fund Direct Growth
11495,Ultratech Cement Ltd.,Construction,Equity,5934.450000000001,HSBC Large and Mid Cap Fund Direct Growth
11498,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,5538.82,HSBC Large and Mid Cap Fund Direct Growth
11502,The Federal Bank Ltd.,Financial,Equity,3956.3,HSBC Large and Mid Cap Fund Direct Growth
11504,Infosys Ltd.,Technology,Equity,3758.485,HSBC Large and Mid Cap Fund Direct Growth
11507,Mahindra & Mahindra Ltd.,Automobile,Equity,3362.855,HSBC Large and Mid Cap Fund Direct Growth
11511,The Phoenix Mills Ltd.,Construction,Equity,3165.0400000000004,HSBC Large and Mid Cap Fund Direct Growth
11515,Bharat Electronics Ltd.,Capital Goods,Equity,2967.2250000000004,HSBC Large and Mid Cap Fund Direct Growth
11518,NTPC Ltd.,Energy,Equity,2967.2250000000004,HSBC Large and Mid Cap Fund Direct Growth
11526,Indusind Bank Ltd.,Financial,Equity,2373.78,HSBC Large and Mid Cap Fund Direct Growth
11528,Canara Bank,Financial,Equity,2175.965,HSBC Large and Mid Cap Fund Direct Growth
11535,State Bank of India,Financial,Equity,1780.335,HSBC Large and Mid Cap Fund Direct Growth
11539,Blue Star Ltd.,Consumer Discretionary,Equity,1186.89,HSBC Large and Mid Cap Fund Direct Growth
11540,Housing Development Finance Corporation Ltd.,Financial,Equity,1186.89,HSBC Large and Mid Cap Fund Direct Growth
11552,Maruti Suzuki India Ltd.,Automobile,Equity,1568.576,Bandhan Transportation and Logistics Fund Direct Growth
11554,Mahindra & Mahindra Ltd.,Automobile,Equity,1274.468,Bandhan Transportation and Logistics Fund Direct Growth
11556,Hero Motocorp Ltd.,Automobile,Equity,1176.432,Bandhan Transportation and Logistics Fund Direct Growth
11565,Bharat Forge Ltd.,Automobile,Equity,588.216,Bandhan Transportation and Logistics Fund Direct Growth
11583,Infosys Ltd.,Technology,Equity,84826.27200000001,Aditya Birla Sun Life Digital India Fund Direct Growth
11584,Tata Consultancy Services Ltd.,Technology,Equity,36495.024,Aditya Birla Sun Life Digital India Fund Direct Growth
11587,Tech Mahindra Ltd.,Technology,Equity,23343.664,Aditya Birla Sun Life Digital India Fund Direct Growth
11591,Birlasoft Ltd.,Technology,Equity,7890.816,Aditya Birla Sun Life Digital India Fund Direct Growth
11597,One97 Communications Ltd.,Services,Equity,3616.624,Aditya Birla Sun Life Digital India Fund Direct Growth
11618,HDFC Bank Ltd.,Financial,Equity,281.52,Quantum India ESG Equity Fund Direct Growth
11619,Housing Development Finance Corporation Ltd.,Financial,Equity,275.40000000000003,Quantum India ESG Equity Fund Direct Growth
11620,Tata Consultancy Services Ltd.,Technology,Equity,275.40000000000003,Quantum India ESG Equity Fund Direct Growth
11622,Infosys Ltd.,Technology,Equity,232.56,Quantum India ESG Equity Fund Direct Growth
11629,Kotak Mahindra Bank Ltd.,Financial,Equity,189.72000000000003,Quantum India ESG Equity Fund Direct Growth
11632,Syngene International Ltd.,Healthcare,Equity,140.76,Quantum India ESG Equity Fund Direct Growth
11634,Maruti Suzuki India Ltd.,Automobile,Equity,134.64,Quantum India ESG Equity Fund Direct Growth
11638,Indusind Bank Ltd.,Financial,Equity,116.28,Quantum India ESG Equity Fund Direct Growth
11641,Tech Mahindra Ltd.,Technology,Equity,110.16,Quantum India ESG Equity Fund Direct Growth
11644,Mahindra & Mahindra Ltd.,Automobile,Equity,104.04,Quantum India ESG Equity Fund Direct Growth
11646,Hero Motocorp Ltd.,Automobile,Equity,91.8,Quantum India ESG Equity Fund Direct Growth
11664,Cummins India Ltd.,Capital Goods,Equity,15943.569999999998,Edelweiss Mid Cap Direct Plan Growth
11665,The Federal Bank Ltd.,Financial,Equity,13068.5,Edelweiss Mid Cap Direct Plan Growth
