0,1,2,3,4,5,6,7
1,Alfa Transformers Ltd.,2.19,2.19,2.19,2.19,2.19,0.41
2,Astra Microwave Products Ltd.,3.87,3.87,3.87,3.87,3.87,83.39
3,Premier Explosives Ltd.,3.16,2.72,2.64,2.55,1.85,8.44
4,United Interactive Ltd.,2.06,2.06,2.06,-,2.06,0.21
