0,1,2,3,4,5,6,7
1,Deccan Cements Ltd.,1.02,1.02,1.02,-,1.02,6.35
2,Kama Holdings Ltd.,4.81,4.81,4.81,4.81,4.81,378.56
3,Nalwa Sons Investments Ltd.,3.56,3.56,3.56,3.56,3.56,39.43
4,Uflex Ltd.,4.00,4.21,4.08,3.67,3.67,97.90
5,Consolidated Finvest & Holdings Ltd.,-,-,-,1.20,-,0
