0,1,2,3,4,5,6,7
1,Austin Engineering Company Ltd.,1.09,1.09,-,-,Filing Due,0
2,Epic Energy Ltd.,3.82,3.82,2.17,2.17,Filing Due,0.12
3,Innocorp Ltd.,1.46,1.34,1.34,1.34,Filing Due,0.07
4,Photoquip (India) Ltd.,1.73,1.73,-,-,Filing Due,0
5,Sanco Trans Ltd.,-,-,-,-,Filing Due,0
6,Uniroyal Industries Ltd.,1.21,1.21,1.21,1.21,Filing Due,0.14
7,Zenith Fibres Ltd.,1.74,1.74,1.74,1.74,Filing Due,0.47
8,Riba Textiles Ltd.,1.54,1.54,1.67,1.67,Filing Due,0.60
9,Choksi Laboratories Ltd.,-,1.63,1.63,1.63,Filing Due,0.39
10,Libas Consumer Products Ltd.,-,-,-,-,1.01,0.30
