0,1,2,3,4,5,6,7
1,AF Enterprises Ltd.,3.10,2.74,-,-,Filing Due,0
2,Decorous Investment & Trading Co Ltd.,4.93,4.93,4.93,4.93,Filing Due,
3,Roto Pumps Ltd.,1.18,1.20,1.20,1.21,Filing Due,11.02
4,Sturdy Industries Ltd.,0.23,0.23,0.23,-,Filing Due,0
5,Universal Auto Foundry Ltd.,10.78,10.78,10.78,7.61,6.37,11.98
6,Goyal Aluminiums Ltd.,1.61,-,1.61,1.61,Filing Due,8.05
