0,1,2,3,4,5,6,7
1,Apcotex Industries Ltd.,0.48,0.48,0.48,0.48,0.48,12.05
2,Care Ratings Ltd.,1.18,1.18,1.18,1.18,1.18,22.67
3,Indian Energy Exchange Ltd.,1.47,1.47,1.47,1.47,1.47,197.73
