0,1,2,3,4,5,6,7
1,Archit Organosys Ltd.,-,-,-,-,Filing Due,0
2,Austin Engineering Company Ltd.,4.99,4.99,4.67,3.48,Filing Due,1.93
3,Ceenik Exports (India) Ltd.,1.99,1.99,1.99,1.99,Filing Due,0.07
4,Choksi Laboratories Ltd.,3.30,4.21,4.35,4.35,Filing Due,1.04
5,Conart Engineers Ltd.,1.65,1.30,1.30,-,Filing Due,0
6,Continental Petroleums Ltd.,3.74,3.74,3.74,3.74,Filing Due,1.00
7,D&H India Ltd.,2.49,2.48,-,-,Filing Due,0
8,Eimco Elecon (India) Ltd.,1.31,1.21,1.18,1.11,Filing Due,2.37
9,Epic Energy Ltd.,1.92,1.92,1.92,1.92,Filing Due,0.10
10,Harish Textile Engineers Ltd.,1.34,1.34,1.34,1.34,Filing Due,0.15
11,Innovative Tech Pack Ltd.,1.20,1.13,1.11,1.11,Filing Due,0.38
12,Jasch Industries Ltd.,1.71,1.35,1.04,-,-,0
13,Kamdhenu Ltd.,1.38,1.47,1.46,-,Filing Due,0
14,Kovilpatti Lakshmi Roller Flour Mills Ltd.,1.34,1.34,1.31,-,Filing Due,0
15,Kuwer Industries Ltd.,1.52,1.52,1.52,1.52,Filing Due,0.10
16,Parnax Lab Ltd.,-,-,-,-,Filing Due,0
17,Pee Cee Cosma Sope Ltd.,1.12,1.09,1.09,1.07,Filing Due,0.29
18,Photoquip (India) Ltd.,2.82,2.82,2.82,2.66,Filing Due,0.21
19,Prima Plastics Ltd.,1.93,1.93,1.93,1.93,Filing Due,2.18
20,Rama Vision Ltd.,2.46,2.46,2.33,2.21,Filing Due,0.89
21,Rapicut Carbides Ltd.,1.14,1.14,-,-,Filing Due,0
22,Raunaq EPC International Ltd.,1.29,1.29,1.29,1.29,Filing Due,0.11
23,Rishi Techtex Ltd.,3.64,3.64,3.84,3.86,Filing Due,0.56
24,Savera Industries Ltd.,1.21,1.21,1.21,1.21,Filing Due,0.82
25,Seven Hill Industries Ltd.,1.27,1.27,1.27,1.27,Filing Due,0.09
26,Sterling Green Woods Ltd.,3.92,3.92,3.92,4.04,Filing Due,0.56
27,Sunil Healthcare Ltd.,1.46,-,-,-,Filing Due,0
28,TAAL Enterprises Ltd.,2.20,2.03,1.99,2.06,Filing Due,10.99
29,Unjha Formulations Ltd.,1.15,1.15,1.15,1.15,Filing Due,0.07
30,Vikram Thermo (India) Ltd.,2.24,-,-,-,Filing Due,0
31,Virat Crane Industries Ltd.,-,-,-,1.08,Filing Due,0.65
32,Zenith Fibres Ltd.,4.40,4.40,4.40,4.40,Filing Due,1.20
33,B&A Packaging India Ltd.,1.23,1.37,-,1.39,1.39,1.23
34,Hanman Fit Ltd.,1.20,-,1.20,-,Filing Due,0
35,Linc Ltd.,2.16,2.30,2.30,2.38,Filing Due,21.00
36,Maestros Electronics & Telecommunications Systems Ltd.,-,2.77,2.79,2.53,Filing Due,0.66
37,Riba Textiles Ltd.,1.96,1.96,1.96,1.96,Filing Due,0.71
38,Sheetal Cool Products Ltd.,1.63,-,-,-,Filing Due,0
39,Shivalik Bimetal Controls Ltd.,1.02,1.02,1.02,1.02,Filing Due,30.42
40,The Byke Hospitality Ltd.,1.12,-,-,-,Filing Due,0
41,International Travel House Ltd.,1.46,1.84,1.95,1.94,Filing Due,3.60
42,Cupid Ltd.,1.05,-,-,1.67,Filing Due,5.89
43,Gujarat Terce Laboratories Ltd.,1.88,1.49,1.49,1.49,Filing Due,0.20
44,Keerthi Industries Ltd.,1.54,1.67,1.84,1.91,Filing Due,2.08
45,Lincoln Pharmaceuticals Ltd.,1.07,1.31,1.33,1.33,Filing Due,9.79
46,Medi-Caps Ltd.,-,1.22,1.62,1.94,Filing Due,0.87
47,Fiberweb (India) Ltd.,-,-,1.71,1.81,Filing Due,1.79
48,Kothari Fermentation & Biochem Ltd.,-,-,1.72,2.08,Filing Due,1.34
49,Archies Ltd.,-,-,-,1.15,Filing Due,0.77
50,IZMO Ltd.,-,-,-,1.27,Filing Due,2.12
51,Libas Consumer Products Ltd.,-,-,-,-,1.04,0.31
