0,1,2,3,4,5,6,7
1,Atul Auto Ltd.,1.47,1.47,1.47,1.47,1.47,14.31
2,Cera Sanitaryware Ltd.,-,1.00,1.02,1.02,-,0
3,Elecon Engineering Company Ltd.,1.16,1.19,1.85,1.94,1.94,87.71
4,Heritage Foods Ltd.,1.13,1.13,1.13,1.13,1.13,18.26
5,Lykis Ltd.,9.33,9.33,9.33,2.71,-,0
6,Mahindra Holidays & Resorts India Ltd.,1.02,1.02,1.02,1.02,1.02,56.83
7,Neuland Laboratories Ltd.,1.01,1.01,1.01,1.01,1.01,26.68
8,Panasonic Energy India Company Ltd.,1.24,1.24,1.24,1.24,1.24,2.12
9,Ramco Systems Ltd.,2.60,2.35,1.95,1.62,1.44,10.89
10,Repro India Ltd.,7.09,7.09,7.09,7.09,7.08,35.36
11,Sudarshan Chemical Industries Ltd.,1.44,1.44,1.44,1.44,1.44,41.62
12,Tejas Networks Ltd.,3.42,3.40,2.57,2.56,2.29,236.74
13,Vaibhav Global Ltd.,1.85,1.86,1.95,1.95,1.95,96.98
14,Affordable Robotic & Automation Ltd.,-,14.15,-,12.25,Filing Due,38.99
15,Innovators Facade Systems Ltd.,10.66,10.66,10.66,10.66,10.66,17.50
16,Talbros Automotive Components Ltd.,2.27,2.27,2.27,2.27,1.31,7.06
17,Siyaram Silk Mills Ltd.,-,-,-,-,1.07,21.94
