0,1,2,3,4,5,6,7
1,Alps Motor Finance Ltd.,10.06,10.06,10.06,10.06,Filing Due,0.45
2,CFSL Ltd.,14.60,14.60,14.60,14.60,14.60,1.56
3,Gold Line International Finvest Ltd.,1.28,1.28,-,1.28,Filing Due,0.33
4,Inceptum Enterprises Ltd.,1.22,1.22,-,1.22,Filing Due,0.03
5,Superior Industrial Enterprises Ltd.,1.08,1.08,1.08,1.08,Filing Due,0.67
6,Transglobe Foods Ltd.,4.71,4.71,4.71,4.71,Filing Due,0.05
