0,1,2,3,4,5,6,7
1,Bengal Tea & Fabrics Ltd.,1.06,1.06,1.06,1.06,-,0
2,Flex Foods Ltd.,1.95,2.08,2.11,2.11,2.11,2.40
3,Hit Kit Global Solutions Ltd.,2.93,2.93,2.93,2.93,2.93,0.08
4,Maral Overseas Ltd.,-,1.01,-,1.01,1.05,2.37
5,Omax Autos Ltd.,2.86,2.86,2.86,-,-,0
6,PBM Polytex Ltd.,2.39,2.43,2.52,2.40,2.34,1.46
7,Star Paper Mills Ltd.,1.29,1.29,1.34,1.34,1.34,3.23
8,Ginni Filaments Ltd.,1.10,-,-,-,-,0
9,Kallam Textiles Ltd.,-,1.10,-,-,-,0
