0,1,2,3
uti-small-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
uti-small-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
uti-small-cap-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
uti-small-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
tata-business-cycle-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
tata-business-cycle-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
tata-business-cycle-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
tata-business-cycle-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
tata-business-cycle-fund-direct-growth,Wipro Ltd.,Technology,7.4
tata-business-cycle-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
tata-business-cycle-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
tata-business-cycle-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
tata-business-cycle-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
tata-business-cycle-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
hsbc-mid-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
hsbc-mid-cap-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
hsbc-mid-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
hsbc-mid-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
hsbc-mid-cap-fund-direct-growth,Wipro Ltd.,Technology,7.4
hsbc-mid-cap-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
hsbc-mid-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
hsbc-mid-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
hsbc-mid-cap-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
hsbc-mid-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
aditya-birla-sun-life-business-cycle-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
aditya-birla-sun-life-business-cycle-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
aditya-birla-sun-life-business-cycle-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
aditya-birla-sun-life-business-cycle-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
aditya-birla-sun-life-business-cycle-fund-direct-growth,Wipro Ltd.,Technology,7.4
aditya-birla-sun-life-business-cycle-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
aditya-birla-sun-life-business-cycle-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
aditya-birla-sun-life-business-cycle-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
aditya-birla-sun-life-business-cycle-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
aditya-birla-sun-life-business-cycle-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
axis-multicap-fund-direct-growth-c,ICICI Bank Ltd.,Financial,6.7
axis-multicap-fund-direct-growth-c,Infosys Ltd.,Technology,6.3
axis-multicap-fund-direct-growth-c,HDFC Bank Ltd.,Financial,5.0
axis-multicap-fund-direct-growth-c,Axis Bank Ltd.,Financial,3.7
axis-multicap-fund-direct-growth-c,Tech Mahindra Ltd.,Technology,3.4
axis-multicap-fund-direct-growth-c,Persistent Systems Ltd.,Technology,3.1
axis-multicap-fund-direct-growth-c,Bajaj Finance Ltd.,Financial,3.0
axis-multicap-fund-direct-growth-c,Birlasoft Ltd.,Technology,2.9
axis-multicap-fund-direct-growth-c,Avenue Supermarts Ltd.,Services,2.8
axis-multicap-fund-direct-growth-c,Mphasis Ltd.,Technology,2.6
samco-flexi-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
samco-flexi-cap-fund-direct-growth,Infosys Ltd.,Technology,6.3
samco-flexi-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
samco-flexi-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
samco-flexi-cap-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
samco-flexi-cap-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
samco-flexi-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
samco-flexi-cap-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
samco-flexi-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
samco-flexi-cap-fund-direct-growth,Mphasis Ltd.,Technology,2.6
sbi-multicap-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
sbi-multicap-fund-direct-growth,Infosys Ltd.,Technology,6.3
sbi-multicap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
sbi-multicap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
sbi-multicap-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
sbi-multicap-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
sbi-multicap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
sbi-multicap-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
sbi-multicap-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
sbi-multicap-fund-direct-growth,Mphasis Ltd.,Technology,2.6
nippon-india-taiwan-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
nippon-india-taiwan-equity-fund-direct-growth,Infosys Ltd.,Technology,6.3
nippon-india-taiwan-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
nippon-india-taiwan-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
nippon-india-taiwan-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
nippon-india-taiwan-equity-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
nippon-india-taiwan-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
nippon-india-taiwan-equity-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
nippon-india-taiwan-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
nippon-india-taiwan-equity-fund-direct-growth,Mphasis Ltd.,Technology,2.6
hsbc-focused-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
hsbc-focused-equity-fund-direct-growth,Infosys Ltd.,Technology,6.3
hsbc-focused-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
hsbc-focused-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
hsbc-focused-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
hsbc-focused-equity-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
hsbc-focused-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
hsbc-focused-equity-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
hsbc-focused-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
hsbc-focused-equity-fund-direct-growth,Mphasis Ltd.,Technology,2.6
kotak-esg-opportunities-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
kotak-esg-opportunities-fund-direct-growth,Infosys Ltd.,Technology,6.3
kotak-esg-opportunities-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
kotak-esg-opportunities-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
kotak-esg-opportunities-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
kotak-esg-opportunities-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
kotak-esg-opportunities-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
kotak-esg-opportunities-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
kotak-esg-opportunities-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
kotak-esg-opportunities-fund-direct-growth,Mphasis Ltd.,Technology,2.6
iifl-quant-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
iifl-quant-fund-direct-growth,Infosys Ltd.,Technology,6.3
iifl-quant-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
iifl-quant-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
iifl-quant-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
iifl-quant-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
iifl-quant-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
iifl-quant-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
iifl-quant-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
iifl-quant-fund-direct-growth,Mphasis Ltd.,Technology,2.6
kotak-focused-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
kotak-focused-equity-fund-direct-growth,Infosys Ltd.,Technology,6.3
kotak-focused-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
kotak-focused-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
kotak-focused-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
kotak-focused-equity-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
kotak-focused-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
kotak-focused-equity-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
kotak-focused-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
kotak-focused-equity-fund-direct-growth,Mphasis Ltd.,Technology,2.6
tata-quant-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
tata-quant-fund-direct-growth,Infosys Ltd.,Technology,6.3
tata-quant-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
tata-quant-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
tata-quant-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
tata-quant-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
tata-quant-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
tata-quant-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
tata-quant-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
tata-quant-fund-direct-growth,Mphasis Ltd.,Technology,2.6
dsp-quant-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
dsp-quant-fund-direct-growth,Infosys Ltd.,Technology,6.3
dsp-quant-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
dsp-quant-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
dsp-quant-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
dsp-quant-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
dsp-quant-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
dsp-quant-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
dsp-quant-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
dsp-quant-fund-direct-growth,Mphasis Ltd.,Technology,2.6
motilal-oswal-large-and-midcap-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
motilal-oswal-large-and-midcap-fund-direct-growth,Infosys Ltd.,Technology,6.3
motilal-oswal-large-and-midcap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
motilal-oswal-large-and-midcap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
motilal-oswal-large-and-midcap-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
motilal-oswal-large-and-midcap-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
motilal-oswal-large-and-midcap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
motilal-oswal-large-and-midcap-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
motilal-oswal-large-and-midcap-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
motilal-oswal-large-and-midcap-fund-direct-growth,Mphasis Ltd.,Technology,2.6
iti-long-term-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
iti-long-term-equity-fund-direct-growth,Infosys Ltd.,Technology,6.3
iti-long-term-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
iti-long-term-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
iti-long-term-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
iti-long-term-equity-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
iti-long-term-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
iti-long-term-equity-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
iti-long-term-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
iti-long-term-equity-fund-direct-growth,Mphasis Ltd.,Technology,2.6
boi-axa-multi-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
boi-axa-multi-cap-fund-direct-growth,Infosys Ltd.,Technology,6.3
boi-axa-multi-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
boi-axa-multi-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
boi-axa-multi-cap-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
boi-axa-multi-cap-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
boi-axa-multi-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
boi-axa-multi-cap-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
boi-axa-multi-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
boi-axa-multi-cap-fund-direct-growth,Mphasis Ltd.,Technology,2.6
quant-esg-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
quant-esg-equity-fund-direct-growth,Infosys Ltd.,Technology,6.3
quant-esg-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
quant-esg-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
quant-esg-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
quant-esg-equity-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
quant-esg-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
quant-esg-equity-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
quant-esg-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
quant-esg-equity-fund-direct-growth,Mphasis Ltd.,Technology,2.6
hdfc-dividend-yield-fund-direct-growth,ICICI Bank Ltd.,Financial,6.7
hdfc-dividend-yield-fund-direct-growth,Infosys Ltd.,Technology,6.3
hdfc-dividend-yield-fund-direct-growth,HDFC Bank Ltd.,Financial,5.0
hdfc-dividend-yield-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
hdfc-dividend-yield-fund-direct-growth,Tech Mahindra Ltd.,Technology,3.4
hdfc-dividend-yield-fund-direct-growth,Persistent Systems Ltd.,Technology,3.1
hdfc-dividend-yield-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.0
hdfc-dividend-yield-fund-direct-growth,Birlasoft Ltd.,Technology,2.9
hdfc-dividend-yield-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
hdfc-dividend-yield-fund-direct-growth,Mphasis Ltd.,Technology,2.6
invesco-india-esg-equity-fund-direct-growth,Infosys Ltd.,Technology,9.3
invesco-india-esg-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
invesco-india-esg-equity-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
invesco-india-esg-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
invesco-india-esg-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
invesco-india-esg-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
invesco-india-esg-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
invesco-india-esg-equity-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
invesco-india-esg-equity-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
invesco-india-esg-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
hdfc-banking-financial-services-fund-direct-growth,Infosys Ltd.,Technology,9.3
hdfc-banking-financial-services-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
hdfc-banking-financial-services-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
hdfc-banking-financial-services-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
hdfc-banking-financial-services-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
hdfc-banking-financial-services-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
hdfc-banking-financial-services-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
hdfc-banking-financial-services-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
hdfc-banking-financial-services-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
hdfc-banking-financial-services-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
axis-value-fund-direct-growth,Infosys Ltd.,Technology,9.3
axis-value-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
axis-value-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
axis-value-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
axis-value-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
axis-value-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
axis-value-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
axis-value-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
axis-value-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
axis-value-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
kotak-multicap-fund-direct-growth,Infosys Ltd.,Technology,9.3
kotak-multicap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
kotak-multicap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
kotak-multicap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
kotak-multicap-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
kotak-multicap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
kotak-multicap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
kotak-multicap-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
kotak-multicap-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
kotak-multicap-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
hdfc-multi-cap-fund-direct-growth,Infosys Ltd.,Technology,9.3
hdfc-multi-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
hdfc-multi-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
hdfc-multi-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
hdfc-multi-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
hdfc-multi-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
hdfc-multi-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
hdfc-multi-cap-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
hdfc-multi-cap-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
hdfc-multi-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
icici-prudential-housing-opportunities-fund-direct-growth,Infosys Ltd.,Technology,9.3
icici-prudential-housing-opportunities-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
icici-prudential-housing-opportunities-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
icici-prudential-housing-opportunities-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
icici-prudential-housing-opportunities-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
icici-prudential-housing-opportunities-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
icici-prudential-housing-opportunities-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
icici-prudential-housing-opportunities-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
icici-prudential-housing-opportunities-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
icici-prudential-housing-opportunities-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
baroda-large-mid-cap-fund-direct-growth,Infosys Ltd.,Technology,9.3
baroda-large-mid-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
baroda-large-mid-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
baroda-large-mid-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
baroda-large-mid-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
baroda-large-mid-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
baroda-large-mid-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,3.6
baroda-large-mid-cap-fund-direct-growth,Titan Company Ltd.,Consumer Discretionary,3.5
baroda-large-mid-cap-fund-direct-growth,Divi's Laboratories Ltd.,Healthcare,3.4
baroda-large-mid-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,3.2
iti-large-cap-fund-direct-growth,Infosys Ltd.,Technology,9.3
iti-large-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,6.1
iti-large-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,5.7
iti-large-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.2
iti-large-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,4.8
iti-large-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
