0,1,2,3,4,5,6,7
1,Bannari Amman Spinning Mills Ltd.,4.72,4.72,4.72,4.72,4.72,12.67
2,Bannari Amman Sugars Ltd.,-,4.52,4.52,4.52,Filing Due,160.00
3,Finolex Industries Ltd.,4.47,4.47,-,4.47,Filing Due,472.06
4,Jamna Auto Industries Ltd.,1.76,1.38,-,-,Filing Due,0
5,Rane Engine Valve Ltd.,2.02,2.02,2.02,2.02,Filing Due,3.09
6,Themis Medicare Ltd.,4.89,4.89,4.89,4.89,Filing Due,57.57
7,Arihant Capital Markets Ltd.,3.89,3.89,3.89,3.89,Filing Due,16.14
8,Asahi India Glass Ltd.,-,-,3.91,3.91,Filing Due,434.70
9,The Hi-Tech Gears Ltd.,-,-,7.36,-,Filing Due,0
