0,1,2,3,4,5,6,7
1,APL Apollo Tubes Ltd.,0.14,0.14,0.14,0.13,Filing Due,43.20
2,Apollo Pipes Ltd.,1.23,1.23,1.23,1.23,Filing Due,26.00
3,Jagran Prakashan Ltd.,0.02,0.02,0.02,0.02,0.02,0.31
4,KMG Milk Food Ltd.,1.54,1.54,1.54,1.54,Filing Due,0.34
5,Paragon Finance Ltd.,15.07,15.07,15.07,15.07,Filing Due,1.77
6,Prakash Woollen & Synthetic Mills Ltd.,1.18,1.18,1.18,1.18,Filing Due,0.28
7,Roto Pumps Ltd.,5.41,5.41,5.41,5.41,Filing Due,49.29
8,CSL Finance Ltd.,5.79,5.79,5.79,5.79,Filing Due,25.53
9,Sanco Industries Ltd.,-,21.30,-,-,Filing Due,0
