0,1,2,3,4,5,6,7
1,Finolex Industries Ltd.,1.21,1.21,1.21,-,1.21,127.78
2,Kartik Investments Trust Ltd.,2.54,-,-,-,-,0
3,Rane Engine Valve Ltd.,2.02,2.02,2.02,2.02,2.02,3.09
4,Asahi India Glass Ltd.,-,-,-,2.47,2.47,274.61
5,The Hi-Tech Gears Ltd.,-,-,-,3.31,-,0
