0,1,2,3,4,5,6,7
1,Jayshree Chemicals Ltd.,3.25,3.25,3.25,3.25,Filing Due,0.56
2,Kandagiri Spinning Mills Ltd.,1.86,1.86,1.86,1.86,Filing Due,0.13
3,Sambandam Spinning Mills Ltd.,2.79,2.79,2.79,2.79,2.79,1.59
4,Somany Ceramics Ltd.,1.04,1.04,1.04,1.57,Filing Due,31.32
5,Talbros Automotive Components Ltd.,1.16,1.16,1.16,1.16,Filing Due,6.25
6,AGI Greenpac Ltd.,-,-,-,1.51,Filing Due,35.45
