0,1,2,3,4,5,6,7
1,Lehar Footwears Ltd.,2.56,2.56,2.56,2.56,2.56,3.13
2,Rich Universe Network Ltd.,1.65,1.65,1.65,1.65,1.65,0.05
3,Shyam Metalics And Energy Ltd.,0.01,0.01,0.01,0.01,0.01,0.70
4,Tamilnadu Steel Tubes Ltd.,0.12,0.12,0.12,0.12,0.12,0.01
5,Thirdwave Financial Intermediaries Ltd.,4.53,4.53,4.53,4.53,4.53,0.25
6,Worldwide Aluminium Ltd.,0.01,0.01,0.01,0.01,0.01,0.00
7,Classic Leasing & Finance Ltd.,-,2.85,2.85,2.85,2.85,0.08
8,Rishab Special Yarns Ltd.,-,-,-,-,22.28,
