,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,12.6%
1,ICICI Bank Ltd.,Financial,Equity,11.4%
2,Axis Bank Ltd.,Financial,Equity,9.6%
3,State Bank of India,Financial,Equity,8.7%
4,Housing Development Finance Corporation Ltd.,Financial,Equity,6.0%
5,Indusind Bank Ltd.,Financial,Equity,4.5%
6,Equitas Small Finance Bank Ltd.,Financial,Equity,4.1%
7,SBI Cards And Payment Services Ltd.,Financial,Equity,4.1%
8,LIC Housing Finance Ltd.,Financial,Equity,3.5%
9,SBI Life Insurance Company Ltd.,Insurance,Equity,3.0%
10,The Federal Bank Ltd.,Financial,Equity,2.9%
11,Max Financial Services Ltd.,Financial,Equity,2.7%
12,Bandhan Bank Ltd.,Financial,Equity,2.6%
13,Angel One Ltd.,Financial,Equity,2.3%
14,UTI Asset Management Company Ltd.,Financial,Equity,2.2%
15,HDFC Life Insurance Co Ltd.,Insurance,Equity,2.1%
16,Bank Of Baroda,Financial,Equity,2.1%
17,Cholamandalam Financial Holdings Ltd.,Financial,Equity,2.1%
18,CreditAccess Grameen Ltd.,Financial,Equity,2.0%
19,Power Finance Corporation Ltd.,Financial,Equity,1.8%
20,Canara Bank,Financial,Equity,1.6%
21,RBL Bank Ltd.,Financial,Equity,1.3%
22,Bajaj Finance Ltd.,Financial,Equity,1.1%
23,KFin Technologies Ltd.,Financial,Equity,1.0%
24,Muthoot Finance Ltd.,Financial,Equity,0.8%
25,Sundaram Finance Ltd.,Financial,Equity,0.7%
26,Housing Development Finance Corporation Ltd.,Financial,Warrant,0.6%
