,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,9.6%
1,State Bank of India,Financial,Equity,8.6%
2,HDFC Bank Ltd.,Financial,Equity,8.0%
3,Reliance Industries Ltd.,Energy,Equity,6.8%
4,Larsen & Toubro Ltd.,Construction,Equity,5.7%
5,Infosys Ltd.,Technology,Equity,5.2%
6,Bharti Airtel Ltd.,Communication,Equity,4.5%
7,Axis Bank Ltd.,Financial,Equity,3.9%
8,Tech Mahindra Ltd.,Technology,Equity,3.4%
9,Thermax Ltd.,Capital Goods,Equity,2.9%
10,Varun Beverages Ltd.,Consumer Staples,Equity,2.8%
11,Power Grid Corporation Of India Ltd.,Energy,Equity,2.7%
12,Hindustan Unilever Ltd.,Consumer Staples,Equity,2.6%
13,Cipla Ltd.,Healthcare,Equity,2.4%
14,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.4%
15,SBI Life Insurance Company Ltd.,Insurance,Equity,2.4%
16,PI Industries Ltd.,Chemicals,Equity,2.3%
17,Bharat Forge Ltd.,Automobile,Equity,2.3%
18,Ultratech Cement Ltd.,Construction,Equity,2.2%
19,Maruti Suzuki India Ltd.,Automobile,Equity,2.1%
20,DLF Ltd.,Construction,Equity,2.0%
21,Indusind Bank Ltd.,Financial,Equity,1.8%
22,Eicher Motors Ltd.,Automobile,Equity,1.7%
23,Hindalco Industries Ltd.,Metals & Mining,Equity,1.7%
24,Polycab India Ltd.,Capital Goods,Equity,1.5%
25,Ashok Leyland Ltd.,Automobile,Equity,1.5%
26,ACC Ltd.,Construction,Equity,1.2%
27,Bharat Heavy Electricals Ltd.,Capital Goods,Equity,1.2%
28,Craftsman Automation Ltd.,Automobile,Equity,0.3%
29,Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.2%
