,Name,Sector,Instrument,Assets
0,Larsen & Toubro Ltd.,Construction,Equity,9.4%
1,HDFC Bank Ltd.,Financial,Equity,7.5%
2,ICICI Bank Ltd.,Financial,Equity,7.1%
3,NTPC Ltd.,Energy,Equity,6.7%
4,Axis Bank Ltd.,Financial,Equity,6.2%
5,Ultratech Cement Ltd.,Construction,Equity,5.9%
6,Grasim Industries Ltd.,Construction,Equity,4.8%
7,Tata Steel Ltd.,Metals & Mining,Equity,4.8%
8,Embassy Office Parks REIT,Construction,REITs,4.2%
9,State Bank of India,Financial,Equity,3.2%
10,Housing Development Finance Corporation Ltd.,Financial,Equity,2.6%
11,Kotak Mahindra Bank Ltd.,Financial,Equity,2.6%
12,Havells India Ltd.,Capital Goods,Equity,2.0%
13,Reserve Bank of India,Financial,T-Bills,1.8%
14,Orient Electric Ltd.,Consumer Discretionary,Equity,1.8%
15,Oberoi Realty Ltd.,Construction,Equity,1.8%
16,Life Insurance Corporation of India,Insurance,Equity,1.5%
17,Asian Paints Ltd.,Chemicals,Equity,1.4%
18,SJVN Ltd.,Energy,Equity,1.4%
19,Symphony Ltd.,Consumer Discretionary,Equity,1.3%
20,La Opala RG Ltd.,Construction,Equity,1.3%
21,Voltas Ltd.,Consumer Discretionary,Equity,1.3%
22,NHPC Ltd.,Energy,Equity,1.3%
23,The Federal Bank Ltd.,Financial,Equity,1.2%
24,LIC Housing Finance Ltd.,Financial,Equity,1.2%
25,Ambuja Cements Ltd.,Construction,Equity,1.2%
26,Birla Corporation Ltd.,Construction,Equity,1.2%
27,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.1%
28,ACC Ltd.,Construction,Equity,1.0%
29,V-Guard Industries Ltd.,Consumer Discretionary,Equity,0.9%
30,Amber Enterprises India Ltd.,Consumer Discretionary,Equity,0.9%
31,Bajaj Electricals Ltd.,Consumer Discretionary,Equity,0.9%
32,Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.7%
33,Nuvoco Vistas Corporation Ltd.,Construction,Equity,0.6%
34,Indraprastha Gas Ltd.,Energy,Equity,0.4%
35,Reserve Bank of India,Financial,T-Bills,0.4%
36,Finolex Cables Ltd.,Capital Goods,Equity,0.3%
