,Name,Sector,Instrument,Assets
0,Karur Vysya Bank Ltd.,Financial,Equity,2.7%
1,Carborundum Universal Ltd.,Metals & Mining,Equity,2.5%
2,Brigade Enterprises Ltd.,Construction,Equity,2.2%
3,Timken India Ltd.,Capital Goods,Equity,2.1%
4,Cera Sanitaryware Ltd.,Construction,Equity,2.0%
5,Tube Investments Of India Ltd.,Automobile,Equity,2.0%
6,KPIT Technologies Ltd.,Technology,Equity,1.9%
7,Chalet Hotels Ltd.,Services,Equity,1.9%
8,APL Apollo Tubes Ltd.,Metals & Mining,Equity,1.8%
9,Krishna Institute of Medical Sciences Ltd,Healthcare,Equity,1.7%
10,VIP Industries Ltd.,Chemicals,Equity,1.7%
11,Suven Pharmaceuticals Ltd.,Healthcare,Equity,1.7%
12,CreditAccess Grameen Ltd.,Financial,Equity,1.7%
13,Can Fin Homes Ltd.,Financial,Equity,1.6%
14,360 One Wam Ltd,Financial,Equity,1.6%
15,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1.6%
16,MTAR Technologies Ltd.,Capital Goods,Equity,1.5%
17,eClerx Services Ltd.,Services,Equity,1.5%
18,Cholamandalam Financial Holdings Ltd.,Financial,Equity,1.5%
19,Persistent Systems Ltd.,Technology,Equity,1.5%
20,Praj Industries Ltd.,Capital Goods,Equity,1.5%
21,Computer Age Management Services Ltd.,Services,Equity,1.5%
22,Prince Pipes and Fittings Ltd.,Chemicals,Equity,1.4%
23,Navin Fluorine International Ltd.,Chemicals,Equity,1.4%
24,Metro Brands Ltd.,Consumer Staples,Equity,1.4%
25,Firstsource Solutions Ltd.,Services,Equity,1.4%
26,KNR Constructions Ltd.,Construction,Equity,1.4%
27,Coforge Ltd.,Technology,Equity,1.4%
28,Narayana Hrudayalaya Ltd.,Healthcare,Equity,1.4%
29,Vardhman Textiles Ltd.,Textiles,Equity,1.4%
30,Equitas Small Finance Bank Ltd.,Financial,Equity,1.3%
31,TeamLease Services Ltd.,Services,Equity,1.3%
32,Greenpanel Industries Ltd.,Consumer Staples,Equity,1.3%
33,City Union Bank Ltd.,Financial,Equity,1.3%
34,La Opala RG Ltd.,Construction,Equity,1.3%
35,Affle (India) Ltd.,Technology,Equity,1.3%
36,JK Cement Ltd.,Construction,Equity,1.3%
37,Mahindra CIE Automotive Ltd.,Metals & Mining,Equity,1.3%
38,Ratnamani Metals & Tubes Ltd.,Metals & Mining,Equity,1.3%
39,Techno Electric & Engineering Company Ltd.,Capital Goods,Equity,1.2%
40,Multi Commodity Exchange Of India Ltd.,Services,Equity,1.2%
41,Indiamart Intermesh Ltd.,Services,Equity,1.2%
42,Asahi India Glass Ltd.,Construction,Equity,1.2%
43,Route Mobile Ltd.,Technology,Equity,1.1%
44,RHI Magnesita India Ltd.,Construction,Equity,1.1%
45,KEC International Ltd.,Capital Goods,Equity,1.1%
46,Kajaria Ceramics Ltd.,Construction,Equity,1.1%
47,Grindwell Norton Ltd.,Metals & Mining,Equity,1.1%
48,Eris Lifesciences Ltd.,Healthcare,Equity,1.1%
49,Orient Electric Ltd.,Consumer Discretionary,Equity,1.0%
50,Rossari Biotech Ltd.,Chemicals,Equity,1.0%
51,Dixon Technologies (India) Ltd.,Capital Goods,Equity,1.0%
52,Jamna Auto Industries Ltd.,Automobile,Equity,1.0%
53,DCB Bank Ltd.,Financial,Equity,1.0%
54,Indoco Remedies Ltd.,Healthcare,Equity,0.9%
55,Hawkins Cookers Ltd.,Consumer Discretionary,Equity,0.9%
56,TD Power Systems Ltd.,Capital Goods,Equity,0.9%
57,V-Mart Retail Ltd.,Services,Equity,0.9%
58,Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.9%
59,Fine Organic Industries Ltd.,Chemicals,Equity,0.9%
60,Nesco Ltd.,Construction,Equity,0.8%
61,Mahindra Logistics Ltd.,Services,Equity,0.8%
62,Aarti Industries Ltd.,Chemicals,Equity,0.8%
63,Subros Ltd.,Automobile,Equity,0.8%
64,Metropolis Healthcare Ltd.,Healthcare,Equity,0.8%
65,Coromandel International Ltd.,Chemicals,Equity,0.8%
66,Ami Organics Ltd.,Healthcare,Equity,0.8%
67,Astec Lifesciences Ltd.,Chemicals,Equity,0.8%
68,TCI Express Ltd.,Services,Equity,0.8%
69,ISGEC Heavy Engineering Ltd.,Capital Goods,Equity,0.7%
70,Escorts Kubota Ltd.,Automobile,Equity,0.7%
71,Johnson Controls - Hitachi Air Conditioning India Ltd.,Consumer Discretionary,Equity,0.7%
72,Sheela Foam Ltd.,Consumer Discretionary,Equity,0.6%
73,KFin Technologies Ltd.,Financial,Equity,0.6%
74,Avanti Feeds Ltd.,Consumer Staples,Equity,0.6%
75,Birlasoft Ltd.,Technology,Equity,0.5%
76,Harsha Engineers International Ltd.,Capital Goods,Equity,0.2%
77,MOIL Ltd.,Metals & Mining,Equity,0.2%
78,Reserve Bank of India,Financial,T-Bills,0.1%
79,Aarti Pharmalabs Ltd.,Services,Equity,0.1%
