,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,5.9%
1,HDFC Bank Ltd.,Financial,Equity,5.9%
2,Reliance Industries Ltd.,Energy,Equity,3.9%
3,Infosys Ltd.,Technology,Equity,3.8%
4,Housing Development Finance Corporation Ltd.,Financial,Equity,2.4%
5,Kotak Mahindra Bank Ltd.,Financial,Equity,2.4%
6,PB Fintech Ltd.,Services,Equity,2.3%
7,Larsen & Toubro Ltd.,Construction,Equity,2.2%
8,United Breweries Ltd.,Consumer Staples,Equity,2.2%
9,Dalmia Bharat Ltd.,Construction,Equity,2.1%
10,Max Healthcare Institute Ltd.,Healthcare,Equity,2.1%
11,The Federal Bank Ltd.,Financial,Equity,2.0%
12,HCL Technologies Ltd.,Technology,Equity,1.9%
13,Ashok Leyland Ltd.,Automobile,Equity,1.9%
14,Motherson Sumi Wiring India Ltd.,Automobile,Equity,1.9%
15,AU Small Finance Bank Ltd.,Financial,Equity,1.8%
16,Hindustan Unilever Ltd.,Consumer Staples,Equity,1.8%
17,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.7%
18,Zomato Ltd.,Services,Equity,1.7%
19,Delhivery Ltd.,Services,Equity,1.7%
20,Zee Entertainment Enterprises Ltd.,Services,Equity,1.7%
21,Maruti Suzuki India Ltd.,Automobile,Equity,1.6%
22,Power Grid Corporation Of India Ltd.,Energy,Equity,1.6%
23,State Bank of India,Financial,Equity,1.6%
24,Colgate-Palmolive (India) Ltd.,Consumer Staples,Equity,1.5%
25,Bharti Airtel Ltd.,Communication,Equity,1.5%
26,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.4%
27,Tata Consultancy Services Ltd.,Technology,Equity,1.4%
28,LIC Housing Finance Ltd.,Financial,Equity,1.4%
29,Mphasis Ltd.,Technology,Equity,1.3%
30,Alkem Laboratories Ltd.,Healthcare,Equity,1.3%
31,Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.3%
32,Dabur India Ltd.,Consumer Staples,Equity,1.3%
33,Tata Steel Ltd.,Metals & Mining,Equity,1.3%
34,Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.3%
35,Endurance Technologies Ltd.,Automobile,Equity,1.2%
36,Torrent Pharmaceuticals Ltd.,Healthcare,Equity,1.2%
37,Voltas Ltd.,Consumer Discretionary,Equity,1.1%
38,Jubilant FoodWorks Ltd.,Services,Equity,1.1%
39,Nippon Life India Asset Management Ltd.,Financial,Equity,1.1%
40,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.1%
41,Hindalco Industries Ltd.,Metals & Mining,Equity,1.0%
42,HDFC Life Insurance Co Ltd.,Insurance,Equity,1.0%
43,Gland Pharma Ltd.,Healthcare,Equity,1.0%
44,Tata Motors Ltd.,Automobile,Equity,1.0%
45,Deepak Nitrite Ltd.,Chemicals,Equity,0.9%
46,Ultratech Cement Ltd.,Construction,Equity,0.9%
47,Balkrishna Industries Ltd.,Automobile,Equity,0.8%
48,ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,0.8%
49,Laurus Labs Ltd.,Healthcare,Equity,0.8%
50,Marico Ltd.,Consumer Staples,Equity,0.8%
51,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.7%
52,SBI Life Insurance Company Ltd.,Insurance,Equity,0.7%
53,Bajaj Finserv Ltd.,Financial,Equity,0.7%
54,Cipla Ltd.,Healthcare,Equity,0.7%
55,Aditya Birla Fashion and Retail Ltd.,Services,Equity,0.7%
56,Cummins India Ltd.,Capital Goods,Equity,0.6%
57,Interglobe Aviation Ltd.,Services,Equity,0.6%
58,Freshworks Inc.,Technology,Forgn. Eq,0.6%
59,SBI Cards And Payment Services Ltd.,Financial,Equity,0.6%
60,Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,0.5%
61,Cognizant Technology Solutions Corp.,Technology,Forgn. Eq,0.5%
62,One97 Communications Ltd.,Services,Equity,0.4%
63,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,0.4%
64,Samvardhana Motherson International Ltd.,Automobile,Equity,0.2%
