,Name,Sector,Instrument,Assets
0,Nestle India Ltd.,Consumer Staples,Equity,8.8%
1,Avenue Supermarts Ltd.,Services,Equity,7.7%
2,Bajaj Finance Ltd.,Financial,Equity,6.7%
3,Tata Consultancy Services Ltd.,Technology,Equity,6.4%
4,Info Edge (India) Ltd.,Services,Equity,5.6%
5,Torrent Power Ltd.,Energy,Equity,5.0%
6,Housing Development Finance Corporation Ltd.,Financial,Equity,4.9%
7,Kotak Mahindra Bank Ltd.,Financial,Equity,4.8%
8,ICICI Bank Ltd.,Financial,Equity,4.8%
9,HDFC Bank Ltd.,Financial,Equity,4.4%
10,Infosys Ltd.,Technology,Equity,2.4%
11,Tech Mahindra Ltd.,Technology,Equity,1.7%
12,Tata Elxsi Ltd.,Technology,Equity,1.7%
13,Microsoft Corportion (US),Technology,Forgn. Eq,1.6%
14,Go Fashion (India) Ltd.,Services,Equity,1.6%
15,Symphony Ltd.,Consumer Discretionary,Equity,1.3%
16,Coforge Ltd.,Technology,Equity,1.2%
17,Tata Consumer Products Ltd.,Consumer Staples,Equity,1.1%
18,Alphabet Inc Class A,Services,Forgn. Eq,1.0%
19,Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.0%
20,Schneider Elect Se,Capital Goods,Forgn. Eq,1.0%
21,Rainbow Children's Medicare Ltd.,Healthcare,Equity,0.9%
22,Booking Holdings Inc,Services,Forgn. Eq,0.9%
23,Vedant Fashions Ltd.,Services,Equity,0.9%
24,Texas Instruments Inc. (US),Capital Goods,Forgn. Eq,0.8%
25,Thermo Fisher Scientific Inc.,Healthcare,Forgn. Eq,0.8%
26,AstraZeneca PLC,Healthcare,Forgn. Eq,0.8%
27,DBS Group Holdings Ltd. (Singapore),Financial,ADS/ADR,0.8%
28,ASML Holding N.V.,Capital Goods,ADS/ADR,0.8%
29,Inditex-Unspon Adr,Textiles,ADS/ADR,0.8%
30,AIA Group (Hongkong),Financial,Forgn. Eq,0.7%
31,RELX PLC,Services,Forgn. Eq,0.7%
32,Raia Drogasil,Healthcare,Forgn. Eq,0.7%
33,Toronto Dominion Bank,Financial,Forgn. Eq,0.7%
34,Bunzl PLC,Services,Forgn. Eq,0.7%
35,United Health Group Inc.,Healthcare,Forgn. Eq,0.7%
36,Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,ADS/ADR,0.7%
37,Anthem Inc.,Healthcare,Forgn. Eq,0.7%
38,Vestas Wind Systems A/S (Denmark),Others,ADS/ADR,0.6%
39,Adobe Systems Inc. (USA),Technology,Forgn. Eq,0.6%
40,Mastercard Inc,Financial,Forgn. Eq,0.6%
41,Recruit Holdings Co. Ltd.,Diversified,ADS/ADR,0.6%
42,Visa Inc,Financial,Forgn. Eq,0.6%
43,Unilever PLC,Consumer Staples,Forgn. Eq,0.6%
44,Roche Holding AG Gen (UK),Financial,ADS/ADR,0.6%
45,Nestle S. A (Switzerland),Consumer Staples,ADS/ADR,0.5%
46,Salesforce Com.,Technology,Forgn. Eq,0.5%
47,Reckitt Benckiser Pl (UK),Others,Forgn. Eq,0.5%
48,Greggs PLC,Services,Forgn. Eq,0.4%
49,Dexcom Inc,Healthcare,Forgn. Eq,0.4%
50,Lonza Group Ag,Capital Goods,ADS/ADR,0.4%
51,City Union Bank Ltd.,Financial,Equity,0.4%
52,Deckers Outdoor Corporation,Consumer Staples,Forgn. Eq,0.4%
53,Spirax-Sarco Engineering PLC,Capital Goods,Forgn. Eq,0.4%
54,Kingfisher PLC,Consumer Discretionary,Forgn. Eq,0.3%
55,Husqvarna AB,Consumer Staples,Forgn. Eq,0.2%
56,Norsk Hydro As,Metals & Mining,Forgn. Eq,0.1%
57,Oak Street Health Inc,Healthcare,Forgn. Eq,0.1%
