,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,5.7%
1,HDFC Bank Ltd.,Financial,Equity,4.7%
2,Infosys Ltd.,Technology,Equity,3.7%
3,ITC Ltd.,Consumer Staples,Equity,3.2%
4,State Bank of India,Financial,Equity,3.0%
5,Axis Bank Ltd.,Financial,Equity,3.0%
6,Page Industries Ltd.,Textiles,Equity,2.8%
7,The Indian Hotels Company Ltd.,Services,Equity,2.7%
8,Reliance Industries Ltd.,Energy,Equity,2.6%
9,Divi's Laboratories Ltd.,Healthcare,Equity,2.4%
10,Ingersoll-Rand (India) Ltd.,Capital Goods,Equity,2.3%
11,AIA Engineering Ltd.,Metals & Mining,Equity,2.2%
12,ACC Ltd.,Construction,Equity,2.2%
13,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.0%
14,Alkem Laboratories Ltd.,Healthcare,Equity,1.9%
15,Bharti Airtel Ltd.,Communication,Equity,1.8%
16,UNO Minda Ltd.,Automobile,Equity,1.7%
17,Emami Ltd.,Consumer Staples,Equity,1.7%
18,Max Healthcare Institute Ltd.,Healthcare,Equity,1.7%
19,Nuvoco Vistas Corporation Ltd.,Construction,Equity,1.6%
20,ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.6%
21,Ashok Leyland Ltd.,Automobile,Equity,1.6%
22,Abbott India Ltd.,Healthcare,Equity,1.5%
23,Fortis Healthcare Ltd.,Healthcare,Equity,1.5%
24,Tube Investments Of India Ltd.,Automobile,Equity,1.5%
25,HDFC Asset Management Company Ltd.,Financial,Equity,1.4%
26,Voltas Ltd.,Consumer Discretionary,Equity,1.2%
27,Hindustan Unilever Ltd.,Consumer Staples,Equity,1.2%
28,Triveni Turbine Ltd.,Capital Goods,Equity,1.2%
29,Timken India Ltd.,Capital Goods,Equity,1.2%
30,Container Corporation Of India Ltd.,Services,Equity,1.2%
31,Bharat Forge Ltd.,Automobile,Equity,1.2%
32,GR Infraprojects Ltd.,Construction,Equity,1.1%
33,Jindal Steel & Power Ltd.,Metals & Mining,Equity,1.1%
34,Muthoot Finance Ltd.,Financial,Equity,1.1%
35,Delhivery Ltd.,Services,Equity,1.1%
36,Tega Industries Ltd.,Metals & Mining,Equity,1.1%
37,Relaxo Footwears Ltd.,Consumer Staples,Equity,1.0%
38,HDFC Life Insurance Co Ltd.,Insurance,Equity,1.0%
39,Housing Development Finance Corporation Ltd.,Financial,Equity,1.0%
40,Torrent Power Ltd.,Energy,Equity,1.0%
41,Privi Speciality Chemicals Ltd.,Chemicals,Equity,1.0%
42,Motherson Sumi Wiring India Ltd.,Automobile,Equity,1.0%
43,United Breweries Ltd.,Consumer Staples,Equity,0.9%
44,FSN E-Commerce Ventures Ltd.,Services,Equity,0.9%
45,Neogen Chemicals Ltd.,Chemicals,Equity,0.9%
46,Indian Oil Corporation Ltd.,Energy,Equity,0.9%
47,Sheela Foam Ltd.,Consumer Discretionary,Equity,0.8%
48,HCL Technologies Ltd.,Technology,Equity,0.8%
49,Ganesha Ecosphere Ltd.,Textiles,Equity,0.8%
50,Lemon Tree Hotels Ltd.,Services,Equity,0.8%
51,Equitas Small Finance Bank Ltd.,Financial,Equity,0.8%
52,Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.7%
53,ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,0.6%
54,Andhra Paper Ltd.,Consumer Staples,Equity,0.6%
55,United Spirits Ltd.,Consumer Staples,Equity,0.6%
56,Control Print Ltd.,Capital Goods,Equity,0.4%
57,Hindalco Industries Ltd.,Metals & Mining,Equity,0.4%
58,Bandhan Bank Ltd.,Financial,Equity,0.4%
59,Hatsun Agro Product Ltd.,Consumer Staples,Equity,0.4%
60,NMDC Ltd.,Metals & Mining,Equity,0.3%
61,Britannia Industries Ltd.,Consumer Staples,Equity,0.3%
62,NMDC Steel Ltd.,Metals & Mining,Equity,0.2%
63,Solar Industries India Ltd.,Chemicals,Equity,0.1%
