,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,11.0%
1,ICICI Bank Ltd.,Financial,Equity,9.2%
2,Reliance Industries Ltd.,Energy,Equity,8.1%
3,Infosys Ltd.,Technology,Equity,7.1%
4,Axis Bank Ltd.,Financial,Equity,5.0%
5,Bharti Airtel Ltd.,Communication,Equity,3.6%
6,Housing Development Finance Corporation Ltd.,Financial,Equity,3.3%
7,State Bank of India,Financial,Equity,3.2%
8,Larsen & Toubro Ltd.,Construction,Equity,3.0%
9,Maruti Suzuki India Ltd.,Automobile,Equity,2.7%
10,Hindustan Unilever Ltd.,Consumer Staples,Equity,2.7%
11,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.5%
12,Tata Consultancy Services Ltd.,Technology,Equity,2.4%
13,HCL Technologies Ltd.,Technology,Equity,2.3%
14,ITC Ltd.,Consumer Staples,Equity,2.2%
15,SBI Cards And Payment Services Ltd.,Financial,Equity,1.5%
16,Titan Company Ltd.,Consumer Discretionary,Equity,1.5%
17,NTPC Ltd.,Energy,Equity,1.4%
18,Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.2%
19,Ashok Leyland Ltd.,Automobile,Equity,1.1%
20,Kajaria Ceramics Ltd.,Construction,Equity,1.1%
21,Havells India Ltd.,Capital Goods,Equity,1.1%
22,One97 Communications Ltd.,Services,Equity,1.1%
23,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.0%
24,Tata Steel Ltd.,Metals & Mining,Equity,1.0%
25,Indian Energy Exchange Ltd.,Services,Equity,0.8%
26,Max Financial Services Ltd.,Financial,Equity,0.8%
27,Krishna Institute of Medical Sciences Ltd,Healthcare,Equity,0.8%
28,FSN E-Commerce Ventures Ltd.,Services,Equity,0.8%
29,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.8%
30,Jubilant FoodWorks Ltd.,Services,Equity,0.8%
31,Gland Pharma Ltd.,Healthcare,Equity,0.8%
32,Zomato Ltd.,Services,Equity,0.8%
33,PI Industries Ltd.,Chemicals,Equity,0.7%
34,Muthoot Finance Ltd.,Financial,Equity,0.7%
35,Avenue Supermarts Ltd.,Services,Equity,0.7%
36,National Aluminium Company Ltd.,Metals & Mining,Equity,0.7%
37,SBI Life Insurance Company Ltd.,Insurance,Equity,0.6%
38,Bharat Electronics Ltd.,Capital Goods,Equity,0.6%
39,Eicher Motors Ltd.,Automobile,Equity,0.6%
40,Voltas Ltd.,Consumer Discretionary,Equity,0.6%
41,Nuvoco Vistas Corporation Ltd.,Construction,Equity,0.6%
42,EPL Ltd.,Chemicals,Equity,0.6%
43,Torrent Pharmaceuticals Ltd.,Healthcare,Equity,0.5%
44,Ultratech Cement Ltd.,Construction,Equity,0.5%
45,Mphasis Ltd.,Technology,Equity,0.5%
46,Vinati Organics Ltd.,Chemicals,Equity,0.5%
47,Biocon Ltd.,Healthcare,Equity,0.5%
48,Britannia Industries Ltd.,Consumer Staples,Equity,0.4%
49,Ambuja Cements Ltd.,Construction,Equity,0.4%
50,TVS Motor Company Ltd.,Automobile,Equity,0.4%
51,Hindustan Petroleum Corporation Ltd.,Energy,Equity,0.4%
52,Chemplast Sanmar Ltd.,Chemicals,Equity,0.4%
53,Kotak Mahindra Bank Ltd.,Financial,Equity,0.4%
54,Bank Of Baroda,Financial,Equity,0.4%
55,Dabur India Ltd.,Consumer Staples,Equity,0.3%
56,Ajanta Pharma Ltd.,Healthcare,Equity,0.2%
57,HDFC Life Insurance Co Ltd.,Insurance,Equity,0.2%
