,Name,Sector,Instrument,Assets
0,Reliance Industries Ltd.,Energy,Equity,10.0%
1,HDFC Bank Ltd.,Financial,Equity,10.0%
2,State Bank of India,Financial,Equity,7.9%
3,NTPC Ltd.,Energy,Equity,5.2%
4,IRB Infrastructure Developers Ltd.,Construction,Equity,4.8%
5,HFCL Ltd.,Communication,Equity,4.7%
6,Punjab National Bank,Financial,Equity,4.2%
7,Arvind Smartspaces Ltd.,Construction,Equity,3.5%
8,The Indian Hotels Company Ltd.,Services,Equity,3.2%
9,Larsen & Toubro Ltd.,Construction,Equity,3.2%
10,Wipro Ltd.,Technology,Equity,3.1%
11,Best Agrolife Ltd.,Chemicals,Equity,2.9%
12,Rashtriya Chemicals and Fertilizers Ltd.,Chemicals,Equity,2.5%
13,Strides Pharma Science Ltd.,Healthcare,Equity,2.4%
14,Hindustan Copper Ltd.,Metals & Mining,Equity,2.3%
15,Union Bank of India,Financial,Equity,2.2%
16,Keystone Realtors Ltd,Construction,Equity,2.1%
17,Aegis Logistics Ltd.,Services,Equity,2.1%
18,RBL Bank Ltd.,Financial,Equity,1.8%
19,Just Dial Ltd.,Services,Equity,1.7%
20,Oriental Hotels Ltd.,Services,Equity,1.6%
21,Jindal Stainless Ltd.,Metals & Mining,Equity,1.5%
22,Network 18 Media & Investments Ltd.,Services,Equity,1.5%
23,Coal India Ltd.,Energy,Equity,1.4%
24,Rama Steel Tubes Ltd.,Metals & Mining,Equity,1.4%
25,Hindalco Industries Ltd.,Metals & Mining,Equity,1.1%
26,Allcargo Logistics Ltd.,Services,Equity,1.1%
27,Century Enka Ltd.,Textiles,Equity,1.1%
28,Power Grid Corporation Of India Ltd.,Energy,Equity,1.0%
29,S.P. Apparels Ltd.,Textiles,Equity,0.6%
30,V2 Retail Ltd.,Services,Equity,0.6%
31,Delta Corp Ltd.,Services,Equity,0.5%
32,Confidence Petroleum India Ltd. - Warrants,Services,Warrant,0.2%
