,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,9.8%
1,ICICI Bank Ltd.,Financial,Equity,7.6%
2,Reliance Industries Ltd.,Energy,Equity,5.4%
3,ITC Ltd.,Consumer Staples,Equity,5.1%
4,SBI Cards And Payment Services Ltd.,Financial,Equity,3.3%
5,Tata Consultancy Services Ltd.,Technology,Equity,3.3%
6,Kotak Mahindra Bank Ltd.,Financial,Equity,3.0%
7,Cera Sanitaryware Ltd.,Construction,Equity,2.9%
8,Sundram Fasteners Ltd.,Capital Goods,Equity,2.4%
9,APL Apollo Tubes Ltd.,Metals & Mining,Equity,2.3%
10,Jubilant FoodWorks Ltd.,Services,Equity,2.1%
11,Solar Industries India Ltd.,Chemicals,Equity,2.1%
12,Polycab India Ltd.,Capital Goods,Equity,2.1%
13,Karur Vysya Bank Ltd.,Financial,Equity,2.0%
14,Axis Bank Ltd.,Financial,Equity,1.9%
15,3M India Ltd.,Diversified,Equity,1.9%
16,ACC Ltd.,Construction,Equity,1.9%
17,Havells India Ltd.,Capital Goods,Equity,1.8%
18,United Spirits Ltd.,Consumer Staples,Equity,1.8%
19,Bharat Dynamics Ltd.,Capital Goods,Equity,1.8%
20,Zee Entertainment Enterprises Ltd.,Services,Equity,1.8%
21,Persistent Systems Ltd.,Technology,Equity,1.8%
22,Eicher Motors Ltd.,Automobile,Equity,1.7%
23,HDFC Asset Management Company Ltd.,Financial,Equity,1.6%
24,Siemens Ltd.,Capital Goods,Equity,1.6%
25,Adani Ports and Special Economic Zone Ltd.,Services,Equity,1.6%
26,Titan Company Ltd.,Consumer Discretionary,Equity,1.5%
27,Tata Consumer Products Ltd.,Consumer Staples,Equity,1.4%
28,Kirloskar Pneumatic Company Ltd.,Capital Goods,Equity,1.3%
29,Metro Brands Ltd.,Consumer Staples,Equity,1.3%
30,Greenpanel Industries Ltd.,Consumer Staples,Equity,1.3%
31,Westlife Foodworld Ltd.,Services,Equity,1.3%
32,Radico Khaitan Ltd.,Consumer Staples,Equity,1.3%
33,Procter & Gamble Health Ltd.,Healthcare,Equity,1.1%
34,Century Plyboards (India) Ltd.,Consumer Staples,Equity,1.1%
35,Hitachi Energy India Ltd.,Capital Goods,Equity,1.1%
36,Craftsman Automation Ltd.,Automobile,Equity,1.0%
37,Astral Ltd.,Chemicals,Equity,1.0%
38,UTI Asset Management Company Ltd.,Financial,Equity,1.0%
39,Syrma SGS Technology Ltd.,Capital Goods,Equity,1.0%
40,LTIMindtree Ltd.,Technology,Equity,1.0%
41,Escorts Kubota Ltd.,Automobile,Equity,1.0%
42,Avenue Supermarts Ltd.,Services,Equity,1.0%
43,Matrimony.Com Ltd.,Services,Equity,0.9%
