,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,6.6%
1,HDFC Bank Ltd.,Financial,Equity,5.4%
2,Trent Ltd.,Services,Equity,4.0%
3,Persistent Systems Ltd.,Technology,Equity,3.7%
4,The Phoenix Mills Ltd.,Construction,Equity,3.4%
5,Krishna Institute of Medical Sciences Ltd,Healthcare,Equity,3.4%
6,JK Lakshmi Cement Ltd.,Construction,Equity,3.4%
7,Infosys Ltd.,Technology,Equity,3.3%
8,Sundaram Finance Ltd.,Financial,Equity,3.3%
9,Bajaj Finance Ltd.,Financial,Equity,2.9%
10,Galaxy Surfactants Ltd.,Chemicals,Equity,2.8%
11,Blue Star Ltd.,Consumer Discretionary,Equity,2.8%
12,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2.8%
13,Birlasoft Ltd.,Technology,Equity,2.6%
14,Brigade Enterprises Ltd.,Construction,Equity,2.5%
15,Mahindra & Mahindra Ltd.,Automobile,Equity,2.2%
16,State Bank of India,Financial,Equity,1.9%
17,Narayana Hrudayalaya Ltd.,Healthcare,Equity,1.9%
18,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.8%
19,Fortis Healthcare Ltd.,Healthcare,Equity,1.8%
20,Mphasis Ltd.,Technology,Equity,1.7%
21,Asian Paints Ltd.,Chemicals,Equity,1.7%
22,Larsen & Toubro Ltd.,Construction,Equity,1.7%
23,Mahindra CIE Automotive Ltd.,Metals & Mining,Equity,1.7%
24,TVS Motor Company Ltd.,Automobile,Equity,1.7%
25,CCL Products (India) Ltd.,Consumer Staples,Equity,1.6%
26,Coforge Ltd.,Technology,Equity,1.5%
27,Bata India Ltd.,Consumer Staples,Equity,1.5%
28,Voltas Ltd.,Consumer Discretionary,Equity,1.5%
29,Tata Consultancy Services Ltd.,Technology,Equity,1.3%
30,Sansera Engineering Ltd.,Automobile,Equity,1.3%
31,Go Fashion (India) Ltd.,Services,Equity,1.3%
32,UNO Minda Ltd.,Automobile,Equity,1.3%
33,Fine Organic Industries Ltd.,Chemicals,Equity,1.2%
34,Minda Corporation Ltd.,Automobile,Equity,1.1%
35,City Union Bank Ltd.,Financial,Equity,1.1%
36,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1.0%
37,Ultratech Cement Ltd.,Construction,Equity,0.9%
38,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,0.9%
39,Rolex Rings Ltd,Capital Goods,Equity,0.9%
40,Rainbow Children's Medicare Ltd.,Healthcare,Equity,0.9%
41,Motherson Sumi Wiring India Ltd.,Automobile,Equity,0.8%
42,Can Fin Homes Ltd.,Financial,Equity,0.6%
43,Cholamandalam Financial Holdings Ltd.,Financial,Equity,0.6%
44,Orient Electric Ltd.,Consumer Discretionary,Equity,0.6%
45,Vedant Fashions Ltd.,Services,Equity,0.6%
46,Chemplast Sanmar Ltd.,Chemicals,Equity,0.5%
47,SRF Ltd.,Diversified,Equity,0.4%
48,The Ramco Cements Ltd.,Construction,Equity,0.4%
49,Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.3%
50,Ipca Laboratories Ltd.,Healthcare,Equity,0.3%
51,Aether Industries Ltd.,Chemicals,Equity,0.3%
52,JK Cement Ltd.,Construction,Equity,0.3%
53,Jamna Auto Industries Ltd.,Automobile,Equity,0.2%
54,Global Health Ltd.,Healthcare,Equity,0.2%
55,K.P.R. Mill Ltd.,Textiles,Equity,0.1%
