,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,19.6%
1,ICICI Bank Ltd.,Financial,Equity,18.5%
2,Housing Development Finance Corporation Ltd.,Financial,Equity,11.2%
3,Axis Bank Ltd.,Financial,Equity,9.2%
4,State Bank of India,Financial,Equity,7.8%
5,SBI Life Insurance Company Ltd.,Insurance,Equity,2.8%
6,Indusind Bank Ltd.,Financial,Equity,2.8%
7,Bank Of Baroda,Financial,Equity,2.0%
8,Bajaj Finance Ltd.,Financial,Equity,2.0%
9,AU Small Finance Bank Ltd.,Financial,Equity,1.9%
10,Equitas Small Finance Bank Ltd.,Financial,Equity,1.9%
11,Power Finance Corporation Ltd.,Financial,Equity,1.8%
12,Five-Star Business Finance Ltd.,Financial,Equity,1.8%
13,Can Fin Homes Ltd.,Financial,Equity,1.7%
14,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.7%
15,SBI Cards And Payment Services Ltd.,Financial,Equity,1.7%
16,Shriram Finance Ltd,Financial,Equity,1.7%
17,LIC Housing Finance Ltd.,Financial,Equity,1.6%
18,PB Fintech Ltd.,Services,Equity,1.3%
19,Karur Vysya Bank Ltd.,Financial,Equity,1.2%
20,Sundaram Finance Ltd.,Financial,Equity,1.0%
21,Union Bank of India,Financial,Equity,0.9%
22,Angel One Ltd.,Financial,Equity,0.9%
23,UTI Asset Management Company Ltd.,Financial,Equity,0.9%
24,CreditAccess Grameen Ltd.,Financial,Equity,0.6%
25,Repco Home Finance Ltd.,Financial,Equity,0.5%
26,Kotak Mahindra Bank Ltd.,Financial,Equity,0.2%
