,Name,Sector,Instrument,Assets
0,Power Grid Corporation Of India Ltd.,Energy,Equity,5.7%
1,Infosys Ltd.,Technology,Equity,5.1%
2,NTPC Ltd.,Energy,Equity,4.8%
3,ITC Ltd.,Consumer Staples,Equity,4.1%
4,HCL Technologies Ltd.,Technology,Equity,4.1%
5,NHPC Ltd.,Energy,Equity,4.0%
6,GAIL (India) Ltd.,Energy,Equity,4.0%
7,Oil & Natural Gas Corporation Ltd.,Energy,Equity,3.6%
8,Brookfield India Real Estate Trust REIT,Construction,REITs,3.0%
9,Embassy Office Parks REIT,Construction,REITs,2.9%
10,Housing Development Finance Corporation Ltd.,Financial,Equity,2.8%
11,Petronet LNG Ltd.,Energy,Equity,2.8%
12,Tech Mahindra Ltd.,Technology,Equity,2.8%
13,Tata Consultancy Services Ltd.,Technology,Equity,2.8%
14,Hindustan Unilever Ltd.,Consumer Staples,Equity,2.8%
15,Unilever PLC,Consumer Staples,ADS/ADR,2.7%
16,Coal India Ltd.,Energy,Equity,2.5%
17,MediaTek (Taiwan),Capital Goods,Forgn. Eq,2.4%
18,Grasim Industries Ltd.,Construction,Equity,2.3%
19,Akzo Nobel India Ltd.,Chemicals,Equity,2.2%
20,Bajaj Auto Ltd.,Automobile,Equity,2.2%
21,Hindustan Petroleum Corporation Ltd.,Energy,Equity,2.0%
22,Castrol India Ltd.,Energy,Equity,1.9%
23,Yuanta/P-Shares Taiwan Dividend Plus ETF,Financial,Forgn.MF- Equity,1.9%
24,Colgate-Palmolive (India) Ltd.,Consumer Staples,Equity,1.7%
25,Xtep International Holdings Ltd.,Consumer Staples,Forgn. Eq,1.7%
26,Novatek Microelectronics Corporation (Taiwan),Capital Goods,Forgn. Eq,1.6%
27,ICICI Securities Ltd.,Financial,Equity,1.5%
28,Indian Oil Corporation Ltd.,Energy,Equity,1.4%
29,Gujarat State Petronet Ltd.,Energy,Equity,1.1%
30,Xinyi Solar Holdings Ltd.,Construction,Forgn. Eq,1.1%
31,FILA Holdings Corp,Textiles,Forgn. Eq,1.1%
32,Bharat Electronics Ltd.,Capital Goods,Equity,1.1%
33,Hyundai Motor (South Korea),Automobile,Forgn. Eq,1.0%
34,Hero Motocorp Ltd.,Automobile,Equity,1.0%
35,SK Telecom (South Korea),Communication,Forgn. Eq,0.9%
36,Biostime International Holdings Ltd.,Consumer Staples,Forgn. Eq,0.9%
37,Cognizant Technology Solutions Corp.,Technology,Forgn. Eq,0.9%
38,Finolex Industries Ltd.,Chemicals,Equity,0.9%
39,CESC Ltd.,Energy,Equity,0.7%
40,Rallis India Ltd.,Chemicals,Equity,0.7%
41,Primax Electronics Ltd.,Capital Goods,Forgn. Eq,0.6%
42,Hon Hai Precision Industry (Taiwan),Capital Goods,Forgn. Eq,0.5%
