,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,7.6%
1,Kirloskar Oil Engines Ltd.,Capital Goods,Equity,7.4%
2,Hindustan Aeronautics Ltd.,Capital Goods,Equity,6.7%
3,Reliance Industries Ltd.,Energy,Equity,5.1%
4,Ion Exchange (India) Ltd.,Capital Goods,Equity,4.3%
5,PB Fintech Ltd.,Services,Equity,4.3%
6,Jubilant FoodWorks Ltd.,Services,Equity,3.9%
7,Larsen & Toubro Ltd.,Construction,Equity,3.5%
8,Escorts Kubota Ltd.,Automobile,Equity,3.4%
9,Bosch Ltd.,Automobile,Equity,3.1%
10,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,2.7%
11,Cummins India Ltd.,Capital Goods,Equity,2.6%
12,TVS Motor Company Ltd.,Automobile,Equity,2.5%
13,Motherson Sumi Wiring India Ltd.,Automobile,Equity,2.5%
14,SBI Cards And Payment Services Ltd.,Financial,Equity,2.4%
15,Kirloskar Pneumatic Company Ltd.,Capital Goods,Equity,2.3%
16,Zensar Technologies Ltd.,Technology,Equity,2.2%
17,NTPC Ltd.,Energy,Equity,2.1%
18,Tega Industries Ltd.,Metals & Mining,Equity,2.1%
19,Voltas Ltd.,Consumer Discretionary,Equity,2.1%
20,Hindustan Petroleum Corporation Ltd.,Energy,Equity,1.9%
21,CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,1.9%
22,Techno Electric & Engineering Company Ltd.,Capital Goods,Equity,1.8%
23,Affle (India) Ltd.,Technology,Equity,1.8%
24,Tata Motors Ltd.,Automobile,Equity,1.7%
25,Hitachi Energy India Ltd.,Capital Goods,Equity,1.7%
26,Info Edge (India) Ltd.,Services,Equity,1.7%
27,MTAR Technologies Ltd.,Capital Goods,Equity,1.5%
28,AIA Engineering Ltd.,Metals & Mining,Equity,1.2%
29,Tube Investments Of India Ltd.,Automobile,Equity,1.2%
30,Bharat Forge Ltd.,Automobile,Equity,1.0%
31,Indiamart Intermesh Ltd.,Services,Equity,1.0%
32,Bharat Electronics Ltd.,Capital Goods,Equity,1.0%
33,Somany Ceramics Ltd.,Construction,Equity,0.9%
