,Name,Sector,Instrument,Assets
0,Trent Ltd.,Services,Equity,4.6%
1,Indian Bank,Financial,Equity,3.4%
2,The Federal Bank Ltd.,Financial,Equity,3.3%
3,TVS Motor Company Ltd.,Automobile,Equity,2.5%
4,NTPC Ltd.,Energy,Equity,2.5%
5,AIA Engineering Ltd.,Metals & Mining,Equity,2.4%
6,Canara Bank,Financial,Equity,2.4%
7,The Indian Hotels Company Ltd.,Services,Equity,2.4%
8,Schaeffler India Ltd.,Capital Goods,Equity,2.2%
9,JK Lakshmi Cement Ltd.,Construction,Equity,2.1%
10,NHPC Ltd.,Energy,Equity,2.1%
11,Thermax Ltd.,Capital Goods,Equity,2.1%
12,Bharat Electronics Ltd.,Capital Goods,Equity,2.1%
13,Coforge Ltd.,Technology,Equity,2.1%
14,NMDC Ltd.,Metals & Mining,Equity,2.1%
15,Petronet LNG Ltd.,Energy,Equity,2.0%
16,Hindustan Petroleum Corporation Ltd.,Energy,Equity,2.0%
17,Ashok Leyland Ltd.,Automobile,Equity,2.0%
18,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,Equity,2.0%
19,Ratnamani Metals & Tubes Ltd.,Metals & Mining,Equity,1.8%
20,Oil India Ltd.,Energy,Equity,1.7%
21,LIC Housing Finance Ltd.,Financial,Equity,1.7%
22,Zydus Lifesciences Ltd.,Healthcare,Equity,1.6%
23,Sundaram Finance Ltd.,Financial,Equity,1.5%
24,Astral Ltd.,Chemicals,Equity,1.5%
25,Sundram Fasteners Ltd.,Capital Goods,Equity,1.5%
26,Lupin Ltd.,Healthcare,Equity,1.5%
27,Bharat Forge Ltd.,Automobile,Equity,1.4%
28,KPIT Technologies Ltd.,Technology,Equity,1.4%
29,AU Small Finance Bank Ltd.,Financial,Equity,1.4%
30,Abbott India Ltd.,Healthcare,Equity,1.3%
31,City Union Bank Ltd.,Financial,Equity,1.3%
32,Zee Entertainment Enterprises Ltd.,Services,Equity,1.3%
33,Voltas Ltd.,Consumer Discretionary,Equity,1.2%
34,PB Fintech Ltd.,Services,Equity,1.2%
35,Coromandel International Ltd.,Chemicals,Equity,1.2%
36,Ipca Laboratories Ltd.,Healthcare,Equity,1.2%
37,Hitachi Energy India Ltd.,Capital Goods,Equity,1.1%
38,Supreme Industries Ltd.,Chemicals,Equity,1.1%
39,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1.1%
40,DCB Bank Ltd.,Financial,Equity,1.1%
41,RBL Bank Ltd.,Financial,Equity,1.1%
42,Exide Industries Ltd.,Capital Goods,Equity,1.1%
43,Escorts Kubota Ltd.,Automobile,Equity,1.0%
44,Piramal Enterprises Ltd.,Healthcare,Equity,1.0%
45,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.0%
46,Colgate-Palmolive (India) Ltd.,Consumer Staples,Equity,1.0%
47,Kansai Nerolac Paints Ltd.,Chemicals,Equity,1.0%
48,DCM Shriram Ltd.,Diversified,Equity,1.0%
49,Indraprastha Gas Ltd.,Energy,Equity,1.0%
50,Mahindra CIE Automotive Ltd.,Metals & Mining,Equity,1.0%
51,The Phoenix Mills Ltd.,Construction,Equity,1.0%
52,Reserve Bank of India,Financial,T-Bills,1.0%
53,Atul Ltd.,Chemicals,Equity,0.9%
54,RHI Magnesita India Ltd.,Construction,Equity,0.8%
55,KNR Constructions Ltd.,Construction,Equity,0.8%
56,Blue Dart Express Ltd.,Services,Equity,0.8%
57,Max Financial Services Ltd.,Financial,Equity,0.6%
58,ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,0.6%
59,Indian Energy Exchange Ltd.,Services,Equity,0.3%
60,Vardhman Textiles Ltd.,Textiles,Equity,0.2%
