,Name,Sector,Instrument,Assets
0,Larsen & Toubro Ltd.,Construction,Equity,8.0%
1,Coal India Ltd.,Energy,Equity,7.0%
2,J Kumar Infraprojects Ltd.,Construction,Equity,6.9%
3,ICICI Bank Ltd.,Financial,Equity,6.7%
4,State Bank of India,Financial,Equity,6.3%
5,Kalpataru Power Transmission Ltd.,Capital Goods,Equity,6.1%
6,NTPC Ltd.,Energy,Equity,6.1%
7,Hindustan Construction Company Ltd.,Construction,Equity,4.0%
8,Gujarat Pipavav Port Ltd.,Services,Equity,3.6%
9,GR Infraprojects Ltd.,Construction,Equity,3.0%
10,AIA Engineering Ltd.,Metals & Mining,Equity,2.9%
11,Dynamatic Technologies Ltd.,Automobile,Equity,2.9%
12,Premier Explosives Ltd.,Capital Goods,Equity,2.5%
13,Ambuja Cements Ltd.,Construction,Equity,2.1%
14,MTAR Technologies Ltd.,Capital Goods,Equity,2.1%
15,Paradeep Phosphates Ltd.,Chemicals,Equity,1.9%
16,Bharti Airtel Ltd.,Communication,Equity,1.9%
17,Hindustan Aeronautics Ltd.,Capital Goods,Equity,1.8%
18,Ashoka Buildcon Ltd.,Construction,Equity,1.6%
19,Tega Industries Ltd.,Metals & Mining,Equity,1.6%
20,Axis Bank Ltd.,Financial,Equity,1.6%
21,Centum Electronics Ltd.,Capital Goods,Equity,1.6%
22,Power Finance Corporation Ltd.,Financial,Equity,1.5%
23,Repco Home Finance Ltd.,Financial,Equity,1.3%
24,Interglobe Aviation Ltd.,Services,Equity,1.2%
25,DCX Systems Ltd.,Capital Goods,Equity,1.2%
26,ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.1%
27,SBI Cards And Payment Services Ltd.,Financial,Equity,1.0%
28,Birla Corporation Ltd.,Construction,Equity,1.0%
29,Oil & Natural Gas Corporation Ltd.,Energy,Equity,0.9%
30,Delhivery Ltd.,Services,Equity,0.9%
31,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,0.8%
32,Bharat Electronics Ltd.,Capital Goods,Equity,0.8%
33,Timken India Ltd.,Capital Goods,Equity,0.8%
34,Bharat Petroleum Corporation Ltd.,Energy,Equity,0.8%
35,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,Equity,0.8%
36,CarTrade Tech Ltd.,Services,Equity,0.6%
37,Dilip Buildcon Ltd.,Construction,Equity,0.5%
38,Simplex Infrastructures Ltd.,Construction,Equity,0.3%
39,MEP Infrastructure Developers Ltd.,Construction,Equity,0.3%
40,HDFC Bank Ltd.,Financial,Equity,0.3%
