,Name,Sector,Instrument,Assets
0,Black Rock Global Funds - New Energy Fund,Financial,Forgn.MF- Equity,17.6%
1,Jindal Steel & Power Ltd.,Metals & Mining,Equity,8.1%
2,Hindalco Industries Ltd.,Metals & Mining,Equity,8.1%
3,Tata Steel Ltd.,Metals & Mining,Equity,7.5%
4,Reliance Industries Ltd.,Energy,Equity,7.1%
5,Black Rock Global Funds - World Energy Fund,Financial,Forgn.MF- Equity,5.8%
6,Bharat Petroleum Corporation Ltd.,Energy,Equity,5.4%
7,Hindustan Zinc Ltd.,Metals & Mining,Equity,5.2%
8,GAIL (India) Ltd.,Energy,Equity,5.0%
9,Oil & Natural Gas Corporation Ltd.,Energy,Equity,4.1%
10,NMDC Ltd.,Metals & Mining,Equity,4.0%
11,Coal India Ltd.,Energy,Equity,3.9%
12,Gujarat State Petronet Ltd.,Energy,Equity,3.9%
13,Hindustan Petroleum Corporation Ltd.,Energy,Equity,3.6%
14,Indraprastha Gas Ltd.,Energy,Equity,2.4%
15,National Aluminium Company Ltd.,Metals & Mining,Equity,1.7%
16,Gujarat Gas Ltd.,Energy,Equity,1.5%
17,Petronet LNG Ltd.,Energy,Equity,1.2%
18,APL Apollo Tubes Ltd.,Metals & Mining,Equity,1.2%
19,NMDC Steel Ltd.,Metals & Mining,Equity,1.1%
