,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,3.1%
1,JK Lakshmi Cement Ltd.,Construction,Equity,2.8%
2,HDFC Bank Ltd.,Financial,Equity,2.7%
3,Bosch Ltd.,Automobile,Equity,2.4%
4,Tata Consultancy Services Ltd.,Technology,Equity,2.4%
5,Reliance Industries Ltd.,Energy,Equity,2.3%
6,Axis Bank Ltd.,Financial,Equity,2.3%
7,Cyient Ltd.,Technology,Equity,2.3%
8,Housing Development Finance Corporation Ltd.,Financial,Equity,2.2%
9,Jindal Steel & Power Ltd.,Metals & Mining,Equity,2.1%
10,The Ramco Cements Ltd.,Construction,Equity,2.1%
11,Kotak Mahindra Bank Ltd.,Financial,Equity,2.0%
12,Automotive Axles Ltd.,Automobile,Equity,2.0%
13,United Breweries Ltd.,Consumer Staples,Equity,1.9%
14,Larsen & Toubro Ltd.,Construction,Equity,1.9%
15,Infosys Ltd.,Technology,Equity,1.8%
16,Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,1.7%
17,Ipca Laboratories Ltd.,Healthcare,Equity,1.7%
18,Bank Of Baroda,Financial,Equity,1.7%
19,Kalpataru Power Transmission Ltd.,Capital Goods,Equity,1.7%
20,Avanti Feeds Ltd.,Consumer Staples,Equity,1.7%
21,EIH Ltd.,Services,Equity,1.6%
22,Zensar Technologies Ltd.,Technology,Equity,1.6%
23,Indusind Bank Ltd.,Financial,Equity,1.6%
24,Gujarat Gas Ltd.,Energy,Equity,1.6%
25,Greenply Industries Ltd.,Consumer Staples,Equity,1.6%
26,ITC Ltd.,Consumer Staples,Equity,1.6%
27,HDFC Life Insurance Co Ltd.,Insurance,Equity,1.6%
28,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.6%
29,PVR Ltd.,Services,Equity,1.5%
30,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.4%
31,LIC Housing Finance Ltd.,Financial,Equity,1.4%
32,Carborundum Universal Ltd.,Metals & Mining,Equity,1.4%
33,Mahindra Lifespace Developers Ltd.,Construction,Equity,1.4%
34,Maruti Suzuki India Ltd.,Automobile,Equity,1.4%
35,Metro Brands Ltd.,Consumer Staples,Equity,1.4%
36,Tata Chemicals Ltd.,Chemicals,Equity,1.4%
37,Cummins India Ltd.,Capital Goods,Equity,1.4%
38,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.3%
39,Bharat Forge Ltd.,Automobile,Equity,1.3%
40,Rallis India Ltd.,Chemicals,Equity,1.3%
41,VRL Logistics Ltd.,Services,Equity,1.3%
42,Bharti Airtel Ltd.,Communication,Equity,1.2%
43,Grasim Industries Ltd.,Construction,Equity,1.2%
44,Tata Consumer Products Ltd.,Consumer Staples,Equity,1.2%
45,V-Mart Retail Ltd.,Services,Equity,1.2%
46,Tata Motors Ltd.,Automobile,Equity,1.1%
47,Radico Khaitan Ltd.,Consumer Staples,Equity,1.1%
48,Hindustan Petroleum Corporation Ltd.,Energy,Equity,1.1%
49,Container Corporation Of India Ltd.,Services,Equity,1.1%
50,CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,1.0%
51,Thermax Ltd.,Capital Goods,Equity,1.0%
52,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.0%
53,Laurus Labs Ltd.,Healthcare,Equity,0.9%
54,HCL Technologies Ltd.,Technology,Equity,0.9%
55,Bajaj Finance Ltd.,Financial,Equity,0.8%
56,Samvardhana Motherson International Ltd.,Automobile,Equity,0.8%
57,Zee Entertainment Enterprises Ltd.,Services,Equity,0.8%
58,Syrma SGS Technology Ltd.,Capital Goods,Equity,0.8%
59,The Federal Bank Ltd.,Financial,Equity,0.7%
60,Cipla Ltd.,Healthcare,Equity,0.6%
61,Keystone Realtors Ltd,Construction,Equity,0.6%
62,Finolex Industries Ltd.,Chemicals,Equity,0.6%
63,PSP Projects Ltd.,Construction,Equity,0.4%
64,NMDC Ltd.,Metals & Mining,Equity,0.4%
65,Sapphire Foods India Ltd.,Services,Equity,0.4%
66,Mphasis Ltd.,Technology,Equity,0.3%
67,Indian Bank,Financial,Equity,0.2%
68,Graphite India Ltd.,Construction,Equity,0.2%
