,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,22.9%
1,ICICI Bank Ltd.,Financial,Equity,18.1%
2,State Bank of India,Financial,Equity,9.8%
3,Axis Bank Ltd.,Financial,Equity,8.3%
4,Kotak Mahindra Bank Ltd.,Financial,Equity,5.0%
5,Indusind Bank Ltd.,Financial,Equity,3.3%
6,Bajaj Finance Ltd.,Financial,Equity,3.0%
7,The Federal Bank Ltd.,Financial,Equity,2.8%
8,Five-Star Business Finance Ltd.,Financial,Equity,2.3%
9,Karur Vysya Bank Ltd.,Financial,Equity,2.3%
10,Housing Development Finance Corporation Ltd.,Financial,Equity,2.2%
11,Muthoot Finance Ltd.,Financial,Equity,2.0%
12,Indian Energy Exchange Ltd.,Services,Equity,1.8%
13,SBI Life Insurance Company Ltd.,Insurance,Equity,1.8%
14,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1.7%
15,Bajaj Finserv Ltd.,Financial,Equity,1.3%
16,Max Financial Services Ltd.,Financial,Equity,1.2%
17,AU Small Finance Bank Ltd.,Financial,Equity,1.2%
18,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.2%
19,DCB Bank Ltd.,Financial,Equity,1.1%
20,Equitas Small Finance Bank Ltd.,Financial,Equity,1.0%
21,Housing Development Finance Corporation Ltd.,Financial,Warrant,0.7%
