,Name,Sector,Instrument,Assets
0,Facebook Co,Services,Forgn. Eq,3.3%
1,Adobe Systems Inc. (USA),Technology,Forgn. Eq,2.9%
2,The Walt Disney Company,Services,Forgn. Eq,2.9%
3,Lam Research Corporation (USA),Capital Goods,Forgn. Eq,2.8%
4,ServiceNow Inc,Technology,Forgn. Eq,2.8%
5,Veeva Systems Inc.,Healthcare,Forgn. Eq,2.8%
6,Biogen Idec Inc. (USA),Healthcare,Forgn. Eq,2.8%
7,Ecolab Inc,Chemicals,Forgn. Eq,2.8%
8,Salesforce Com.,Technology,Forgn. Eq,2.7%
9,Teradyne Inc,Capital Goods,Forgn. Eq,2.6%
10,Amazon. com Inc. (USA),Services,Forgn. Eq,2.6%
11,Equifax Inc,Financial,Forgn. Eq,2.6%
12,Workday Inc.,Technology,Forgn. Eq,2.6%
13,Comcast Corporation (USA),Services,Forgn. Eq,2.6%
14,Zimmer Biomet Holdings,Healthcare,Forgn. Eq,2.6%
15,Emerson Electric Co.,Capital Goods,Forgn. Eq,2.5%
16,Fortinet Inc,Technology,Forgn. Eq,2.5%
17,Tyler Technologies Inc,Technology,Forgn. Eq,2.5%
18,Microsoft Corportion (US),Technology,Forgn. Eq,2.5%
19,Alphabet Inc Class C,Services,Forgn. Eq,2.4%
20,Medtronic,Healthcare,Forgn. Eq,2.4%
21,International Flavors & Fragrances Inc,Chemicals,Forgn. Eq,2.4%
22,3M (USA),Financial,Forgn. Eq,2.3%
23,Polaris Industries Inc.,Services,Forgn. Eq,2.3%
24,TransUnion,Financial,Forgn. Eq,2.3%
25,Masco Corp,Construction,Forgn. Eq,2.3%
26,Etsy Inc,Services,Forgn. Eq,2.3%
27,Wells Fargo,Financial,Forgn. Eq,2.3%
28,Intel Corporation (USA),Capital Goods,Forgn. Eq,2.0%
29,BlackRock Inc,Financial,Forgn. Eq,1.8%
30,U.S. Bancorp,Financial,Forgn. Eq,1.7%
31,Intercontinental Exchange,Financial,Forgn. Eq,1.6%
32,MercadoLibre Inc,Services,Forgn. Eq,1.5%
33,Kellogg Company,Consumer Staples,Forgn. Eq,1.5%
34,Dominion Energy Inc,Energy,Forgn. Eq,1.4%
35,The Boeing Co,Capital Goods,Forgn. Eq,1.3%
36,Microchip Technology Inc. (USA),Capital Goods,Forgn. Eq,1.3%
37,Tradeweb Markets Inc,Financial,Forgn. Eq,1.2%
38,Allegion PLC,Services,Forgn. Eq,1.1%
39,Rockwell Automation Inc,Capital Goods,Forgn. Eq,1.1%
40,Berkshire Hathway Inc (US),Insurance,Forgn. Eq,1.1%
41,State Street Corp (US),Financial,Forgn. Eq,1.0%
42,Pfizer INC,Healthcare,Forgn. Eq,1.0%
43,Monolithic Power Systems Inc.,Capital Goods,Forgn. Eq,1.0%
44,Intuit Inc. (USA),Technology,Forgn. Eq,0.6%
45,Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,ADS/ADR,0.6%
46,United Health Group Inc.,Healthcare,Forgn. Eq,0.5%
47,Gilead Sciences Inc. (USA),Healthcare,Forgn. Eq,0.5%
48,Domino'S Pizza Inc,Services,Forgn. Eq,0.5%
49,Constellation Brands Inc.,Consumer Staples,Forgn. Eq,0.5%
50,Roper Technologies INC,Capital Goods,Forgn. Eq,0.5%
51,Cognizant Technology Solutions Corp.,Technology,Forgn. Eq,0.2%
52,Viatris Inc,Healthcare,Forgn. Eq,0.2%
