,Name,Sector,Instrument,Assets
0,Ultratech Cement Ltd.,Construction,Equity,5.5%
1,Larsen & Toubro Ltd.,Construction,Equity,5.2%
2,AIA Engineering Ltd.,Metals & Mining,Equity,4.4%
3,Bharti Airtel Ltd.,Communication,Equity,4.4%
4,Reliance Industries Ltd.,Energy,Equity,3.9%
5,Thermax Ltd.,Capital Goods,Equity,3.8%
6,Kalpataru Power Transmission Ltd.,Capital Goods,Equity,3.7%
7,Bosch Ltd.,Automobile,Equity,3.6%
8,Solar Industries India Ltd.,Chemicals,Equity,3.6%
9,Container Corporation Of India Ltd.,Services,Equity,3.6%
10,Indraprastha Gas Ltd.,Energy,Equity,3.6%
11,Shree Cement Ltd.,Construction,Equity,3.5%
12,Cummins India Ltd.,Capital Goods,Equity,3.2%
13,Schaeffler India Ltd.,Capital Goods,Equity,3.0%
14,Interglobe Aviation Ltd.,Services,Equity,2.7%
15,NTPC Ltd.,Energy,Equity,2.3%
16,Mahindra Lifespace Developers Ltd.,Construction,Equity,2.3%
17,Rolex Rings Ltd,Capital Goods,Equity,2.3%
18,Kajaria Ceramics Ltd.,Construction,Equity,2.2%
19,ABB India Ltd.,Capital Goods,Equity,2.1%
20,Ratnamani Metals & Tubes Ltd.,Metals & Mining,Equity,2.1%
21,H.G. Infra Engineering Ltd.,Construction,Equity,2.1%
22,Gujarat State Petronet Ltd.,Energy,Equity,2.1%
23,PNC Infratech Ltd.,Construction,Equity,1.9%
24,V-Guard Industries Ltd.,Consumer Discretionary,Equity,1.9%
25,Bharat Forge Ltd.,Automobile,Equity,1.8%
26,WPIL Ltd.,Capital Goods,Equity,1.8%
27,Apollo Tyres Ltd.,Automobile,Equity,1.6%
28,SKF India Ltd.,Capital Goods,Equity,1.6%
29,Carborundum Universal Ltd.,Metals & Mining,Equity,1.5%
30,Gujarat Gas Ltd.,Energy,Equity,1.5%
31,Supreme Industries Ltd.,Chemicals,Equity,1.4%
32,Tega Industries Ltd.,Metals & Mining,Equity,1.4%
33,Exide Industries Ltd.,Capital Goods,Equity,1.3%
34,Eicher Motors Ltd.,Automobile,Equity,1.3%
35,The Ramco Cements Ltd.,Construction,Equity,1.1%
36,Hindustan Oil Exploration Company Ltd.,Energy,Equity,0.9%
37,Samvardhana Motherson International Ltd.,Automobile,Equity,0.8%
38,GR Infraprojects Ltd.,Construction,Equity,0.5%
39,Techno Electric & Engineering Company Ltd.,Capital Goods,Equity,0.5%
40,BEML Ltd.,Capital Goods,Equity,0.3%
41,Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.1%
