,Name,Sector,Instrument,Assets
0,Axis Bank Ltd.,Financial,Equity,7.3%
1,Infosys Ltd.,Technology,Equity,7.2%
2,State Bank of India,Financial,Equity,5.4%
3,ICICI Bank Ltd.,Financial,Equity,5.4%
4,Housing Development Finance Corporation Ltd.,Financial,Equity,5.1%
5,Reliance Industries Ltd.,Energy,Equity,4.6%
6,SBI Cards And Payment Services Ltd.,Financial,Equity,3.9%
7,Larsen & Toubro Ltd.,Construction,Equity,3.9%
8,Zee Entertainment Enterprises Ltd.,Services,Equity,3.9%
9,ITC Ltd.,Consumer Staples,Equity,3.8%
10,Coal India Ltd.,Energy,Equity,3.6%
11,Affle (India) Ltd.,Technology,Equity,3.3%
12,3M India Ltd.,Diversified,Equity,3.1%
13,PVR Ltd.,Services,Equity,3.0%
14,Honeywell Automation India Ltd.,Capital Goods,Equity,2.7%
15,Medplus Health Services Ltd.,Healthcare,Equity,2.6%
16,Angel One Ltd.,Financial,Equity,2.6%
17,Sterling and Wilson Renewable Energy Ltd.,Capital Goods,Equity,2.4%
18,Nippon India Liquid Fund Direct-Growth,Financial,Mutual Fund,2.4%
19,Container Corporation Of India Ltd.,Services,Equity,2.2%
20,Bandhan Bank Ltd.,Financial,Equity,2.2%
21,Restaurant Brands Asia Ltd.,Services,Equity,2.2%
22,Bharat Heavy Electricals Ltd.,Capital Goods,Equity,2.0%
23,Varroc Engineering Ltd.,Automobile,Equity,1.8%
24,Cholamandalam Financial Holdings Ltd.,Financial,Equity,1.6%
25,Tata Motors Ltd.,Automobile,Equity,1.6%
26,IFB Industries Ltd.,Consumer Discretionary,Equity,1.5%
27,Thomas Cook (India) Ltd.,Services,Equity,1.3%
28,Chalet Hotels Ltd.,Services,Equity,1.2%
29,Housing Development Finance Corporation Ltd.,Financial,Warrant,0.8%
30,Devyani International Ltd.,Services,Equity,0.2%
