,Name,Sector,Instrument,Assets
0,HCL Technologies Ltd.,Technology,Equity,8.8%
1,ITC Ltd.,Consumer Staples,Equity,8.6%
2,Housing Development Finance Corporation Ltd.,Financial,Equity,8.4%
3,Bajaj Holdings & Investment Ltd.,Financial,Equity,6.6%
4,Tech Mahindra Ltd.,Technology,Equity,6.3%
5,ICICI Bank Ltd.,Financial,Equity,5.3%
6,Axis Bank Ltd.,Financial,Equity,5.0%
7,Gujarat Pipavav Port Ltd.,Services,Equity,4.7%
8,Narayana Hrudayalaya Ltd.,Healthcare,Equity,4.2%
9,Coal India Ltd.,Energy,Equity,3.8%
10,ACC Ltd.,Construction,Equity,3.5%
11,UTI Asset Management Company Ltd.,Financial,Equity,2.4%
12,Motilal Oswal Financial Services Ltd.,Financial,Equity,1.8%
13,Cipla Ltd.,Healthcare,Equity,1.7%
14,Infosys Ltd.,Technology,Equity,1.7%
15,KEC International Ltd.,Capital Goods,Equity,1.5%
16,Tata Consultancy Services Ltd.,Technology,Equity,1.4%
17,NMDC Ltd.,Metals & Mining,Equity,1.2%
18,Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,1.2%
19,Birla Corporation Ltd.,Construction,Equity,1.0%
20,Container Corporation Of India Ltd.,Services,Equity,1.0%
21,Mahindra Logistics Ltd.,Services,Equity,1.0%
22,Balkrishna Industries Ltd.,Automobile,Equity,1.0%
23,Equitas Small Finance Bank Ltd.,Financial,Equity,0.9%
24,Healthcare Global Enterprises Ltd.,Healthcare,Equity,0.9%
25,Jamna Auto Industries Ltd.,Automobile,Equity,0.8%
26,Divi's Laboratories Ltd.,Healthcare,Equity,0.7%
27,Amara Raja Batteries Ltd.,Capital Goods,Equity,0.3%
28,Vardhman Textiles Ltd.,Textiles,Equity,0.3%
29,Rallis India Ltd.,Chemicals,Equity,0.3%
