,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,7.5%
1,HDFC Bank Ltd.,Financial,Equity,6.4%
2,Infosys Ltd.,Technology,Equity,4.0%
3,State Bank of India,Financial,Equity,3.8%
4,Axis Bank Ltd.,Financial,Equity,3.4%
5,HCL Technologies Ltd.,Technology,Equity,2.5%
6,Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,2.2%
7,Alkem Laboratories Ltd.,Healthcare,Equity,1.9%
8,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.9%
9,The Phoenix Mills Ltd.,Construction,Equity,1.8%
10,Supreme Industries Ltd.,Chemicals,Equity,1.8%
11,Mahindra & Mahindra Ltd.,Automobile,Equity,1.8%
12,Dalmia Bharat Ltd.,Construction,Equity,1.8%
13,Maruti Suzuki India Ltd.,Automobile,Equity,1.7%
14,GAIL (India) Ltd.,Energy,Equity,1.6%
15,Tata Motors Ltd.,Automobile,Equity,1.6%
16,NTPC Ltd.,Energy,Equity,1.6%
17,Container Corporation Of India Ltd.,Services,Equity,1.5%
18,Bharti Airtel Ltd.,Communication,Equity,1.5%
19,Hindustan Unilever Ltd.,Consumer Staples,Equity,1.5%
20,SBI Cards And Payment Services Ltd.,Financial,Equity,1.5%
21,Indraprastha Gas Ltd.,Energy,Equity,1.5%
22,Ultratech Cement Ltd.,Construction,Equity,1.5%
23,Hindustan Petroleum Corporation Ltd.,Energy,Equity,1.5%
24,Tech Mahindra Ltd.,Technology,Equity,1.4%
25,The Federal Bank Ltd.,Financial,Equity,1.4%
26,Emami Ltd.,Consumer Staples,Equity,1.3%
27,Gujarat State Petronet Ltd.,Energy,Equity,1.3%
28,Power Finance Corporation Ltd.,Financial,Equity,1.3%
29,Tata Chemicals Ltd.,Chemicals,Equity,1.3%
30,Lupin Ltd.,Healthcare,Equity,1.3%
31,Bharat Forge Ltd.,Automobile,Equity,1.3%
32,Coromandel International Ltd.,Chemicals,Equity,1.3%
33,Bajaj Finance Ltd.,Financial,Equity,1.2%
34,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.2%
35,SBI Life Insurance Company Ltd.,Insurance,Equity,1.2%
36,ACC Ltd.,Construction,Equity,1.1%
37,LIC Housing Finance Ltd.,Financial,Equity,1.1%
38,UNO Minda Ltd.,Automobile,Equity,1.1%
39,Samvardhana Motherson International Ltd.,Automobile,Equity,1.1%
40,AU Small Finance Bank Ltd.,Financial,Equity,1.1%
41,KEC International Ltd.,Capital Goods,Equity,1.1%
42,Coforge Ltd.,Technology,Equity,1.1%
43,Bharat Electronics Ltd.,Capital Goods,Equity,1.1%
44,Manappuram Finance Ltd.,Financial,Equity,1.0%
45,Ahluwalia Contracts (India) Ltd.,Construction,Equity,1.0%
46,Bharat Petroleum Corporation Ltd.,Energy,Equity,1.0%
47,Kotak Mahindra Bank Ltd.,Financial,Equity,1.0%
48,KNR Constructions Ltd.,Construction,Equity,1.0%
49,Ipca Laboratories Ltd.,Healthcare,Equity,1.0%
50,Hatsun Agro Product Ltd.,Consumer Staples,Equity,1.0%
51,Chambal Fertilisers and Chemicals Ltd.,Chemicals,Equity,0.9%
52,Ashok Leyland Ltd.,Automobile,Equity,0.9%
53,Max Financial Services Ltd.,Financial,Equity,0.8%
54,K.P.R. Mill Ltd.,Textiles,Equity,0.8%
55,Equitas Small Finance Bank Ltd.,Financial,Equity,0.8%
56,Jindal Steel & Power Ltd.,Metals & Mining,Equity,0.8%
57,APL Apollo Tubes Ltd.,Metals & Mining,Equity,0.8%
58,Atul Ltd.,Chemicals,Equity,0.7%
59,Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.7%
60,Century Plyboards (India) Ltd.,Consumer Staples,Equity,0.7%
61,Polycab India Ltd.,Capital Goods,Equity,0.6%
62,GR Infraprojects Ltd.,Construction,Equity,0.4%
63,Pfizer Ltd.,Healthcare,Equity,0.3%
