,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,16.7%
1,HDFC Bank Ltd.,Financial,Equity,12.4%
2,Axis Bank Ltd.,Financial,Equity,8.9%
3,State Bank of India,Financial,Equity,7.0%
4,Bajaj Finance Ltd.,Financial,Equity,5.0%
5,Bank Of Baroda,Financial,Equity,4.4%
6,Poonawalla Fincorp Ltd.,Financial,Equity,3.7%
7,Housing Development Finance Corporation Ltd.,Financial,Equity,3.6%
8,Kotak Mahindra Bank Ltd.,Financial,Equity,2.8%
9,The Federal Bank Ltd.,Financial,Equity,2.6%
10,SBI Life Insurance Company Ltd.,Insurance,Equity,2.6%
11,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,2.3%
12,Bandhan Bank Ltd.,Financial,Equity,2.3%
13,Ujjivan Small Finance Bank Ltd.,Financial,Equity,2.2%
14,HDFC Life Insurance Co Ltd.,Insurance,Equity,2.1%
15,Housing Development Finance Corporation Ltd.,Financial,Warrant,1.9%
16,Repco Home Finance Ltd.,Financial,Equity,1.8%
17,Bank of India,Financial,Equity,1.8%
18,Indusind Bank Ltd.,Financial,Equity,1.8%
19,Bajaj Finserv Ltd.,Financial,Equity,1.7%
20,Cholamandalam Financial Holdings Ltd.,Financial,Equity,1.5%
21,Home First Finance Company India Ltd.,Financial,Equity,1.5%
22,Aditya Birla Sun Life Nifty Bank ETF - Growth,Financial,Mutual Fund,1.3%
23,Aditya Birla Sun Life Liquid Fund Direct-Growth,Financial,Mutual Fund,1.3%
24,Fusion Micro Finance Ltd.,Financial,Equity,1.3%
25,SBI Cards And Payment Services Ltd.,Financial,Equity,1.2%
26,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.9%
27,Punjab National Bank,Financial,Equity,0.8%
28,JM Financial Ltd.,Financial,Equity,0.8%
29,One97 Communications Ltd.,Services,Equity,0.5%
30,PB Fintech Ltd.,Services,Equity,0.4%
