,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,19.9%
1,HDFC Bank Ltd.,Financial,Equity,17.3%
2,Axis Bank Ltd.,Financial,Equity,9.8%
3,State Bank of India,Financial,Equity,8.1%
4,Kotak Mahindra Bank Ltd.,Financial,Equity,4.2%
5,Equitas Small Finance Bank Ltd.,Financial,Equity,3.7%
6,Bajaj Finance Ltd.,Financial,Equity,3.5%
7,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,3.1%
8,SBI Life Insurance Company Ltd.,Insurance,Equity,2.9%
9,Bank Of Baroda,Financial,Equity,2.6%
10,Karur Vysya Bank Ltd.,Financial,Equity,2.5%
11,DCB Bank Ltd.,Financial,Equity,1.8%
12,Indian Bank,Financial,Equity,1.8%
13,The Federal Bank Ltd.,Financial,Equity,1.8%
14,Can Fin Homes Ltd.,Financial,Equity,1.7%
15,Indusind Bank Ltd.,Financial,Equity,1.6%
16,Union Bank of India,Financial,Equity,1.6%
17,PB Fintech Ltd.,Services,Equity,1.6%
18,Home First Finance Company India Ltd.,Financial,Equity,1.6%
19,Multi Commodity Exchange Of India Ltd.,Services,Equity,1.5%
20,Angel One Ltd.,Financial,Equity,1.2%
21,360 One Wam Ltd,Financial,Equity,1.1%
22,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.1%
23,UTI Asset Management Company Ltd.,Financial,Equity,0.6%
24,Star Health and Allied Insurance Company Ltd.,Insurance,Equity,0.3%
25,SBI Cards And Payment Services Ltd.,Financial,Equity,0.2%
