,Name,Sector,Instrument,Assets
0,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,4.1%
1,The Indian Hotels Company Ltd.,Services,Equity,3.5%
2,ICICI Bank Ltd.,Financial,Equity,3.5%
3,Supreme Industries Ltd.,Chemicals,Equity,3.0%
4,Persistent Systems Ltd.,Technology,Equity,2.9%
5,Cummins India Ltd.,Capital Goods,Equity,2.8%
6,Trent Ltd.,Services,Equity,2.8%
7,Schaeffler India Ltd.,Capital Goods,Equity,2.6%
8,Astral Ltd.,Chemicals,Equity,2.5%
9,Coforge Ltd.,Technology,Equity,2.3%
10,PI Industries Ltd.,Chemicals,Equity,2.2%
11,UNO Minda Ltd.,Automobile,Equity,2.2%
12,TVS Motor Company Ltd.,Automobile,Equity,2.1%
13,Coromandel International Ltd.,Chemicals,Equity,2.0%
14,HDFC Bank Ltd.,Financial,Equity,2.0%
15,Bajaj Finance Ltd.,Financial,Equity,1.9%
16,Avenue Supermarts Ltd.,Services,Equity,1.9%
17,Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.9%
18,Bata India Ltd.,Consumer Staples,Equity,1.9%
19,Navin Fluorine International Ltd.,Chemicals,Equity,1.8%
20,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.7%
21,JK Cement Ltd.,Construction,Equity,1.6%
22,ABB India Ltd.,Capital Goods,Equity,1.6%
23,CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,1.5%
24,Grindwell Norton Ltd.,Metals & Mining,Equity,1.5%
25,Gujarat Gas Ltd.,Energy,Equity,1.5%
26,Abbott India Ltd.,Healthcare,Equity,1.5%
27,Fortis Healthcare Ltd.,Healthcare,Equity,1.4%
28,Alkem Laboratories Ltd.,Healthcare,Equity,1.4%
29,Ipca Laboratories Ltd.,Healthcare,Equity,1.4%
30,Sundaram Finance Ltd.,Financial,Equity,1.4%
31,The Phoenix Mills Ltd.,Construction,Equity,1.3%
32,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.2%
33,Aditya Birla Fashion and Retail Ltd.,Services,Equity,1.2%
34,Tata Communications Ltd.,Communication,Equity,1.1%
35,Endurance Technologies Ltd.,Automobile,Equity,1.1%
36,Mphasis Ltd.,Technology,Equity,1.1%
37,Balkrishna Industries Ltd.,Automobile,Equity,1.1%
38,Voltas Ltd.,Consumer Discretionary,Equity,1.0%
39,SKF India Ltd.,Capital Goods,Equity,0.9%
40,Motherson Sumi Wiring India Ltd.,Automobile,Equity,0.8%
41,Linde India Ltd.,Chemicals,Equity,0.7%
42,3M India Ltd.,Diversified,Equity,0.7%
43,ACC Ltd.,Construction,Equity,0.7%
44,Fine Organic Industries Ltd.,Chemicals,Equity,0.7%
45,K.P.R. Mill Ltd.,Textiles,Equity,0.6%
46,Vinati Organics Ltd.,Chemicals,Equity,0.6%
47,Vedant Fashions Ltd.,Services,Equity,0.6%
48,Sumitomo Chemical India Ltd.,Chemicals,Equity,0.6%
49,The Ramco Cements Ltd.,Construction,Equity,0.5%
50,Page Industries Ltd.,Textiles,Equity,0.5%
51,The Federal Bank Ltd.,Financial,Equity,0.5%
52,Carborundum Universal Ltd.,Metals & Mining,Equity,0.5%
53,Honeywell Automation India Ltd.,Capital Goods,Equity,0.4%
54,Atul Ltd.,Chemicals,Equity,0.4%
55,United Breweries Ltd.,Consumer Staples,Equity,0.3%
56,Reserve Bank of India,Financial,T-Bills,0.3%
57,Jubilant FoodWorks Ltd.,Services,Equity,0.3%
58,Info Edge (India) Ltd.,Services,Equity,0.3%
59,Reserve Bank of India,Financial,T-Bills,0.2%
60,KFin Technologies Ltd.,Financial,Equity,0.2%
61,City Union Bank Ltd.,Financial,Equity,0.1%
62,ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,0.1%
