,Name,Sector,Instrument,Assets
0,The Federal Bank Ltd.,Financial,Equity,3.8%
1,ICICI Bank Ltd.,Financial,Equity,3.3%
2,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,2.9%
3,Apollo Tyres Ltd.,Automobile,Equity,2.8%
4,HDFC Bank Ltd.,Financial,Equity,2.7%
5,Max Healthcare Institute Ltd.,Healthcare,Equity,2.7%
6,Deepak Nitrite Ltd.,Chemicals,Equity,2.7%
7,Sundram Fasteners Ltd.,Capital Goods,Equity,2.4%
8,Coromandel International Ltd.,Chemicals,Equity,2.4%
9,Equitas Small Finance Bank Ltd.,Financial,Equity,2.4%
10,Cummins India Ltd.,Capital Goods,Equity,2.2%
11,Trent Ltd.,Services,Equity,2.1%
12,The Indian Hotels Company Ltd.,Services,Equity,2.0%
13,Bharat Electronics Ltd.,Capital Goods,Equity,2.0%
14,Ashok Leyland Ltd.,Automobile,Equity,1.9%
15,Mphasis Ltd.,Technology,Equity,1.9%
16,Persistent Systems Ltd.,Technology,Equity,1.9%
17,PB Fintech Ltd.,Services,Equity,1.8%
18,Emami Ltd.,Consumer Staples,Equity,1.8%
19,JK Cement Ltd.,Construction,Equity,1.8%
20,Kansai Nerolac Paints Ltd.,Chemicals,Equity,1.7%
21,Ipca Laboratories Ltd.,Healthcare,Equity,1.7%
22,Indraprastha Gas Ltd.,Energy,Equity,1.6%
23,Container Corporation Of India Ltd.,Services,Equity,1.6%
24,Hindustan Aeronautics Ltd.,Capital Goods,Equity,1.6%
25,Abbott India Ltd.,Healthcare,Equity,1.6%
26,The Ramco Cements Ltd.,Construction,Equity,1.6%
27,Karur Vysya Bank Ltd.,Financial,Equity,1.6%
28,City Union Bank Ltd.,Financial,Equity,1.5%
29,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.5%
30,Tata Steel Ltd.,Metals & Mining,Equity,1.5%
31,Max Financial Services Ltd.,Financial,Equity,1.5%
32,CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,1.5%
33,Oberoi Realty Ltd.,Construction,Equity,1.5%
34,Nuvoco Vistas Corporation Ltd.,Construction,Equity,1.4%
35,Gujarat State Petronet Ltd.,Energy,Equity,1.4%
36,Prestige Estates Projects Ltd.,Construction,Equity,1.4%
37,Bosch Ltd.,Automobile,Equity,1.2%
38,APL Apollo Tubes Ltd.,Metals & Mining,Equity,1.1%
39,Aditya Birla Fashion and Retail Ltd.,Services,Equity,1.1%
40,Escorts Kubota Ltd.,Automobile,Equity,1.1%
41,Motherson Sumi Wiring India Ltd.,Automobile,Equity,1.1%
42,Ajanta Pharma Ltd.,Healthcare,Equity,1.1%
43,Voltas Ltd.,Consumer Discretionary,Equity,1.0%
44,United Breweries Ltd.,Consumer Staples,Equity,1.0%
45,Colgate-Palmolive (India) Ltd.,Consumer Staples,Equity,1.0%
46,Coforge Ltd.,Technology,Equity,1.0%
47,The Phoenix Mills Ltd.,Construction,Equity,1.0%
48,Hindustan Petroleum Corporation Ltd.,Energy,Equity,1.0%
49,Tube Investments Of India Ltd.,Automobile,Equity,1.0%
50,Jubilant FoodWorks Ltd.,Services,Equity,1.0%
51,PI Industries Ltd.,Chemicals,Equity,0.9%
52,Zomato Ltd.,Services,Equity,0.9%
53,Indusind Bank Ltd.,Financial,Equity,0.9%
54,Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.8%
55,Devyani International Ltd.,Services,Equity,0.6%
56,One97 Communications Ltd.,Services,Equity,0.6%
57,Bharat Forge Ltd.,Automobile,Equity,0.6%
58,Zee Entertainment Enterprises Ltd.,Services,Equity,0.6%
59,Honeywell Automation India Ltd.,Capital Goods,Equity,0.5%
60,Kajaria Ceramics Ltd.,Construction,Equity,0.5%
61,ACC Ltd.,Construction,Equity,0.5%
62,EPL Ltd.,Chemicals,Equity,0.5%
63,Sundaram Finance Ltd.,Financial,Equity,0.4%
64,State Bank of India,Financial,Equity,0.4%
65,HCL Technologies Ltd.,Technology,Equity,0.3%
66,Chemplast Sanmar Ltd.,Chemicals,Equity,0.2%
