,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,8.2%
1,Reliance Industries Ltd.,Energy,Equity,6.7%
2,Punjab National Bank,Financial,Equity,6.7%
3,Tata Communications Ltd.,Communication,Equity,5.9%
4,Bosch Ltd.,Automobile,Equity,5.5%
5,Linde India Ltd.,Chemicals,Equity,5.1%
6,Voltas Ltd.,Consumer Discretionary,Equity,4.4%
7,Escorts Kubota Ltd.,Automobile,Equity,4.4%
8,The Indian Hotels Company Ltd.,Services,Equity,4.2%
9,Union Bank of India,Financial,Equity,4.2%
10,Alkem Laboratories Ltd.,Healthcare,Equity,4.1%
11,Power Finance Corporation Ltd.,Financial,Equity,4.1%
12,Life Insurance Corporation of India,Insurance,Equity,3.9%
13,Jindal Steel & Power Ltd.,Metals & Mining,Equity,3.3%
14,Piramal Enterprises Ltd.,Healthcare,Equity,2.8%
15,LTIMindtree Ltd.,Technology,Equity,2.6%
16,Canara Bank,Financial,Equity,2.6%
17,REC Ltd.,Financial,Equity,2.5%
18,Sundram Fasteners Ltd.,Capital Goods,Equity,2.1%
19,Sundaram Finance Ltd.,Financial,Equity,2.0%
20,Crisil Ltd.,Services,Equity,1.9%
21,Torrent Power Ltd.,Energy,Equity,1.8%
22,Aurobindo Pharma Ltd.,Healthcare,Equity,1.8%
23,Macrotech Developers Ltd.,Construction,Equity,1.8%
24,Dalmia Bharat Ltd.,Construction,Equity,1.3%
25,Piramal Pharma Ltd.,Healthcare,Equity,1.3%
26,Patanjali Foods Ltd.,Consumer Staples,Equity,1.1%
27,Ashok Leyland Ltd.,Automobile,Equity,1.0%
28,Fortis Healthcare Ltd.,Healthcare,Equity,0.9%
