,Name,Sector,Instrument,Assets
0,KSB Ltd.,Capital Goods,Equity,3.8%
1,KPIT Technologies Ltd.,Technology,Equity,3.0%
2,Can Fin Homes Ltd.,Financial,Equity,2.9%
3,Radico Khaitan Ltd.,Consumer Staples,Equity,2.9%
4,Westlife Foodworld Ltd.,Services,Equity,2.9%
5,Kei Industries Ltd.,Capital Goods,Equity,2.8%
6,Ashok Leyland Ltd.,Automobile,Equity,2.4%
7,State Bank of India,Financial,Equity,2.1%
8,Safari Industries (India) Ltd.,Chemicals,Equity,2.1%
9,ICICI Bank Ltd.,Financial,Equity,2.1%
10,Multi Commodity Exchange Of India Ltd.,Services,Equity,2.0%
11,ICRA Ltd.,Services,Equity,2.0%
12,Cyient Ltd.,Technology,Equity,1.9%
13,Carborundum Universal Ltd.,Metals & Mining,Equity,1.8%
14,Triveni Turbine Ltd.,Capital Goods,Equity,1.8%
15,Neogen Chemicals Ltd.,Chemicals,Equity,1.7%
16,RHI Magnesita India Ltd.,Construction,Equity,1.7%
17,Brigade Enterprises Ltd.,Construction,Equity,1.7%
18,Canara Bank,Financial,Equity,1.7%
19,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1.6%
20,Suven Pharmaceuticals Ltd.,Healthcare,Equity,1.5%
21,Amrutanjan Health Care Ltd.,Healthcare,Equity,1.5%
22,PVR Ltd.,Services,Equity,1.5%
23,Navin Fluorine International Ltd.,Chemicals,Equity,1.4%
24,Cholamandalam Financial Holdings Ltd.,Financial,Equity,1.4%
25,UTI Asset Management Company Ltd.,Financial,Equity,1.4%
26,BEML Ltd.,Capital Goods,Equity,1.3%
27,Greenpanel Industries Ltd.,Consumer Staples,Equity,1.3%
28,Metro Brands Ltd.,Consumer Staples,Equity,1.3%
29,CSB Bank Ltd.,Financial,Equity,1.3%
30,Computer Age Management Services Ltd.,Services,Equity,1.2%
31,Orient Electric Ltd.,Consumer Discretionary,Equity,1.2%
32,Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,1.2%
33,Birla Corporation Ltd.,Construction,Equity,1.1%
34,Axis Bank Ltd.,Financial,Equity,1.1%
35,JK Cement Ltd.,Construction,Equity,1.1%
36,Cera Sanitaryware Ltd.,Construction,Equity,1.1%
37,Balrampur Chini Mills Ltd.,Consumer Staples,Equity,1.1%
38,Housing Development Finance Corporation Ltd.,Financial,Equity,1.0%
39,CE Info Systems Ltd.,Technology,Equity,1.0%
40,Tube Investments Of India Ltd.,Automobile,Equity,1.0%
41,LTIMindtree Ltd.,Technology,Equity,1.0%
42,Affle (India) Ltd.,Technology,Equity,1.0%
43,Ujjivan Financial Services Ltd.,Financial,Equity,1.0%
44,Procter & Gamble Health Ltd.,Healthcare,Equity,1.0%
45,Mold-Tek Packaging Ltd.,Chemicals,Equity,0.9%
46,Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.9%
47,Jubilant FoodWorks Ltd.,Services,Equity,0.9%
48,PNC Infratech Ltd.,Construction,Equity,0.9%
49,Kovai Medical Center & Hospital Ltd.,Healthcare,Equity,0.9%
50,Butterfly Gandhimathi Appliances Ltd.,Consumer Discretionary,Equity,0.9%
51,Prudent Corporate Advisory Services Ltd.,Financial,Equity,0.9%
52,KNR Constructions Ltd.,Construction,Equity,0.8%
53,Force Motors Ltd.,Automobile,Equity,0.8%
54,Bajaj Finance Ltd.,Financial,Equity,0.8%
55,TCI Express Ltd.,Services,Equity,0.7%
56,MM Forgings Ltd.,Metals & Mining,Equity,0.7%
57,Central Depository Services (India) Ltd.,Financial,Equity,0.7%
58,Chalet Hotels Ltd.,Services,Equity,0.7%
59,Century Plyboards (India) Ltd.,Consumer Staples,Equity,0.7%
60,Subros Ltd.,Automobile,Equity,0.7%
61,Dixon Technologies (India) Ltd.,Capital Goods,Equity,0.7%
62,MTAR Technologies Ltd.,Capital Goods,Equity,0.7%
63,Birlasoft Ltd.,Technology,Equity,0.7%
64,Go Fashion (India) Ltd.,Services,Equity,0.6%
65,K.P.R. Mill Ltd.,Textiles,Equity,0.6%
66,Amber Enterprises India Ltd.,Consumer Discretionary,Equity,0.6%
67,VIP Industries Ltd.,Chemicals,Equity,0.6%
68,Persistent Systems Ltd.,Technology,Equity,0.5%
69,Vedant Fashions Ltd.,Services,Equity,0.3%
70,BEML Land Assets Ltd.,Services,Equity,0.2%
