,Name,Sector,Instrument,Assets
0,Housing Development Finance Corporation Ltd.,Financial,Equity,8.1%
1,Axis Bank Ltd.,Financial,Equity,6.1%
2,ICICI Bank Ltd.,Financial,Equity,6.1%
3,Bajaj Holdings & Investment Ltd.,Financial,Equity,5.8%
4,Tata Consultancy Services Ltd.,Technology,Equity,5.0%
5,Power Grid Corporation Of India Ltd.,Energy,Equity,5.0%
6,Wipro Ltd.,Technology,Equity,5.0%
7,HCL Technologies Ltd.,Technology,Equity,5.0%
8,Coal India Ltd.,Energy,Equity,4.9%
9,ITC Ltd.,Consumer Staples,Equity,4.5%
10,Maruti Suzuki India Ltd.,Automobile,Equity,3.9%
11,Maharashtra Scooters Ltd.,Automobile,Equity,3.7%
12,Infosys Ltd.,Technology,Equity,2.0%
13,ICICI Bank Ltd.,Financial,CD,1.8%
14,Axis Bank Ltd.,Financial,CD,1.7%
15,National Bank For Agriculture & Rural Development,Financial,CP,1.7%
16,Housing Development Finance Corporation Ltd.,Financial,CP,1.7%
17,Hero Motocorp Ltd.,Automobile,Equity,1.6%
18,CMS Info Systems Ltd.,Services,Equity,1.4%
19,Motilal Oswal Financial Services Ltd.,Financial,Equity,1.0%
20,Cipla Ltd.,Healthcare,Equity,1.0%
21,Zydus Lifesciences Ltd.,Healthcare,Equity,1.0%
22,Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,1.0%
23,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.0%
24,UTI Asset Management Company Ltd.,Financial,Equity,1.0%
25,Ipca Laboratories Ltd.,Healthcare,Equity,1.0%
26,NMDC Ltd.,Metals & Mining,Equity,0.9%
27,Indian Energy Exchange Ltd.,Services,Equity,0.8%
28,CCL Products (India) Ltd.,Consumer Staples,Equity,0.7%
29,Balkrishna Industries Ltd.,Automobile,Equity,0.7%
30,Multi Commodity Exchange Of India Ltd.,Services,Equity,0.6%
31,Central Depository Services (India) Ltd.,Financial,Equity,0.6%
32,ICRA Ltd.,Services,Equity,0.5%
33,NMDC Steel Ltd.,Metals & Mining,Equity,0.3%
34,VST Industries Ltd.,Consumer Staples,Equity,0.2%
35,Oracle Financial Services Software Ltd.,Technology,Equity,0.2%
