,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,5.0%
1,ICICI Bank Ltd.,Financial,Equity,4.2%
2,Infosys Ltd.,Technology,Equity,3.5%
3,Reliance Industries Ltd.,Energy,Equity,3.0%
4,Axis Bank Ltd.,Financial,Equity,2.8%
5,Kotak Mahindra Bank Ltd.,Financial,Equity,2.1%
6,State Bank of India,Financial,Equity,2.1%
7,Kei Industries Ltd.,Capital Goods,Equity,2.1%
8,Devyani International Ltd.,Services,Equity,2.1%
9,Ipca Laboratories Ltd.,Healthcare,Equity,1.9%
10,Cera Sanitaryware Ltd.,Construction,Equity,1.8%
11,Hitachi Energy India Ltd.,Capital Goods,Equity,1.8%
12,Navin Fluorine International Ltd.,Chemicals,Equity,1.8%
13,Kennametal India Ltd.,Capital Goods,Equity,1.7%
14,SRF Ltd.,Diversified,Equity,1.7%
15,Maruti Suzuki India Ltd.,Automobile,Equity,1.6%
16,The Federal Bank Ltd.,Financial,Equity,1.6%
17,UNO Minda Ltd.,Automobile,Equity,1.6%
18,Coromandel International Ltd.,Chemicals,Equity,1.6%
19,Bharat Forge Ltd.,Automobile,Equity,1.6%
20,Sundaram Finance Ltd.,Financial,Equity,1.6%
21,K.P.R. Mill Ltd.,Textiles,Equity,1.6%
22,Mahindra & Mahindra Ltd.,Automobile,Equity,1.6%
23,The Indian Hotels Company Ltd.,Services,Equity,1.5%
24,Transport Corporation Of India Ltd.,Services,Equity,1.4%
25,Mahanagar Gas Ltd.,Energy,Equity,1.4%
26,Ashoka Buildcon Ltd.,Construction,Equity,1.4%
27,HCL Technologies Ltd.,Technology,Equity,1.4%
28,Blue Dart Express Ltd.,Services,Equity,1.3%
29,Bajaj Electricals Ltd.,Consumer Discretionary,Equity,1.3%
30,CreditAccess Grameen Ltd.,Financial,Equity,1.3%
31,Kajaria Ceramics Ltd.,Construction,Equity,1.3%
32,Kansai Nerolac Paints Ltd.,Chemicals,Equity,1.3%
33,Titan Company Ltd.,Consumer Discretionary,Equity,1.3%
34,MM Forgings Ltd.,Metals & Mining,Equity,1.3%
35,Century Plyboards (India) Ltd.,Consumer Staples,Equity,1.2%
36,Craftsman Automation Ltd.,Automobile,Equity,1.2%
37,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.2%
38,Carborundum Universal Ltd.,Metals & Mining,Equity,1.2%
39,Schaeffler India Ltd.,Capital Goods,Equity,1.1%
40,Aditya Birla Fashion and Retail Ltd.,Services,Equity,1.1%
41,VIP Industries Ltd.,Chemicals,Equity,1.1%
42,NOCIL Ltd.,Chemicals,Equity,1.1%
43,KSB Ltd.,Capital Goods,Equity,1.1%
44,Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.1%
45,Somany Ceramics Ltd.,Construction,Equity,1.1%
46,DCB Bank Ltd.,Financial,Equity,1.1%
47,Pitti Engineering Ltd.,Capital Goods,Equity,1.0%
48,ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,1.0%
49,Gujarat Gas Ltd.,Energy,Equity,1.0%
50,Eicher Motors Ltd.,Automobile,Equity,1.0%
51,ITC Ltd.,Consumer Staples,Equity,1.0%
52,Ashok Leyland Ltd.,Automobile,Equity,1.0%
53,Emami Ltd.,Consumer Staples,Equity,1.0%
54,LTIMindtree Ltd.,Technology,Equity,1.0%
55,Balkrishna Industries Ltd.,Automobile,Equity,0.9%
56,Vinati Organics Ltd.,Chemicals,Equity,0.9%
57,Blue Star Ltd.,Consumer Discretionary,Equity,0.9%
58,Torrent Pharmaceuticals Ltd.,Healthcare,Equity,0.9%
59,Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.8%
60,Metro Brands Ltd.,Consumer Staples,Equity,0.7%
61,City Union Bank Ltd.,Financial,Equity,0.7%
62,Star Health and Allied Insurance Company Ltd.,Insurance,Equity,0.6%
