,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,9.6%
1,HDFC Bank Ltd.,Financial,Equity,9.0%
2,Bharti Airtel Ltd.,Communication,Equity,5.7%
3,Infosys Ltd.,Technology,Equity,5.4%
4,State Bank of India,Financial,Equity,5.3%
5,HCL Technologies Ltd.,Technology,Equity,4.9%
6,Hindustan Aeronautics Ltd.,Capital Goods,Equity,4.7%
7,NTPC Ltd.,Energy,Equity,4.5%
8,Mahindra & Mahindra Ltd.,Automobile,Equity,4.4%
9,Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,3.9%
10,SBI Life Insurance Company Ltd.,Insurance,Equity,3.5%
11,Cipla Ltd.,Healthcare,Equity,3.2%
12,Axis Bank Ltd.,Financial,Equity,3.1%
13,Bharat Petroleum Corporation Ltd.,Energy,Equity,2.6%
14,Larsen & Toubro Ltd.,Construction,Equity,2.4%
15,GAIL (India) Ltd.,Energy,Equity,2.3%
16,Escorts Kubota Ltd.,Automobile,Equity,2.2%
17,Oil & Natural Gas Corporation Ltd.,Energy,Equity,2.1%
18,SBI Cards And Payment Services Ltd.,Financial,Equity,2.1%
19,Bajaj Auto Ltd.,Automobile,Equity,2.1%
20,Tech Mahindra Ltd.,Technology,Equity,1.8%
21,Bank Of Baroda,Financial,Equity,1.6%
22,Prestige Estates Projects Ltd.,Construction,Equity,1.5%
23,ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.2%
24,Lupin Ltd.,Healthcare,Equity,0.9%
25,Narayana Hrudayalaya Ltd.,Healthcare,Equity,0.8%
26,TeamLease Services Ltd.,Services,Equity,0.7%
27,Multi Commodity Exchange Of India Ltd.,Services,Equity,0.6%
28,Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,0.5%
29,Reliance Industries Ltd.,Energy,Equity,0.5%
30,Life Insurance Corporation of India,Insurance,Equity,0.5%
31,Delhivery Ltd.,Services,Equity,0.4%
32,Housing Development Finance Corporation Ltd.,Financial,Equity,0.3%
33,Ipca Laboratories Ltd.,Healthcare,Equity,0.2%
34,Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.1%
