,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,9.7%
1,Maruti Suzuki India Ltd.,Automobile,Equity,6.2%
2,Larsen & Toubro Ltd.,Construction,Equity,5.6%
3,ICICI Bank Ltd.,Financial,Equity,5.2%
4,Infosys Ltd.,Technology,Equity,4.8%
5,Grasim Industries Ltd.,Construction,Equity,4.5%
6,Arvind Ltd.,Textiles,Equity,4.4%
7,Bharat Financial Inclusion Ltd.,Financial,Equity,4.4%
8,ITC Ltd.,FMCG,Equity,4.1%
9,Tata Steel Ltd.,Metals,Equity,4.1%
10,Yes Bank Ltd.,Financial,Equity,3.9%
11,Exide Industries Ltd.,Engineering,Equity,3.9%
12,United Spirits Ltd.,FMCG,Equity,3.7%
13,Indian Oil Corpn. Ltd.,Energy,Equity,3.3%
14,ACC Ltd.,Construction,Equity,3.1%
15,State Bank of India,Financial,Equity,3.1%
16,Max Financial Services Ltd.,Financial,Equity,3.0%
17,Petronet LNG Ltd.,Energy,Equity,2.9%
18,Bharti Airtel Ltd.,Communication,Equity,2.9%
19,Reliance Industries Ltd.,Energy,Equity,2.8%
20,Siemens Ltd.,Engineering,Equity,2.5%
21,Tata Motors Ltd.,Automobile,Equity,2.0%
22,UPL Ltd.,Chemicals,Equity,1.8%
23,Dabur India Ltd.,FMCG,Equity,1.7%
24,Kotak Mahindra Bank Ltd.,Financial,Equity,1.6%
