,Name,Sector,Instrument,Assets
0,ITC Ltd.,Consumer Staples,Equity,28.7%
1,Hindustan Unilever Ltd.,Consumer Staples,Equity,18.4%
2,Nestle India Ltd.,Consumer Staples,Equity,6.2%
3,Gillette India Ltd.,Consumer Staples,Equity,4.6%
4,Dabur India Ltd.,Consumer Staples,Equity,4.2%
5,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,Equity,3.3%
6,Avenue Supermarts Ltd.,Services,Equity,2.7%
7,United Breweries Ltd.,Consumer Staples,Equity,2.5%
8,Jyothy Labs Ltd.,Consumer Staples,Equity,2.5%
9,Godrej Consumer Products Ltd.,Consumer Staples,Equity,2.1%
10,Altria Group Inc,Consumer Staples,Forgn. Eq,2.0%
11,Britannia Industries Ltd.,Consumer Staples,Equity,1.9%
12,Zydus Wellness Ltd.,Consumer Staples,Equity,1.9%
13,Reserve Bank of India,Financial,T-Bills,1.7%
14,Relaxo Footwears Ltd.,Consumer Staples,Equity,1.6%
15,EPL Ltd.,Chemicals,Equity,1.6%
16,Constellation Brands Inc.,Consumer Staples,Forgn. Eq,1.5%
17,Chalet Hotels Ltd.,Services,Equity,1.4%
18,Bajaj Consumer Care Ltd.,Consumer Staples,Equity,1.4%
19,Bharti Airtel Ltd.,Communication,Equity,1.2%
20,Shoppers Stop Ltd.,Services,Equity,1.2%
21,United Spirits Ltd.,Consumer Staples,Equity,1.0%
22,Keurig Dr Pepper Inc,Consumer Staples,Forgn. Eq,0.9%
23,Emami Ltd.,Consumer Staples,Equity,0.6%
24,Jubilant FoodWorks Ltd.,Services,Equity,0.5%
