,Name,Sector,Instrument,Assets
0,CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,3.8%
1,Navin Fluorine International Ltd.,Chemicals,Equity,3.5%
2,The Federal Bank Ltd.,Financial,Equity,2.8%
3,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,2.8%
4,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,Equity,2.6%
5,Persistent Systems Ltd.,Technology,Equity,2.6%
6,Vedant Fashions Ltd.,Services,Equity,2.5%
7,Abbott India Ltd.,Healthcare,Equity,2.4%
8,Coforge Ltd.,Technology,Equity,2.3%
9,Syngene International Ltd.,Healthcare,Equity,2.2%
10,Thermax Ltd.,Capital Goods,Equity,2.2%
11,Grindwell Norton Ltd.,Metals & Mining,Equity,2.1%
12,AIA Engineering Ltd.,Metals & Mining,Equity,2.1%
13,The Phoenix Mills Ltd.,Construction,Equity,2.0%
14,Dixon Technologies (India) Ltd.,Capital Goods,Equity,2.0%
15,Astral Ltd.,Chemicals,Equity,1.9%
16,Kaynes Technology India Ltd.,Capital Goods,Equity,1.8%
17,Honeywell Automation India Ltd.,Capital Goods,Equity,1.8%
18,Balkrishna Industries Ltd.,Automobile,Equity,1.7%
19,HDFC Asset Management Company Ltd.,Financial,Equity,1.7%
20,Sumitomo Chemical India Ltd.,Chemicals,Equity,1.6%
21,IIFL Finance Ltd.,Financial,Equity,1.5%
22,Power Finance Corporation Ltd.,Financial,Equity,1.4%
23,Sundram Fasteners Ltd.,Capital Goods,Equity,1.4%
24,Max Healthcare Institute Ltd.,Healthcare,Equity,1.4%
25,Metro Brands Ltd.,Consumer Staples,Equity,1.4%
26,Fortis Healthcare Ltd.,Healthcare,Equity,1.3%
27,Gujarat Gas Ltd.,Energy,Equity,1.3%
28,360 One Wam Ltd,Financial,Equity,1.3%
29,Ajanta Pharma Ltd.,Healthcare,Equity,1.2%
30,Harsha Engineers International Ltd.,Capital Goods,Equity,1.2%
31,Trent Ltd.,Services,Equity,1.1%
32,Varun Beverages Ltd.,Consumer Staples,Equity,1.1%
33,Page Industries Ltd.,Textiles,Equity,1.1%
34,Ipca Laboratories Ltd.,Healthcare,Equity,1.1%
35,Bayer CropScience Ltd.,Chemicals,Equity,1.1%
36,3M India Ltd.,Diversified,Equity,1.1%
37,Saregama India Ltd.,Services,Equity,1.1%
38,Bikaji Foods International Ltd.,Consumer Staples,Equity,1.1%
39,Safari Industries (India) Ltd.,Chemicals,Equity,1.0%
40,Garware Technical Fibres Ltd.,Textiles,Equity,1.0%
41,Global Health Ltd.,Healthcare,Equity,1.0%
42,PI Industries Ltd.,Chemicals,Equity,0.9%
43,Rainbow Children's Medicare Ltd.,Healthcare,Equity,0.9%
44,State Bank of India,Financial,Equity,0.8%
45,Data Patterns (India) Ltd.,Capital Goods,Equity,0.8%
46,Campus Activewear Ltd.,Consumer Staples,Equity,0.8%
47,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,0.7%
48,Electronics Mart India Ltd.,Services,Equity,0.7%
49,ICICI Bank Ltd.,Financial,Equity,0.7%
50,RHI Magnesita India Ltd.,Construction,Equity,0.7%
51,Hindalco Industries Ltd.,Metals & Mining,Equity,0.6%
52,KNR Constructions Ltd.,Construction,Equity,0.6%
53,ABB India Ltd.,Capital Goods,Equity,0.6%
54,Blue Star Ltd.,Consumer Discretionary,Equity,0.6%
55,GOI,Sovereign,GOI Sec,0.5%
56,Gokaldas Exports Ltd.,Textiles,Equity,0.5%
57,Ambuja Cements Ltd.,Construction,Equity,0.5%
58,La Opala RG Ltd.,Construction,Equity,0.5%
59,Vesuvius India Ltd.,Construction,Equity,0.5%
60,Poly Medicure Ltd.,Healthcare,Equity,0.5%
61,Tega Industries Ltd.,Metals & Mining,Equity,0.5%
62,HDFC Bank Ltd.,Financial,Equity,0.3%
63,Dodla Dairy Ltd,Consumer Staples,Equity,0.3%
64,BEML Ltd.,Capital Goods,Equity,0.3%
65,Go Fashion (India) Ltd.,Services,Equity,0.3%
66,Devyani International Ltd.,Services,Equity,0.3%
67,Tracxn Technologies Ltd.,Technology,Equity,0.3%
68,Info Edge (India) Ltd.,Services,Equity,0.3%
69,Shaily Engineering Plastics Ltd.,Chemicals,Equity,0.3%
70,Fine Organic Industries Ltd.,Chemicals,Equity,0.2%
71,BEML Land Assets Ltd.,Services,Equity,0.1%
