,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,9.8%
1,Reliance Industries Ltd.,Energy,Equity,8.7%
2,State Bank of India,Financial,Equity,8.2%
3,The Indian Hotels Company Ltd.,Services,Equity,7.5%
4,Bikaji Foods International Ltd.,Consumer Staples,Equity,7.0%
5,Ultratech Cement Ltd.,Construction,Equity,6.1%
6,LTIMindtree Ltd.,Technology,Equity,5.9%
7,Jindal Steel & Power Ltd.,Metals & Mining,Equity,5.6%
8,Voltas Ltd.,Consumer Discretionary,Equity,5.0%
9,RBL Bank Ltd.,Financial,Equity,4.8%
10,Tata Motors Ltd.,Automobile,Equity,4.3%
11,Hindalco Industries Ltd.,Metals & Mining,Equity,3.3%
12,Tata Consumer Products Ltd.,Consumer Staples,Equity,3.2%
13,Wipro Ltd.,Technology,Equity,2.8%
14,Zensar Technologies Ltd.,Technology,Equity,2.6%
15,HCL Technologies Ltd.,Technology,Equity,2.4%
16,Linde India Ltd.,Chemicals,Equity,2.3%
17,Tata Communications Ltd.,Communication,Equity,2.3%
18,Bosch Ltd.,Automobile,Equity,0.9%
19,Shree Cement Ltd.,Construction,Equity,0.5%
