,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,6.2%
1,Trent Ltd.,Services,Equity,6.2%
2,Global Health Ltd.,Healthcare,Equity,5.7%
3,Housing Development Finance Corporation Ltd.,Financial,Equity,5.7%
4,Titan Company Ltd.,Consumer Discretionary,Equity,5.1%
5,Fortis Healthcare Ltd.,Healthcare,Equity,4.3%
6,Axis Bank Ltd.,Financial,Equity,4.1%
7,Infosys Ltd.,Technology,Equity,3.8%
8,The Federal Bank Ltd.,Financial,Equity,3.6%
9,State Bank of India,Financial,Equity,3.6%
10,Page Industries Ltd.,Textiles,Equity,3.5%
11,Jubilant FoodWorks Ltd.,Services,Equity,3.3%
12,Cummins India Ltd.,Capital Goods,Equity,3.1%
13,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,3.1%
14,Carborundum Universal Ltd.,Metals & Mining,Equity,3.0%
15,Ultratech Cement Ltd.,Construction,Equity,3.0%
16,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,2.9%
17,Bharat Forge Ltd.,Automobile,Equity,2.8%
18,Gujarat Gas Ltd.,Energy,Equity,2.8%
19,Indusind Bank Ltd.,Financial,Equity,2.7%
20,Hindustan Unilever Ltd.,Consumer Staples,Equity,2.7%
21,TVS Motor Company Ltd.,Automobile,Equity,2.5%
22,Dalmia Bharat Ltd.,Construction,Equity,2.3%
23,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,2.2%
24,Gujarat Fluorochemicals Ltd.,Chemicals,Equity,2.0%
25,Religare Enterprises Ltd.,Financial,Equity,1.9%
26,Havells India Ltd.,Capital Goods,Equity,1.9%
27,Divgi TorqTransfer Systems Ltd.,Automobile,Equity,1.7%
28,Medplus Health Services Ltd.,Healthcare,Equity,1.6%
29,United Breweries Ltd.,Consumer Staples,Equity,1.6%
30,HDFC Bank Ltd.,Financial,Equity,1.0%
31,KSB Ltd.,Capital Goods,Equity,0.3%
