,Name,Sector,Instrument,Assets
0,Infosys Ltd.,Technology,Equity,7.2%
1,Bharti Airtel Ltd.,Communication,Equity,6.1%
2,HDFC Bank Ltd.,Financial,Equity,5.8%
3,Sundaram Finance Ltd.,Financial,Equity,5.8%
4,Wipro Ltd.,Technology,Equity,5.6%
5,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,5.3%
6,HCL Technologies Ltd.,Technology,Equity,4.4%
7,SBI Life Insurance Company Ltd.,Insurance,Equity,3.8%
8,ICICI Bank Ltd.,Financial,Equity,3.5%
9,Jyothy Labs Ltd.,Consumer Staples,Equity,2.8%
10,Sundram Fasteners Ltd.,Capital Goods,Equity,2.8%
11,Lululemon Athletica Inc.,Services,Forgn. Eq,2.8%
12,Housing Development Finance Corporation Ltd.,Financial,Equity,2.6%
13,Kotak Mahindra Bank Ltd.,Financial,Equity,2.4%
14,Salesforce Com.,Technology,Forgn. Eq,2.3%
15,Rolex Rings Ltd,Capital Goods,Equity,2.0%
16,Federal-Mogul Goetze (India) Ltd.,Automobile,Equity,2.0%
17,Advanced Enzyme Technologies Ltd.,Chemicals,Equity,1.9%
18,Reliance Industries Ltd.,Energy,Equity,1.7%
19,V-Guard Industries Ltd.,Consumer Discretionary,Equity,1.5%
20,Supreme Industries Ltd.,Chemicals,Equity,1.5%
21,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.5%
22,Schaeffler India Ltd.,Capital Goods,Equity,1.4%
23,Symphony Ltd.,Consumer Discretionary,Equity,1.4%
24,Workday Inc.,Technology,Forgn. Eq,1.3%
25,Tech Mahindra Ltd.,Technology,Equity,1.3%
26,FDC Ltd.,Healthcare,Equity,1.2%
27,Titan Company Ltd.,Consumer Discretionary,Equity,1.2%
28,Ultratech Cement Ltd.,Construction,Equity,1.1%
29,Inox Green Energy Services Ltd.,Others,Equity,1.1%
30,SKF India Ltd.,Capital Goods,Equity,1.0%
31,Veeva Systems Inc.,Healthcare,Forgn. Eq,1.0%
32,Alphabet Inc Class C,Services,Forgn. Eq,0.9%
33,UTI Asset Management Company Ltd.,Financial,Equity,0.9%
34,NIIT Ltd.,Technology,Equity,0.8%
35,Harsha Engineers International Ltd.,Capital Goods,Equity,0.7%
36,Maruti Suzuki India Ltd.,Automobile,Equity,0.7%
37,Indiamart Intermesh Ltd.,Services,Equity,0.7%
38,ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,0.7%
39,Syrma SGS Technology Ltd.,Capital Goods,Equity,0.7%
40,Matrimony.Com Ltd.,Services,Equity,0.7%
41,Nazara Technologies Ltd.,Technology,Equity,0.7%
42,Havells India Ltd.,Capital Goods,Equity,0.6%
43,SBI Cards And Payment Services Ltd.,Financial,Equity,0.5%
44,Cipla Ltd.,Healthcare,Equity,0.4%
45,Motherson Sumi Wiring India Ltd.,Automobile,Equity,0.4%
46,Campus Activewear Ltd.,Consumer Staples,Equity,0.4%
47,eClerx Services Ltd.,Services,Equity,0.3%
48,Avenue Supermarts Ltd.,Services,Equity,0.2%
