,Name,Sector,Instrument,Assets
0,NTPC Ltd.,Energy,Equity,9.8%
1,Bank Of Baroda,Financial,Equity,9.5%
2,Bharat Electronics Ltd.,Capital Goods,Equity,9.0%
3,State Bank of India,Financial,Equity,8.9%
4,Bharat Petroleum Corporation Ltd.,Energy,Equity,6.8%
5,GAIL (India) Ltd.,Energy,Equity,6.2%
6,Hindustan Aeronautics Ltd.,Capital Goods,Equity,5.7%
7,Power Grid Corporation Of India Ltd.,Energy,Equity,4.9%
8,Gujarat State Petronet Ltd.,Energy,Equity,4.8%
9,Container Corporation Of India Ltd.,Services,Equity,4.8%
10,NHPC Ltd.,Energy,Equity,4.6%
11,Indian Bank,Financial,Equity,4.2%
12,Can Fin Homes Ltd.,Financial,Equity,2.9%
13,Bharat Dynamics Ltd.,Capital Goods,Equity,2.6%
14,Oil & Natural Gas Corporation Ltd.,Energy,Equity,2.4%
15,Steel Authority Of India Ltd.,Metals & Mining,Equity,2.1%
16,SBI Life Insurance Company Ltd.,Insurance,Equity,1.9%
17,Gujarat Gas Ltd.,Energy,Equity,1.8%
18,Union Bank of India,Financial,Equity,1.4%
19,Indraprastha Gas Ltd.,Energy,Equity,1.4%
20,Mazagon Dock Shipbuilders Ltd.,Capital Goods,Equity,1.3%
21,Bank of India,Financial,Equity,0.8%
22,Mishra Dhatu Nigam Ltd.,Metals & Mining,Equity,0.3%
